Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_00bis04_min1,Impfungen_gesamt_gi,Impfungen_gesamt_00bis04_gi,Impfungen_gesamt_boost1,Impfungen_gesamt_boost2,Impfungen_gesamt_boost3,Impfungen_gesamt_boost4,Impfquote_gesamt_min1,Impfquote_05bis17_min1,Impfquote_05bis11_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_gi,Impfquote_05bis17_gi,Impfquote_05bis11_gi,Impfquote_12bis17_gi,Impfquote_18plus_gi,Impfquote_18bis59_gi,Impfquote_60plus_gi,Impfquote_gesamt_boost1,Impfquote_12bis17_boost1,Impfquote_18plus_boost1,Impfquote_18bis59_boost1,Impfquote_60plus_boost1,Impfquote_gesamt_boost2,Impfquote_12bis17_boost2,Impfquote_18plus_boost2,Impfquote_18bis59_boost2,Impfquote_60plus_boost2
2023-10-16,Deutschland,00,193002520,64889772,2829,63567122,1844,52156593,12784009,1640292,258095,78.0,46.1,22.4,74.5,87.0,84.8,91.0,76.4,42.9,20.0,69.6,85.5,83.0,90.1,62.7,31.7,73.1,66.4,85.4,15.4,1.1,18.3,6.9,39.4
2023-10-16,Schleswig-Holstein,01,7575556,2356993,530,2327383,473,2059608,743876,147471,12703,80.7,60.6,30.8,94.3,87.8,85.1,92.3,79.7,57.6,29.8,88.7,87.0,84.4,91.4,70.5,48.7,80.8,74.9,91.1,25.5,1.7,30.3,11.6,62.6
2023-10-16,Hamburg,02,4718581,1607577,54,1565923,24,1245030,304055,52838,5817,86.7,52.4,29.8,80.1,97.1,96.7,98.0,84.5,47.0,24.3,75.4,95.2,94.1,97.8,67.2,29.5,79.0,73.4,92.9,16.4,1.4,19.6,8.8,46.7
2023-10-16,Niedersachsen,03,19537275,6407009,175,6230230,119,5389628,1546177,225589,17815,79.8,52.7,27.0,81.8,88.3,85.6,93.2,77.6,48.6,24.2,76.3,86.3,83.5,91.2,67.1,40.0,78.0,72.1,88.4,19.3,1.3,23.1,8.3,49.4
2023-10-16,Bremen,04,1835042,621741,5,597382,NA,457190,148754,23995,1372,91.9,48.6,23.0,78.6,103.6,105.9,99.0,88.3,43.9,19.6,72.7,99.9,100.7,98.4,67.6,29.0,79.3,73.1,91.8,22.0,0.8,26.4,12.3,54.5
2023-10-16,Nordrhein-Westfalen,05,44115418,14662412,714,14250352,417,11840675,3316672,453840,149929,81.8,51.2,28.1,81.1,91.0,89.8,93.3,79.5,48.2,24.5,75.8,88.7,86.9,92.1,66.1,36.2,77.1,71.0,88.5,18.5,1.2,22.2,8.4,48.1
2023-10-16,Hessen,06,14536477,4969154,169,4772837,50,3855421,958989,132894,9869,78.9,48.5,24.1,76.0,88.0,86.2,91.4,75.8,43.3,21.0,68.7,85.0,82.9,89.2,61.2,31.6,71.6,65.2,84.1,15.2,1.2,18.3,7.5,39.3
2023-10-16,Rheinland-Pfalz,07,9616614,3244320,49,3106253,30,2618457,674687,82884,8517,79.0,48.3,23.7,76.7,87.8,84.7,93.3,75.6,44.2,21.5,70.7,84.4,81.3,89.8,63.8,34.1,74.1,67.7,85.4,16.4,1.1,19.6,6.9,42.0
2023-10-16,Baden-Württemberg,08,24824673,8424662,376,8293434,271,6839010,1369168,151144,15318,75.7,43.9,19.6,71.4,84.9,82.6,89.5,74.6,40.6,17.3,67.0,84.0,81.5,89.0,61.5,31.0,72.0,65.7,84.5,12.3,1.0,14.8,5.5,33.0
2023-10-16,Bayern,09,29141416,9914337,444,9901971,281,7810911,1607106,179766,17959,75.2,45.9,21.2,74.9,83.8,81.7,88.1,75.1,43.1,19.5,70.7,84.1,82.1,88.2,59.3,28.0,69.3,62.4,83.1,12.2,0.8,14.6,5.2,33.2
2023-10-16,Saarland,10,2464287,823173,13,809222,12,683241,165759,15180,1342,83.8,46.8,18.8,78.9,92.7,91.8,94.0,82.4,43.7,17.0,73.9,91.4,89.9,93.7,69.6,34.5,79.8,73.7,89.3,16.9,1.0,19.8,6.8,40.2
2023-10-16,Berlin,11,8735974,2903325,190,2870743,111,2360267,610458,82817,12203,78.9,45.5,26.2,71.1,88.5,84.6,97.5,78.1,42.7,24.2,66.8,87.8,83.7,97.5,64.2,31.0,75.2,68.3,91.2,16.6,1.3,19.8,8.7,45.5
2023-10-16,Brandenburg,12,5094616,1723765,21,1728092,12,1417485,296361,22165,1706,67.9,32.9,11.0,59.2,76.3,73.2,80.8,68.1,29.7,9.3,54.3,76.9,72.8,83.0,55.9,20.5,65.3,55.3,79.9,11.7,0.7,13.9,4.8,27.1
2023-10-16,Mecklenburg-Vorpommern,13,3583128,1218908,18,1204262,NA,970406,215317,14899,787,75.7,34.1,10.7,62.2,84.8,81.0,90.1,74.7,30.9,8.8,57.3,84.2,79.8,90.3,60.2,22.2,69.8,59.9,83.8,13.4,1.0,15.7,4.6,31.3
