Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_voll,Impfungen_gesamt_boost,Impfquote_gesamt_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_voll,Impfquote_12bis17_voll,Impfquote_18plus_voll,Impfquote_18bis59_voll,Impfquote_60plus_voll
2021-10-11,Deutschland,00,109141510,57022688,54312032,1044188,68.6,43.3,79.4,71.1,86.4,65.3,37.2,75.9,71.2,84.7
2021-10-11,Schleswig-Holstein,01,4103728,2129406,2043457,58903,73.2,57.4,85.0,78.1,89.5,70.2,50.9,81.8,77.8,88.7
2021-10-11,Hamburg,02,2570603,1347685,1291807,16163,72.8,42.8,84.9,79.0,87.7,69.7,35.9,81.7,80.1,85.8
2021-10-11,Niedersachsen,03,10725517,5695783,5386738,50717,71.2,51.0,82.0,71.9,89.7,67.3,43.7,77.9,72.7,87.2
2021-10-11,Bremen,04,1034287,543601,519547,13666,79.9,47.5,92.7,88.2,94.0,76.4,40.7,88.9,87.4,91.8
2021-10-11,Nordrhein-Westfalen,05,24959863,13105772,12336150,268959,73.1,51.5,84.4,76.3,90.0,68.8,45.1,79.7,75.6,87.7
2021-10-11,Hessen,06,8218346,4302601,4061462,81453,68.4,43.8,79.3,71.8,86.5,64.5,37.3,75.1,71.0,83.4
2021-10-11,Rheinland-Pfalz,07,5465583,2879648,2676718,60142,70.3,45.8,81.0,71.7,89.2,65.3,36.9,75.7,70.4,85.4
2021-10-11,Baden-Württemberg,08,14103509,7309637,7049888,162097,65.8,39.8,76.5,68.8,85.0,63.5,34.4,74.2,69.7,83.1
2021-10-11,Bayern,09,16553868,8590045,8274718,128498,65.4,39.6,75.8,68.2,84.1,63.0,33.7,73.3,68.9,82.3
2021-10-11,Saarland,10,1411651,736500,707473,10900,74.8,46.8,85.2,76.1,90.5,71.9,39.1,82.2,77.7,89.4
2021-10-11,Berlin,11,4870281,2499094,2394965,85175,68.2,40.0,79.4,71.6,88.6,65.4,35.8,76.3,71.6,87.2
2021-10-11,Brandenburg,12,2992799,1572224,1502654,19064,62.1,30.6,71.6,59.8,79.8,59.4,25.7,69.0,61.7,80.1
2021-10-11,Mecklenburg-Vorpommern,13,2043555,1065642,1023788,12898,66.2,29.4,76.3,65.9,85.0,63.6,23.2,73.7,66.4,84.2
2021-10-11,Sachsen,14,4544204,2362176,2252857,23847,58.2,26.4,67.6,57.5,77.8,55.5,21.7,64.7,55.9,77.9
2021-10-11,Sachsen-Anhalt,15,2666817,1393161,1346017,26991,63.9,27.5,73.4,61.3,82.2,61.7,21.7,71.2,62.6,83.2
2021-10-11,Thüringen,16,2506884,1296658,1258973,24458,61.2,28.3,70.5,59.4,80.7,59.4,24.7,68.6,59.9,81.1
2021-10-11,Bundesressorts,17,370015,193055,184820,257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
