Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_00bis04_min1,Impfungen_gesamt_gi,Impfungen_gesamt_00bis04_gi,Impfungen_gesamt_boost1,Impfungen_gesamt_boost2,Impfungen_gesamt_boost3,Impfungen_gesamt_boost4,Impfquote_gesamt_min1,Impfquote_05bis17_min1,Impfquote_05bis11_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_gi,Impfquote_05bis17_gi,Impfquote_05bis11_gi,Impfquote_12bis17_gi,Impfquote_18plus_gi,Impfquote_18bis59_gi,Impfquote_60plus_gi,Impfquote_gesamt_boost1,Impfquote_12bis17_boost1,Impfquote_18plus_boost1,Impfquote_18bis59_boost1,Impfquote_60plus_boost1,Impfquote_gesamt_boost2,Impfquote_12bis17_boost2,Impfquote_18plus_boost2,Impfquote_18bis59_boost2,Impfquote_60plus_boost2
2024-02-12,Deutschland,00,196704512,64946870,3137,63578382,2072,52209431,13475838,3982533,762316,78.0,46.1,22.4,74.5,87.0,84.8,91.1,76.4,42.9,20.0,69.6,85.5,83.0,90.1,62.7,31.7,73.1,66.4,85.5,16.2,1.2,19.3,7.3,41.4
2024-02-12,Schleswig-Holstein,01,7809494,2357502,532,2327570,478,2061851,778438,301199,55069,80.7,60.6,30.8,94.3,87.8,85.1,92.3,79.7,57.6,29.8,88.7,87.0,84.4,91.4,70.6,48.7,80.9,74.9,91.3,26.6,1.8,31.7,12.3,65.2
2024-02-12,Hamburg,02,4808124,1608866,54,1566070,30,1246269,319597,111639,18265,86.8,52.4,29.8,80.1,97.2,96.7,98.2,84.5,47.0,24.3,75.4,95.2,94.1,97.8,67.2,29.5,79.1,73.4,93.1,17.2,1.6,20.6,9.3,48.9
2024-02-12,Niedersachsen,03,19974965,6412310,230,6231201,166,5394831,1621116,524771,69327,79.9,52.7,27.0,81.8,88.4,85.6,93.4,77.6,48.6,24.2,76.3,86.3,83.6,91.2,67.2,40.0,78.0,72.2,88.6,20.2,1.4,24.2,8.8,51.7
2024-02-12,Bremen,04,1867730,622525,7,597473,NA,457520,153876,45414,6239,92.0,48.6,23.0,78.6,103.7,105.9,99.3,88.3,43.9,19.6,72.7,99.9,100.7,98.4,67.6,29.0,79.4,73.1,91.9,22.7,0.9,27.3,12.7,56.5
2024-02-12,Nordrhein-Westfalen,05,45180476,14673758,800,14253057,449,11855449,3471813,1075136,370141,81.9,51.2,28.1,81.2,91.1,89.9,93.4,79.5,48.2,24.5,75.8,88.7,86.9,92.1,66.1,36.2,77.2,71.0,88.7,19.4,1.3,23.2,8.9,50.3
2024-02-12,Hessen,06,14766996,4973093,174,4773282,53,3858390,1000409,282591,41580,79.0,48.5,24.1,76.0,88.1,86.3,91.6,75.8,43.3,21.0,68.7,85.0,82.9,89.2,61.3,31.6,71.7,65.2,84.2,15.9,1.2,19.0,7.8,41.0
2024-02-12,Rheinland-Pfalz,07,9803718,3249529,70,3107516,36,2620628,709567,207306,27481,79.1,48.3,23.7,76.7,88.0,84.8,93.6,75.7,44.2,21.5,70.7,84.4,81.3,89.8,63.8,34.1,74.2,67.7,85.5,17.3,1.2,20.6,7.2,44.1
2024-02-12,Baden-Württemberg,08,25222236,8436172,389,8295967,291,6845468,1458176,403558,50630,75.8,43.9,19.6,71.4,85.0,82.7,89.7,74.6,40.6,17.3,67.1,84.0,81.5,89.0,61.5,31.0,72.1,65.7,84.6,13.1,1.1,15.7,5.8,35.3
2024-02-12,Bayern,09,29586144,9921137,502,9903248,344,7818464,1715035,462828,55591,75.3,45.9,21.2,74.9,83.9,81.7,88.2,75.2,43.1,19.5,70.7,84.1,82.1,88.2,59.3,28.0,69.4,62.4,83.3,13.0,0.9,15.6,5.6,35.4
