Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_voll,Impfungen_gesamt_boost,Impfquote_gesamt_min1,Impfquote_05bis17_min1,Impfquote_05bis11_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_voll,Impfquote_05bis17_voll,Impfquote_05bis11_voll,Impfquote_12bis17_voll,Impfquote_18plus_voll,Impfquote_18bis59_voll,Impfquote_60plus_voll,Impfquote_gesamt_boost,Impfquote_12bis17_boost,Impfquote_18plus_boost,Impfquote_18bis59_boost,Impfquote_60plus_boost
2022-02-27,Deutschland,00,169839277,63441127,62694875,47308586,76.3,41.1,20.8,64.9,85.6,79.2,88.7,75.4,37.3,16.4,61.7,85.1,83.3,88.5,56.9,27.3,66.3,60.5,77.3
2022-02-27,Schleswig-Holstein,01,6477050,2335394,2332303,1943100,80.2,53.4,28.6,81.0,90.0,84.7,91.3,80.1,48.8,24.6,75.7,90.5,89.3,92.7,66.8,38.4,75.7,68.9,87.6
2022-02-27,Hamburg,02,4002348,1528195,1518324,1063781,82.5,43.9,26.4,65.9,93.1,89.0,90.7,82.0,39.3,20.0,63.6,93.2,94.2,90.7,57.4,24.8,67.6,63.8,77.0
2022-02-27,Niedersachsen,03,16906461,6256077,6164251,4918754,78.2,46.4,25.2,70.2,87.2,78.7,91.4,77.0,41.6,19.3,66.6,86.5,84.3,90.6,61.5,35.1,71.4,66.4,80.7
2022-02-27,Bremen,04,1594131,611695,601685,428878,89.9,42.8,21.3,68.1,101.8,100.1,97.1,88.5,38.9,16.5,65.3,100.6,102.8,96.2,63.1,24.1,74.0,68.3,85.6
2022-02-27,Nordrhein-Westfalen,05,38267122,14368875,14046705,10660548,80.2,46.7,26.0,70.4,89.7,82.9,92.0,78.4,42.0,20.2,67.0,88.2,86.6,91.1,59.5,30.5,69.5,63.7,80.6
2022-02-27,Hessen,06,12646280,4810063,4653656,3433894,76.4,41.8,21.9,64.9,85.9,80.2,88.7,73.9,36.5,16.4,59.9,83.7,82.1,86.7,54.6,27.1,63.8,58.9,73.6
2022-02-27,Rheinland-Pfalz,07,8395966,3165459,3054108,2343589,77.2,42.8,22.0,66.8,86.4,78.7,91.1,74.5,38.3,17.4,62.6,83.8,81.1,88.5,57.2,29.9,66.4,60.9,76.6
2022-02-27,Baden-Württemberg,08,22090352,8187901,8184224,6199014,73.7,38.6,18.4,61.6,83.2,77.0,87.5,73.7,35.2,14.5,58.8,83.7,82.0,87.1,55.8,28.2,65.3,60.5,75.2
2022-02-27,Bayern,09,26145318,9697662,9760956,7191136,73.8,41.3,20.3,65.9,82.7,77.0,86.6,74.3,38.4,16.7,63.7,83.7,82.2,86.6,54.7,24.3,64.0,58.0,76.3
2022-02-27,Saarland,10,2195428,809191,803935,631806,82.2,41.9,17.8,69.2,91.4,84.4,92.3,81.7,38.1,14.0,65.4,91.2,90.3,92.6,64.2,31.8,73.6,67.9,82.7
2022-02-27,Berlin,11,7633479,2834980,2804002,2124609,77.4,41.7,24.5,64.3,87.1,80.4,91.4,76.5,38.5,20.8,61.8,86.5,84.3,91.7,58.0,27.7,67.9,61.8,82.2
2022-02-27,Brandenburg,12,4643079,1751891,1735165,1268823,69.2,28.6,10.0,51.4,78.0,68.2,82.2,68.6,25.7,7.2,48.4,78.0,73.8,84.2,50.1,17.1,58.6,50.8,70.3
2022-02-27,Mecklenburg-Vorpommern,13,3201223,1193179,1188746,885161,74.1,30.3,9.7,55.5,83.4,75.8,87.3,73.8,26.4,6.2,51.2,83.6,80.3,88.5,55.0,18.3,63.8,54.5,77.3
2022-02-27,Sachsen,14,7010519,2642368,2594166,1875429,65.1,23.0,7.0,43.3,74.2,66.2,80.9,63.9,21.0,5.1,41.2,73.2,67.0,82.4,46.2,13.4,54.2,44.8,68.0
2022-02-27,Sachsen-Anhalt,15,4175804,1564093,1581311,1138311,71.7,27.0,7.7,50.4,80.8,71.8,84.6,72.5,24.0,5.4,46.6,82.1,77.7,88.2,52.2,15.0,60.4,49.8,75.3
2022-02-27,Thüringen,16,3926773,1482398,1476775,1061939,69.9,28.3,10.5,50.2,78.8,70.5,84.2,69.7,26.6,8.9,48.6,78.7,73.7,85.9,50.1,16.8,58.1,48.2,72.4
2022-02-27,Bundesressorts,17,527944,201706,194563,139814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
