Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_05bis11_min1,Impfungen_gesamt_voll,Impfungen_gesamt_boost,Impfquote_gesamt_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_voll,Impfquote_12bis17_voll,Impfquote_18plus_voll,Impfquote_18bis59_voll,Impfquote_60plus_voll,Impfquote_gesamt_boost,Impfquote_12bis17_boost,Impfquote_18plus_boost,Impfquote_18bis59_boost,Impfquote_60plus_boost
2022-01-16,Deutschland,00,158497879,62423260,721989,60474763,39189121,75.1,62.0,84.9,78.2,88.4,72.7,56.5,83.1,80.7,87.7,47.1,13.3,55.6,48.2,69.6
2022-01-16,Schleswig-Holstein,01,5937782,2293801,28660,2247507,1530004,78.8,77.1,89.5,84.0,91.1,77.2,69.5,88.8,86.9,92.0,52.6,13.6,61.9,52.9,77.6
2022-01-16,Hamburg,02,3641609,1488225,20258,1447508,813053,80.3,61.8,91.5,87.2,89.7,78.1,58.1,90.2,90.7,88.8,43.9,10.4,52.2,46.9,65.4
2022-01-16,Niedersachsen,03,15768596,6142780,71749,5935408,4121961,76.8,67.4,86.5,77.8,91.2,74.2,61.8,84.5,81.6,89.9,51.5,15.9,60.8,53.9,73.3
2022-01-16,Bremen,04,1488455,601515,5683,579809,354972,88.4,64.8,100.8,98.8,96.8,85.2,59.6,98.0,99.3,95.4,52.2,10.3,61.8,54.0,77.8
2022-01-16,Nordrhein-Westfalen,05,35807381,14155281,206024,13576246,8882199,79.0,67.7,89.0,82.1,91.7,75.7,62.4,86.4,84.3,90.4,49.6,14.5,58.6,50.8,73.7
2022-01-16,Hessen,06,11711981,4723306,52846,4491024,2748583,75.1,61.6,85.1,79.2,88.5,71.4,54.7,81.9,79.8,86.1,43.7,10.7,51.8,45.0,65.5
2022-01-16,Rheinland-Pfalz,07,7880416,3114198,33524,2950245,1982468,76.0,63.9,85.7,77.8,90.9,72.0,57.3,82.0,78.8,87.9,48.4,13.8,56.9,49.7,70.1
2022-01-16,Baden-Württemberg,08,20806230,8067800,89116,7896432,5319443,72.7,59.0,82.5,76.1,87.2,71.1,53.2,81.7,79.4,86.3,47.9,17.7,56.5,50.7,68.3
2022-01-16,Bayern,09,24450049,9551061,118820,9413585,5988435,72.7,63.3,82.0,76.0,86.3,71.6,58.2,81.7,79.7,85.8,45.6,12.3,53.8,46.2,69.4
2022-01-16,Saarland,10,2077615,798688,6878,776485,551529,81.2,66.2,90.6,83.4,92.1,78.9,59.7,89.0,87.2,91.8,56.1,18.8,64.7,57.2,76.9
2022-01-16,Berlin,11,7109345,2791324,45096,2697988,1747161,76.2,61.3,86.2,79.5,91.1,73.6,56.7,84.3,81.6,90.5,47.7,15.4,56.3,48.3,75.0
2022-01-16,Brandenburg,12,4317866,1724694,10353,1674686,1030807,68.1,48.1,77.2,67.1,81.9,66.2,43.4,75.8,70.8,83.3,40.7,7.9,47.9,39.3,61.0
2022-01-16,Mecklenburg-Vorpommern,13,2975931,1174812,5345,1148600,718155,72.9,51.6,82.6,74.7,87.1,71.3,45.2,81.4,77.2,87.6,44.6,7.8,52.2,41.6,67.6
2022-01-16,Sachsen,14,6522917,2599470,11881,2507182,1517347,64.1,40.6,73.3,65.0,80.5,61.8,36.4,71.2,64.3,81.4,37.4,5.9,44.1,34.5,58.4
2022-01-16,Sachsen-Anhalt,15,3834472,1536417,5560,1518180,887552,70.5,46.2,79.7,70.3,84.2,69.6,40.4,79.3,73.8,87.0,40.7,6.3,47.4,36.0,63.4
2022-01-16,Thüringen,16,3667407,1459214,10177,1422180,879858,68.8,46.8,77.9,69.3,83.8,67.1,42.9,76.4,70.5,84.8,41.5,9.0,48.5,38.3,63.0
2022-01-16,Bundesressorts,17,499827,200674,19,191698,115594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
