Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_voll,Impfungen_gesamt_boost,Impfquote_gesamt_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_voll,Impfquote_12bis17_voll,Impfquote_18plus_voll,Impfquote_18bis59_voll,Impfquote_60plus_voll,Impfquote_gesamt_boost,Impfquote_12bis17_boost,Impfquote_18plus_boost,Impfquote_18bis59_boost,Impfquote_60plus_boost
2021-12-13,Deutschland,00,135406073,60462369,57939197,20541443,72.7,56.6,83.5,76.4,87.8,69.7,48.8,80.4,77.0,86.6,24.7,2.8,29.4,21.4,44.5
2021-12-13,Schleswig-Holstein,01,5008171,2229028,2158746,753511,76.6,70.1,88.5,82.7,90.7,74.2,62.3,86.1,83.4,91.0,25.9,1.2,30.8,20.7,48.7
2021-12-13,Hamburg,02,3117452,1444501,1400264,377439,78.0,57.5,90.3,85.7,89.2,75.6,51.8,87.8,87.8,87.8,20.4,2.7,24.4,18.2,39.8
2021-12-13,Niedersachsen,03,13267003,5972934,5708575,2013252,74.6,63.0,85.3,76.2,90.7,71.3,55.1,81.9,78.1,89.0,25.2,3.3,30.0,22.7,43.3
2021-12-13,Bremen,04,1248890,578097,553119,164294,85.0,58.5,98.1,95.3,95.6,81.3,53.2,94.0,94.1,93.9,24.2,1.1,28.9,19.3,48.2
2021-12-13,Nordrhein-Westfalen,05,30779657,13716213,13057621,4801994,76.5,62.9,87.8,80.5,91.3,72.8,55.6,83.8,80.9,89.4,26.8,2.9,32.0,23.6,48.4
2021-12-13,Hessen,06,9999516,4566297,4317549,1361953,72.6,56.3,83.5,77.1,87.9,68.6,48.4,79.3,76.3,85.2,21.6,2.7,25.8,18.9,39.7
2021-12-13,Rheinland-Pfalz,07,6721382,3024397,2829759,1031133,73.8,58.9,84.4,76.1,90.3,69.0,49.3,79.4,75.2,86.9,25.2,3.2,29.9,21.7,44.7
2021-12-13,Baden-Württemberg,08,17584172,7781071,7527319,2742831,70.1,52.7,80.8,74.0,86.5,67.8,44.7,78.6,75.5,85.1,24.7,3.1,29.5,22.4,44.1
2021-12-13,Bayern,09,21021815,9238741,8953990,3325729,70.3,57.5,80.6,74.3,85.7,68.1,48.2,78.6,75.7,84.5,25.3,2.7,30.2,21.8,47.1
2021-12-13,Saarland,10,1765366,776660,747019,289968,78.9,60.3,89.2,81.5,91.6,75.9,51.9,86.1,83.2,90.8,29.5,4.2,34.4,24.8,49.8
2021-12-13,Berlin,11,6168704,2707563,2616100,969467,73.9,57.2,85.2,78.4,90.7,71.4,49.7,82.7,79.6,90.0,26.5,2.9,31.6,21.6,54.9
2021-12-13,Brandenburg,12,3684983,1673371,1596340,525869,66.1,43.0,75.6,64.9,81.2,63.1,35.9,72.8,66.6,82.1,20.8,2.1,24.6,16.9,36.1
2021-12-13,Mecklenburg-Vorpommern,13,2535997,1142875,1094042,364000,71.0,45.4,81.1,72.5,86.5,67.9,35.8,78.1,72.4,86.3,22.6,2.5,26.5,17.5,39.7
2021-12-13,Sachsen,14,5604048,2510629,2393254,800000,61.9,35.5,71.4,62.4,79.6,59.0,30.7,68.3,60.5,80.0,19.7,2.4,23.3,15.3,35.2
2021-12-13,Sachsen-Anhalt,15,3324058,1496321,1443190,491313,68.6,40.8,78.2,68.1,83.7,66.2,32.9,75.8,68.8,85.6,22.5,2.4,26.3,17.0,39.3
2021-12-13,Thüringen,16,3143779,1406310,1353949,475211,66.3,40.9,75.9,66.7,82.8,63.9,35.6,73.3,66.2,83.4,22.4,1.6,26.4,17.2,39.5
2021-12-13,Bundesressorts,17,431080,197361,188361,53479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
