Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_voll,Impfungen_gesamt_boost,Impfquote_gesamt_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_voll,Impfquote_12bis17_voll,Impfquote_18plus_voll,Impfquote_18bis59_voll,Impfquote_60plus_voll,Impfquote_gesamt_boost,Impfquote_12bis17_boost,Impfquote_18plus_boost,Impfquote_18bis59_boost,Impfquote_60plus_boost
2021-12-16,Deutschland,00,139677334,60786500,58297370,24145689,73.1,58.6,83.8,76.8,88.0,70.1,49.9,80.8,77.6,86.8,29.0,3.3,34.6,25.9,50.9
2021-12-16,Schleswig-Holstein,01,5196860,2240021,2173311,916816,77.0,72.3,88.8,83.1,90.8,74.7,63.6,86.6,84.1,91.2,31.5,1.7,37.5,26.6,56.7
2021-12-16,Hamburg,02,3195808,1450047,1406940,444073,78.3,59.7,90.5,85.9,89.3,75.9,53.0,88.2,88.2,88.0,24.0,3.0,28.7,22.1,45.3
2021-12-16,Niedersachsen,03,13732911,6002084,5742975,2417115,75.0,64.8,85.6,76.6,90.9,71.8,56.2,82.3,78.6,89.2,30.2,3.9,36.0,28.1,50.5
2021-12-16,Bremen,04,1281751,582572,556325,189798,85.7,60.6,98.7,96.1,96.0,81.8,54.0,94.5,94.7,94.2,27.9,1.4,33.3,23.3,53.6
2021-12-16,Nordrhein-Westfalen,05,31822612,13782442,13130610,5708721,76.9,64.9,88.1,80.9,91.4,73.3,56.7,84.3,81.5,89.6,31.8,3.5,38.1,28.8,55.9
2021-12-16,Hessen,06,10295861,4588729,4341661,1612906,72.9,57.9,83.8,77.5,88.0,69.0,49.4,79.7,76.8,85.3,25.6,3.1,30.6,23.1,45.7
2021-12-16,Rheinland-Pfalz,07,6924679,3037949,2844354,1207134,74.1,60.5,84.7,76.5,90.5,69.4,50.3,79.7,75.7,87.1,29.5,3.6,35.0,26.1,51.1
2021-12-16,Baden-Württemberg,08,18122335,7826296,7578032,3187887,70.5,54.2,81.2,74.4,86.7,68.3,45.7,79.1,76.1,85.3,28.7,3.7,34.3,26.7,49.8
2021-12-16,Bayern,09,21635644,9293896,9018100,3822627,70.7,59.9,80.9,74.7,85.9,68.6,49.6,79.1,76.3,84.7,29.1,3.1,34.7,25.6,53.1
2021-12-16,Saarland,10,1817198,779879,750597,335192,79.3,62.1,89.4,81.8,91.7,76.3,52.9,86.5,83.7,90.9,34.1,4.6,39.7,29.7,55.9
2021-12-16,Berlin,11,6333900,2722849,2633169,1102922,74.3,60.0,85.6,78.8,90.8,71.9,50.9,83.2,80.2,90.2,30.1,3.4,35.9,25.7,59.9
2021-12-16,Brandenburg,12,3807208,1684399,1607232,626767,66.5,44.7,76.0,65.4,81.4,63.5,37.0,73.2,67.2,82.3,24.8,2.5,29.3,20.7,42.3
2021-12-16,Mecklenburg-Vorpommern,13,2616294,1150177,1101359,429925,71.4,47.2,81.5,73.0,86.7,68.4,37.0,78.5,73.0,86.6,26.7,2.9,31.3,21.2,46.1
2021-12-16,Sachsen,14,5776959,2526244,2407704,943189,62.3,36.6,71.7,62.9,79.8,59.3,31.4,68.7,60.9,80.2,23.2,2.7,27.5,18.6,40.6
2021-12-16,Sachsen-Anhalt,15,3422683,1503365,1452965,573387,68.9,42.0,78.5,68.6,83.8,66.6,33.8,76.3,69.4,85.8,26.3,2.8,30.7,20.2,45.3
2021-12-16,Thüringen,16,3242042,1417283,1363149,553675,66.8,43.0,76.4,67.3,83.1,64.3,36.6,73.7,66.9,83.6,26.1,1.9,30.7,20.7,45.1
2021-12-16,Bundesressorts,17,452589,198268,188887,73555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
