Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_voll,Impfungen_gesamt_boost,Impfquote_gesamt_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_voll,Impfquote_12bis17_voll,Impfquote_18plus_voll,Impfquote_18bis59_voll,Impfquote_60plus_voll,Impfquote_gesamt_boost,Impfquote_12bis17_boost,Impfquote_18plus_boost,Impfquote_18bis59_boost,Impfquote_60plus_boost
2021-12-12,Deutschland,00,134541383,60398417,57879290,19796001,72.6,56.4,83.4,76.3,87.8,69.6,48.7,80.3,76.9,86.6,23.8,2.7,28.2,20.2,43.3
2021-12-12,Schleswig-Holstein,01,4990412,2227930,2157929,737654,76.5,69.8,88.5,82.7,90.7,74.1,62.2,86.1,83.4,90.9,25.3,1.1,30.1,20.0,47.8
2021-12-12,Hamburg,02,3101359,1443281,1398868,363700,77.9,57.3,90.2,85.6,89.2,75.5,51.6,87.7,87.7,87.8,19.6,2.6,23.4,17.3,38.6
2021-12-12,Niedersachsen,03,13161508,5967562,5702576,1918440,74.6,62.7,85.3,76.2,90.7,71.3,55.0,81.8,77.9,88.9,24.0,3.1,28.4,21.1,41.8
2021-12-12,Bremen,04,1239878,577149,552450,156809,84.9,58.3,97.9,95.1,95.5,81.2,53.0,93.9,93.9,93.9,23.1,1.0,27.5,18.0,47.0
2021-12-12,Nordrhein-Westfalen,05,30626355,13706095,13047095,4668442,76.5,62.7,87.7,80.4,91.2,72.8,55.5,83.8,80.9,89.4,26.0,2.8,31.0,22.6,47.4
2021-12-12,Hessen,06,9924864,4559360,4312665,1298862,72.4,56.0,83.4,77.0,87.8,68.5,48.2,79.2,76.2,85.1,20.6,2.5,24.4,17.6,38.1
2021-12-12,Rheinland-Pfalz,07,6645683,3019589,2826243,963448,73.7,58.4,84.3,76.0,90.3,69.0,49.1,79.3,75.1,86.9,23.5,3.1,27.7,19.6,42.5
2021-12-12,Baden-Württemberg,08,17462929,7773500,7520179,2635759,70.0,52.4,80.7,73.9,86.4,67.7,44.5,78.5,75.4,85.0,23.7,2.9,28.1,20.9,42.6
2021-12-12,Bayern,09,20892291,9228970,8942733,3216672,70.2,57.1,80.5,74.2,85.7,68.1,48.0,78.5,75.5,84.4,24.5,2.6,29.1,20.9,45.9
2021-12-12,Saarland,10,1753111,775819,746344,279167,78.8,60.0,89.1,81.4,91.5,75.8,51.8,86.0,83.1,90.8,28.4,4.1,33.0,23.5,48.3
2021-12-12,Berlin,11,6129568,2702895,2611319,939388,73.8,56.8,85.1,78.2,90.6,71.3,49.4,82.6,79.4,89.9,25.6,2.8,30.4,20.4,53.8
2021-12-12,Brandenburg,12,3671550,1672007,1595302,514709,66.1,42.8,75.6,64.8,81.2,63.0,35.8,72.7,66.5,82.1,20.3,2.0,24.0,16.4,35.6
2021-12-12,Mecklenburg-Vorpommern,13,2519195,1141600,1092851,349618,70.9,45.1,81.0,72.4,86.5,67.8,35.5,78.0,72.3,86.3,21.7,2.4,25.5,16.6,38.4
2021-12-12,Sachsen,14,5566364,2506735,2390724,768683,61.8,35.3,71.3,62.3,79.6,58.9,30.6,68.3,60.4,79.9,18.9,2.3,22.4,14.5,34.0
2021-12-12,Sachsen-Anhalt,15,3301788,1494249,1441112,473067,68.5,40.6,78.1,68.0,83.6,66.1,32.7,75.7,68.7,85.5,21.7,2.3,25.3,16.2,38.0
2021-12-12,Thüringen,16,3127019,1404436,1352611,461482,66.2,40.7,75.8,66.6,82.8,63.8,35.5,73.2,66.1,83.3,21.8,1.5,25.6,16.5,38.6
2021-12-12,Bundesressorts,17,427509,197240,188289,50101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
