Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_05bis11_min1,Impfungen_gesamt_voll,Impfungen_gesamt_boost,Impfquote_gesamt_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_voll,Impfquote_12bis17_voll,Impfquote_18plus_voll,Impfquote_18bis59_voll,Impfquote_60plus_voll,Impfquote_gesamt_boost,Impfquote_12bis17_boost,Impfquote_18plus_boost,Impfquote_18bis59_boost,Impfquote_60plus_boost
2022-01-02,Deutschland,00,149673801,61704756,430043,59209560,32334699,74.2,59.9,84.4,77.6,88.3,71.2,52.7,81.9,79.1,87.2,38.9,6.1,46.2,37.8,62.0
2022-01-02,Schleswig-Holstein,01,5533739,2268924,15468,2199012,1199236,77.9,74.7,89.2,83.6,91.0,75.5,65.7,87.5,85.3,91.5,41.2,3.6,49.0,38.4,67.6
2022-01-02,Hamburg,02,3407503,1470477,10005,1426637,616807,79.4,60.3,91.1,86.7,89.6,77.0,55.2,89.3,89.6,88.4,33.3,4.8,39.8,33.3,56.0
2022-01-02,Niedersachsen,03,14861266,6076750,38190,5825954,3389445,75.9,65.7,86.1,77.3,91.0,72.8,58.6,83.4,80.1,89.5,42.3,7.3,50.3,42.7,64.4
2022-01-02,Bremen,04,1385421,593075,3645,565391,274294,87.2,62.0,99.9,97.5,96.5,83.1,56.0,96.0,96.6,94.7,40.3,2.6,48.1,38.4,67.8
2022-01-02,Nordrhein-Westfalen,05,33929044,13987305,121561,13306426,7438273,78.0,65.8,88.6,81.6,91.6,74.2,58.9,85.3,82.8,90.0,41.5,5.9,49.5,40.7,66.5
2022-01-02,Hessen,06,11031702,4661545,28243,4407618,2212267,74.1,59.3,84.6,78.5,88.3,70.0,51.6,80.7,78.3,85.7,35.2,5.5,41.9,34.1,57.5
2022-01-02,Rheinland-Pfalz,07,7429530,3076724,17809,2885337,1633042,75.1,61.8,85.2,77.2,90.7,70.4,53.0,80.7,77.0,87.4,39.8,5.8,47.3,38.8,62.7
2022-01-02,Baden-Württemberg,08,19721925,7975036,54623,7733352,4488423,71.8,56.8,82.0,75.5,87.0,69.7,49.2,80.5,77.9,85.8,40.4,9.2,48.1,41.0,62.4
2022-01-02,Bayern,09,23207500,9451778,78881,9203576,5054099,71.9,61.4,81.5,75.5,86.1,70.0,53.9,80.4,78.1,85.2,38.5,5.7,45.7,37.0,63.5
2022-01-02,Saarland,10,1953280,789568,3760,760887,451644,80.2,63.8,90.1,82.7,91.9,77.3,55.6,87.6,85.2,91.3,45.9,7.5,53.5,44.2,68.4
2022-01-02,Berlin,11,6690908,2759087,32260,2631063,1426857,75.3,59.3,85.7,78.9,90.9,71.8,53.1,82.9,79.9,90.0,38.9,7.0,46.3,37.0,68.0
2022-01-02,Brandenburg,12,4053339,1705917,6145,1632742,826663,67.4,46.1,76.7,66.3,81.7,64.5,39.3,74.3,68.7,82.7,32.7,4.1,38.6,29.9,51.8
2022-01-02,Mecklenburg-Vorpommern,13,2782581,1162103,2683,1121013,564906,72.1,49.2,82.0,73.8,86.9,69.6,40.2,79.8,74.8,87.0,35.1,4.2,41.2,30.6,56.6
2022-01-02,Sachsen,14,6147664,2565921,6524,2451910,1230596,63.2,38.5,72.6,64.0,80.2,60.4,33.5,69.9,62.6,80.7,30.3,3.8,35.9,26.5,49.7
2022-01-02,Sachsen-Anhalt,15,3623184,1520217,3182,1482190,728207,69.7,44.0,79.1,69.4,84.0,68.0,36.6,77.7,71.5,86.3,33.4,3.9,39.0,27.8,54.5
2022-01-02,Thüringen,16,3441844,1441409,7045,1386844,706965,68.0,44.3,77.2,68.4,83.5,65.4,39.0,74.9,68.5,84.1,33.3,2.6,39.2,29.0,53.8
2022-01-02,Bundesressorts,17,473371,198920,19,189608,92975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
