Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_voll,Impfungen_gesamt_boost,Impfquote_gesamt_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_voll,Impfquote_12bis17_voll,Impfquote_18plus_voll,Impfquote_18bis59_voll,Impfquote_60plus_voll
2021-09-20,Deutschland,00,105834276,55928510,52598618,394976,67.3,39.2,78.0,69.5,85.9,63.3,29.6,73.9,68.6,83.8
2021-09-20,Schleswig-Holstein,01,3976017,2096772,1977779,26081,72.0,53.8,83.7,76.4,89.1,67.9,40.6,79.5,74.7,87.9
2021-09-20,Hamburg,02,2474670,1310116,1238319,4117,70.7,36.8,82.8,76.6,87.1,66.8,27.0,78.8,76.5,84.6
2021-09-20,Niedersachsen,03,10444053,5597472,5226062,12037,69.9,46.8,80.8,70.4,89.4,65.3,35.1,76.0,70.3,86.5
2021-09-20,Bremen,04,999538,530608,502073,6495,78.0,42.3,90.7,85.6,93.5,73.8,31.5,86.4,84.0,91.3
2021-09-20,Nordrhein-Westfalen,05,24143438,12872727,11887150,105685,71.8,47.6,83.1,74.7,89.6,66.3,34.8,77.4,72.5,86.9
2021-09-20,Hessen,06,7966468,4216590,3932367,34845,67.0,39.6,77.9,70.1,85.9,62.5,28.9,73.2,68.5,82.7
2021-09-20,Rheinland-Pfalz,07,5286307,2821451,2594021,13093,68.8,40.4,79.7,70.0,88.8,63.3,28.0,73.9,67.9,84.6
2021-09-20,Baden-Württemberg,08,13716966,7172083,6870459,73312,64.6,35.9,75.3,67.2,84.6,61.9,29.3,72.5,67.7,82.5
2021-09-20,Bayern,09,16064816,8409980,8021507,48344,64.0,35.2,74.4,66.5,83.6,61.0,27.6,71.4,66.4,81.6
2021-09-20,Saarland,10,1373483,722758,687638,3854,73.5,41.5,83.8,74.3,90.1,69.9,30.3,80.3,75.1,88.7
2021-09-20,Berlin,11,4686813,2448178,2314682,27944,66.8,35.9,78.0,70.2,87.7,63.2,28.3,74.1,69.0,86.0
2021-09-20,Brandenburg,12,2894574,1536102,1448303,6183,60.7,26.3,70.2,58.3,78.9,57.2,19.0,66.9,59.0,78.7
2021-09-20,Mecklenburg-Vorpommern,13,1988731,1047107,993083,4232,65.0,25.8,75.2,64.5,84.6,61.7,18.4,71.7,63.8,83.2
2021-09-20,Sachsen,14,4419311,2316486,2186856,7111,57.1,23.3,66.4,56.1,77.3,53.9,17.3,63.1,53.8,76.9
2021-09-20,Sachsen-Anhalt,15,2591399,1366091,1308738,11532,62.6,23.7,72.2,59.7,81.8,60.0,16.7,69.5,60.3,82.3
2021-09-20,Thüringen,16,2439518,1271595,1225769,10031,60.0,25.1,69.3,57.9,80.2,57.8,20.8,67.0,57.8,80.2
2021-09-20,Bundesressorts,17,368174,192394,183812,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
