Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_voll,Impfungen_gesamt_boost,Impfquote_gesamt_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_voll,Impfquote_12bis17_voll,Impfquote_18plus_voll,Impfquote_18bis59_voll,Impfquote_60plus_voll,Impfquote_gesamt_boost,Impfquote_12bis17_boost,Impfquote_18plus_boost,Impfquote_18bis59_boost,Impfquote_60plus_boost
2021-11-05,Deutschland,00,113066234,57929292,55784754,2674527,69.7,47.2,80.4,72.5,86.8,67.1,42.7,77.7,73.5,85.4,3.2,0.3,3.8,1.6,8.1
2021-11-05,Schleswig-Holstein,01,4253314,2158816,2089292,135151,74.2,61.3,86.1,79.6,89.9,71.8,56.1,83.6,80.3,89.5,4.6,0.1,5.5,2.0,11.8
2021-11-05,Hamburg,02,2689605,1379805,1340313,59332,74.5,48.7,86.6,81.1,88.3,72.4,44.5,84.4,83.4,86.8,3.2,0.3,3.8,1.9,8.7
2021-11-05,Niedersachsen,03,11111681,5769378,5519471,236284,72.1,54.7,82.8,73.0,90.0,69.0,49.3,79.5,74.9,87.9,3.0,0.3,3.5,1.5,7.2
2021-11-05,Bremen,04,1077947,553313,535428,33416,81.4,52.1,94.1,90.2,94.3,78.7,47.4,91.3,90.6,92.7,4.9,0.2,5.9,2.8,12.0
2021-11-05,Nordrhein-Westfalen,05,25787765,13274249,12645597,631510,74.1,55.0,85.3,77.4,90.3,70.5,50.3,81.4,77.9,88.4,3.5,0.4,4.2,1.9,8.6
2021-11-05,Hessen,06,8500505,4369689,4168795,194427,69.4,47.5,80.3,73.1,86.8,66.2,42.5,76.8,73.1,84.2,3.1,0.3,3.7,1.5,8.2
2021-11-05,Rheinland-Pfalz,07,5643890,2918102,2744625,136225,71.2,49.8,81.9,72.9,89.5,67.0,43.2,77.3,72.5,86.1,3.3,0.4,3.9,1.5,8.5
2021-11-05,Baden-Württemberg,08,14552742,7423326,7236427,323328,66.9,42.9,77.5,70.0,85.4,65.2,39.3,75.8,71.9,83.9,2.9,0.2,3.5,1.2,8.1
2021-11-05,Bayern,09,17226461,8764346,8536645,382349,66.7,44.0,77.1,69.9,84.5,65.0,39.9,75.3,71.4,83.1,2.9,0.3,3.5,1.6,7.3
2021-11-05,Saarland,10,1457605,746904,724024,31199,75.9,51.0,86.2,77.5,90.7,73.6,45.7,83.7,79.9,90.0,3.2,0.3,3.7,1.2,7.8
2021-11-05,Berlin,11,5101072,2551911,2468812,194428,69.6,44.9,80.8,73.3,89.1,67.4,41.5,78.4,74.2,88.1,5.3,0.4,6.3,1.5,17.7
2021-11-05,Brandenburg,12,3092770,1597867,1542222,56524,63.1,34.4,72.6,61.0,80.2,60.9,30.7,70.6,63.7,81.0,2.2,0.2,2.6,1.4,4.6
2021-11-05,Mecklenburg-Vorpommern,13,2122138,1086471,1054394,42562,67.5,34.3,77.6,67.6,85.5,65.5,29.4,75.5,68.9,85.1,2.6,0.1,3.1,1.4,5.7
2021-11-05,Sachsen,14,4704558,2402490,2316206,82422,59.2,29.2,68.6,58.8,78.3,57.1,26.4,66.3,57.9,78.8,2.0,0.2,2.4,0.7,4.9
2021-11-05,Sachsen-Anhalt,15,2756354,1415998,1383372,58231,64.9,31.4,74.4,62.7,82.6,63.4,27.1,72.9,64.9,84.1,2.7,0.3,3.1,1.3,5.7
2021-11-05,Thüringen,16,2615552,1322911,1293348,76246,62.4,32.7,71.7,61.1,81.1,61.0,29.1,70.3,62.1,82.0,3.6,0.2,4.2,1.6,8.0
2021-11-05,Bundesressorts,17,372275,193716,185783,893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
