Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_05bis11_min1,Impfungen_gesamt_voll,Impfungen_gesamt_boost,Impfquote_gesamt_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_voll,Impfquote_12bis17_voll,Impfquote_18plus_voll,Impfquote_18bis59_voll,Impfquote_60plus_voll,Impfquote_gesamt_boost,Impfquote_12bis17_boost,Impfquote_18plus_boost,Impfquote_18bis59_boost,Impfquote_60plus_boost
2022-01-14,Deutschland,00,157883798,62350942,676696,60382284,38739106,75.0,61.8,84.9,78.2,88.4,72.6,56.2,83.1,80.6,87.7,46.6,12.3,55.0,47.4,69.3
2022-01-14,Schleswig-Holstein,01,5891082,2290278,26392,2243069,1491263,78.7,76.8,89.5,84.0,91.1,77.1,69.2,88.7,86.8,92.0,51.2,11.0,60.4,51.1,77.0
2022-01-14,Hamburg,02,3622024,1486527,19137,1445447,797167,80.2,61.7,91.5,87.1,89.7,78.0,57.9,90.2,90.7,88.8,43.0,8.9,51.2,45.8,65.0
2022-01-14,Niedersachsen,03,15726718,6135994,66279,5929889,4092347,76.7,67.3,86.5,77.7,91.2,74.1,61.7,84.5,81.5,89.9,51.1,15.1,60.4,53.5,73.0
2022-01-14,Bremen,04,1481250,600794,5329,578716,349576,88.3,64.5,100.8,98.7,96.8,85.1,59.2,97.8,99.1,95.3,51.4,8.2,61.0,53.0,77.4
2022-01-14,Nordrhein-Westfalen,05,35688853,14139804,194804,13557426,8797716,78.9,67.6,89.0,82.1,91.7,75.6,62.2,86.3,84.2,90.4,49.1,13.6,58.1,50.1,73.5
2022-01-14,Hessen,06,11660827,4717365,49425,4484943,2709408,75.0,61.4,85.1,79.2,88.5,71.3,54.5,81.8,79.7,86.1,43.1,9.6,51.1,44.1,65.1
2022-01-14,Rheinland-Pfalz,07,7861930,3112069,32313,2947147,1969206,75.9,63.7,85.7,77.8,90.9,71.9,57.2,82.0,78.8,87.9,48.0,13.1,56.6,49.3,69.8
2022-01-14,Baden-Württemberg,08,20699854,8053517,80055,7877088,5246558,72.5,58.7,82.4,76.1,87.2,70.9,52.8,81.6,79.3,86.3,47.3,16.3,55.8,49.8,68.0
2022-01-14,Bayern,09,24360632,9539610,111961,9397639,5926368,72.6,63.1,81.9,76.0,86.3,71.5,57.9,81.6,79.6,85.8,45.1,11.3,53.3,45.6,69.1
2022-01-14,Saarland,10,2070529,797911,6490,775479,546200,81.1,66.1,90.6,83.4,92.1,78.8,59.4,88.9,87.1,91.8,55.5,17.7,64.2,56.4,76.6
2022-01-14,Berlin,11,7062161,2787120,42481,2691466,1710696,76.1,61.0,86.2,79.5,91.1,73.5,56.4,84.2,81.5,90.5,46.7,13.3,55.2,47.0,74.6
2022-01-14,Brandenburg,12,4306163,1723732,10045,1672893,1021845,68.1,48.0,77.2,67.0,81.9,66.1,43.3,75.8,70.8,83.3,40.4,7.3,47.6,38.8,60.7
2022-01-14,Mecklenburg-Vorpommern,13,2971662,1174300,5026,1148102,714896,72.9,51.5,82.6,74.7,87.1,71.3,45.0,81.4,77.1,87.6,44.4,7.5,51.9,41.4,67.4
2022-01-14,Sachsen,14,6504421,2597239,11420,2504916,1503336,64.0,40.4,73.3,64.9,80.5,61.7,36.3,71.2,64.3,81.4,37.1,5.7,43.7,34.1,58.1
2022-01-14,Sachsen-Anhalt,15,3820803,1535471,5424,1515149,877853,70.4,46.0,79.7,70.3,84.2,69.5,40.0,79.2,73.6,86.9,40.3,5.9,46.9,35.3,63.1
2022-01-14,Thüringen,16,3655213,1458534,10096,1421228,869220,68.8,46.7,77.9,69.3,83.8,67.0,42.8,76.3,70.5,84.8,41.0,8.1,47.9,37.7,62.6
2022-01-14,Bundesressorts,17,499676,200677,19,191687,115451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
