Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_voll,Impfungen_gesamt_boost,Impfquote_gesamt_min1,Impfquote_05bis17_min1,Impfquote_05bis11_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_voll,Impfquote_05bis17_voll,Impfquote_05bis11_voll,Impfquote_12bis17_voll,Impfquote_18plus_voll,Impfquote_18bis59_voll,Impfquote_60plus_voll,Impfquote_gesamt_boost,Impfquote_12bis17_boost,Impfquote_18plus_boost,Impfquote_18bis59_boost,Impfquote_60plus_boost
2022-03-28,Deutschland,00,171876955,63659707,63131985,48694873,76.6,41.8,21.7,65.4,85.9,79.4,88.8,75.9,38.9,18.6,62.8,85.5,83.8,88.7,58.6,29.5,68.1,62.4,78.7
2022-03-28,Schleswig-Holstein,01,6645862,2342290,2348866,2088486,80.5,54.3,29.8,81.5,90.2,84.9,91.4,80.7,51.3,28.0,77.3,90.9,89.7,92.9,71.7,42.2,77.9,71.3,89.5
2022-03-28,Hamburg,02,4074521,1539408,1537189,1106358,83.1,44.9,27.2,67.1,93.7,89.6,91.2,83.0,41.5,22.5,65.4,94.1,95.2,91.4,59.7,27.1,70.2,66.6,79.2
2022-03-28,Niedersachsen,03,17116966,6279320,6211100,5059324,78.5,47.2,26.4,70.6,87.4,78.9,91.5,77.6,43.9,22.6,67.7,86.9,84.8,90.7,63.2,37.8,73.3,68.5,82.1
2022-03-28,Bremen,04,1610809,614247,606103,438701,90.3,43.5,22.1,68.7,102.2,100.6,97.2,89.1,40.7,18.7,66.5,101.1,103.4,96.4,64.5,26.1,75.6,70.1,86.8
2022-03-28,Nordrhein-Westfalen,05,38717703,14416065,14139603,10971883,80.4,47.6,27.2,70.9,89.8,83.2,92.1,78.9,43.9,22.8,68.0,88.5,87.1,91.3,61.2,33.1,71.4,65.8,82.1
2022-03-28,Hessen,06,12814030,4829913,4691562,3544482,76.7,42.6,22.9,65.5,86.1,80.5,88.9,74.6,38.6,19.2,61.0,84.1,82.7,86.9,56.3,29.6,65.7,61.0,75.2
2022-03-28,Rheinland-Pfalz,07,8497687,3179064,3079255,2406704,77.6,43.6,23.1,67.3,86.7,79.0,91.3,75.1,40.5,20.4,63.7,84.2,81.7,88.7,58.7,32.3,68.1,62.8,77.8
2022-03-28,Baden-Württemberg,08,22279222,8211395,8229952,6319459,74.0,39.0,18.9,61.9,83.4,77.2,87.6,74.1,36.4,15.9,59.7,84.0,82.4,87.3,56.9,29.7,66.5,61.8,76.1
2022-03-28,Bayern,09,26400593,9725491,9819330,7360658,74.0,41.8,20.9,66.3,82.9,77.2,86.7,74.7,39.7,18.4,64.7,84.0,82.7,86.7,56.0,26.1,65.4,59.6,77.3
2022-03-28,Saarland,10,2218630,811367,809138,647652,82.5,42.4,18.3,69.6,91.6,84.7,92.4,82.2,39.6,15.9,66.5,91.6,90.9,92.8,65.8,33.9,75.3,70.0,83.9
2022-03-28,Berlin,11,7713384,2845093,2821446,2177200,77.6,42.3,25.1,64.8,87.3,80.7,91.5,77.0,39.8,22.4,62.8,86.9,84.8,91.9,59.4,29.4,69.5,63.6,83.4
2022-03-28,Brandenburg,12,4697442,1756830,1746218,1307261,69.4,29.1,10.5,51.9,78.2,68.4,82.2,69.0,26.8,8.3,49.6,78.3,74.3,84.4,51.6,18.9,60.3,52.6,71.8
2022-03-28,Mecklenburg-Vorpommern,13,3240901,1197342,1197654,911830,74.3,30.8,10.2,56.0,83.7,76.2,87.4,74.4,27.8,7.5,52.6,84.1,81.0,88.7,56.6,20.4,65.6,56.6,78.8
2022-03-28,Sachsen,14,7107723,2652140,2615639,1941437,65.4,23.5,7.4,43.8,74.4,66.5,81.0,64.5,22.2,6.2,42.4,73.7,67.6,82.7,47.9,14.8,56.0,46.6,70.0
2022-03-28,Sachsen-Anhalt,15,4235333,1569339,1595111,1178854,72.0,27.6,8.3,51.0,81.0,72.1,84.7,73.1,25.5,6.8,48.4,82.7,78.5,88.4,54.1,17.0,62.5,52.1,77.1
2022-03-28,Thüringen,16,3975366,1488399,1488867,1092616,70.2,28.9,11.1,50.9,79.1,70.9,84.3,70.2,28.0,10.1,50.1,79.2,74.3,86.2,51.5,18.5,59.7,49.8,74.0
2022-03-28,Bundesressorts,17,530783,202004,194952,141968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
