Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_05bis11_min1,Impfungen_gesamt_voll,Impfungen_gesamt_boost,Impfquote_gesamt_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_voll,Impfquote_12bis17_voll,Impfquote_18plus_voll,Impfquote_18bis59_voll,Impfquote_60plus_voll,Impfquote_gesamt_boost,Impfquote_12bis17_boost,Impfquote_18plus_boost,Impfquote_18bis59_boost,Impfquote_60plus_boost
2022-01-09,Deutschland,00,153899268,62047137,567984,59787106,35646885,74.6,60.9,84.6,77.9,88.3,71.9,54.5,82.5,79.9,87.5,42.9,9.3,50.7,42.8,65.7
2022-01-09,Schleswig-Holstein,01,5728405,2280729,21661,2223982,1357161,78.4,75.8,89.4,83.8,91.0,76.4,67.6,88.2,86.1,91.8,46.6,7.2,55.2,45.3,72.7
2022-01-09,Hamburg,02,3520708,1478811,14756,1436320,712480,79.8,61.0,91.3,86.9,89.6,77.5,56.7,89.8,90.2,88.6,38.5,6.7,45.9,40.0,60.7
2022-01-09,Niedersachsen,03,15317266,6107952,53661,5875240,3765324,76.3,66.5,86.3,77.5,91.1,73.4,60.1,84.0,80.8,89.7,47.0,10.8,55.8,48.5,69.1
2022-01-09,Bremen,04,1439006,597535,4771,572534,316532,87.9,63.3,100.4,98.2,96.7,84.2,57.7,97.0,98.0,95.1,46.5,4.7,55.4,46.6,73.4
2022-01-09,Nordrhein-Westfalen,05,34801180,14065744,160924,13421042,8118539,78.5,66.7,88.8,81.8,91.7,74.9,60.7,85.8,83.5,90.2,45.3,9.9,53.8,45.4,70.1
2022-01-09,Hessen,06,11349259,4690207,39347,4444332,2464886,74.5,60.4,84.8,78.8,88.4,70.6,53.0,81.3,79.0,85.9,39.2,7.2,46.6,39.2,61.4
2022-01-09,Rheinland-Pfalz,07,7669739,3094747,24131,2917490,1823693,75.5,62.8,85.5,77.5,90.8,71.2,55.2,81.5,78.1,87.7,44.5,8.9,52.6,44.8,66.7
2022-01-09,Baden-Württemberg,08,20236152,8018309,70221,7801256,4892711,72.2,57.9,82.2,75.8,87.1,70.3,50.9,81.0,78.6,86.0,44.1,13.7,52.1,45.8,65.0
2022-01-09,Bayern,09,23757709,9498594,99920,9293480,5468076,72.3,62.4,81.7,75.7,86.2,70.7,56.0,81.0,78.8,85.5,41.6,8.9,49.3,41.1,65.9
2022-01-09,Saarland,10,2023357,794302,5367,769204,508824,80.7,65.0,90.4,83.1,92.0,78.2,57.7,88.4,86.4,91.6,51.7,13.6,59.9,51.5,73.5
2022-01-09,Berlin,11,6901800,2776123,38814,2666454,1585949,75.8,60.3,86.0,79.2,91.0,72.8,55.1,83.7,80.8,90.3,43.3,11.0,51.3,42.6,71.6
2022-01-09,Brandenburg,12,4183436,1715402,8490,1654308,925850,67.8,47.1,76.9,66.7,81.8,65.4,41.4,75.1,69.8,83.0,36.6,5.5,43.2,34.5,56.3
2022-01-09,Mecklenburg-Vorpommern,13,2881076,1168159,3623,1135893,642592,72.5,50.4,82.4,74.3,87.0,70.5,42.9,80.7,76.1,87.3,39.9,5.7,46.8,36.1,62.4
2022-01-09,Sachsen,14,6336631,2582788,9410,2481497,1373260,63.7,39.5,73.0,64.5,80.4,61.2,35.1,70.6,63.5,81.1,33.8,4.7,40.0,30.5,54.1
2022-01-09,Sachsen-Anhalt,15,3705783,1526955,4071,1496680,789689,70.0,44.9,79.4,69.8,84.1,68.6,38.0,78.3,72.5,86.6,36.2,4.7,42.2,31.0,57.9
2022-01-09,Thüringen,16,3562105,1450460,8798,1406910,798330,68.4,45.5,77.6,68.9,83.7,66.4,41.2,75.8,69.7,84.5,37.7,6.2,44.1,34.0,58.5
2022-01-09,Bundesressorts,17,485656,200320,19,190484,102989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
