Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_voll,Impfungen_gesamt_boost,Impfquote_gesamt_min1,Impfquote_05bis17_min1,Impfquote_05bis11_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_voll,Impfquote_05bis17_voll,Impfquote_05bis11_voll,Impfquote_12bis17_voll,Impfquote_18plus_voll,Impfquote_18bis59_voll,Impfquote_60plus_voll,Impfquote_gesamt_boost,Impfquote_12bis17_boost,Impfquote_18plus_boost,Impfquote_18bis59_boost,Impfquote_60plus_boost
2022-02-02,Deutschland,00,165779364,63091660,61692608,44595066,75.9,39.4,18.5,63.9,85.4,78.8,88.6,74.2,32.9,10.3,59.2,84.3,82.2,88.2,53.6,22.4,62.8,56.4,74.7
2022-02-02,Schleswig-Holstein,01,6269072,2321056,2290288,1791368,79.7,50.4,24.1,79.7,89.9,84.5,91.2,78.7,41.2,13.3,72.4,89.9,88.4,92.4,61.5,30.3,71.5,64.3,84.2
2022-02-02,Hamburg,02,3839342,1505671,1476216,965055,81.3,41.5,24.1,63.4,92.0,87.8,89.9,79.7,33.1,11.2,60.6,91.3,92.1,89.3,52.1,19.5,61.5,57.4,71.8
2022-02-02,Niedersachsen,03,16480324,6217309,6055577,4639665,77.7,44.1,21.7,69.2,86.9,78.3,91.3,75.7,35.7,10.2,64.4,85.7,83.2,90.3,58.0,28.5,67.7,62.0,78.1
2022-02-02,Bremen,04,1559246,607975,591807,407486,89.4,40.8,18.5,66.9,101.4,99.6,97.0,87.0,34.2,10.1,62.5,99.5,101.3,95.8,59.9,20.0,70.5,64.2,83.2
2022-02-02,Nordrhein-Westfalen,05,37370178,14293563,13841955,10042699,79.7,44.9,23.3,69.4,89.4,82.6,91.9,77.2,37.6,13.7,64.9,87.4,85.7,90.8,56.0,24.9,65.7,59.3,78.1
2022-02-02,Hessen,06,12348570,4786144,4580287,3233665,76.1,40.0,19.3,64.0,85.7,80.0,88.7,72.8,31.6,9.3,57.4,83.0,81.2,86.5,51.4,22.1,60.3,54.9,71.2
2022-02-02,Rheinland-Pfalz,07,8207420,3148657,3004848,2220621,76.8,40.9,19.4,65.9,86.2,78.4,91.0,73.3,33.3,10.2,60.1,83.0,80.2,88.3,54.2,24.7,63.2,57.0,74.4
2022-02-02,Baden-Württemberg,08,21654047,8147963,8058055,5927378,73.4,37.2,16.5,60.8,82.9,76.7,87.4,72.6,31.2,9.0,56.4,82.9,81.0,86.8,53.4,24.5,62.6,57.5,73.0
2022-02-02,Bayern,09,25548247,9649434,9609164,6793708,73.4,39.9,18.3,65.1,82.4,76.7,86.5,73.1,34.3,11.2,61.3,82.9,81.2,86.2,51.7,19.7,60.7,54.1,74.1
2022-02-02,Saarland,10,2152405,805782,791634,604261,81.9,40.5,16.0,68.3,91.1,84.1,92.2,80.5,33.6,8.1,62.6,90.3,89.1,92.3,61.4,26.8,70.6,64.2,80.8
2022-02-02,Berlin,11,7463160,2821757,2763520,2007689,77.0,40.3,22.8,63.4,86.8,80.1,91.3,75.4,34.5,15.5,59.5,85.8,83.3,91.4,54.8,24.0,64.3,57.7,79.8
2022-02-02,Brandenburg,12,4527815,1742703,1707737,1189901,68.9,27.3,8.6,50.2,77.8,67.8,82.1,67.5,23.0,4.5,45.9,77.1,72.6,83.8,47.0,13.9,55.1,47.0,67.3
2022-02-02,Mecklenburg-Vorpommern,13,3125290,1186991,1171157,832924,73.7,28.8,8.3,53.9,83.2,75.5,87.3,72.7,23.6,3.4,48.5,82.7,79.0,88.1,51.7,14.1,60.2,50.4,74.5
2022-02-02,Sachsen,14,6834247,2628052,2552464,1755036,64.8,22.1,6.1,42.3,73.9,65.8,80.8,62.9,19.0,3.3,38.8,72.2,65.7,82.0,43.3,10.2,50.8,41.4,64.9
2022-02-02,Sachsen-Anhalt,15,4047356,1553643,1552345,1049190,71.2,25.5,6.5,48.7,80.4,71.3,84.5,71.2,21.3,3.0,43.5,80.9,76.0,87.6,48.1,10.7,55.9,44.6,71.5
2022-02-02,Thüringen,16,3830542,1473627,1451906,999160,69.5,27.0,9.4,48.8,78.5,70.1,84.1,68.5,24.3,6.9,45.8,77.6,72.2,85.4,47.1,13.5,54.8,44.7,69.4
2022-02-02,Bundesressorts,17,522103,201333,193648,135260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
