Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_voll,Impfungen_gesamt_boost,Impfquote_gesamt_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_voll,Impfquote_12bis17_voll,Impfquote_18plus_voll,Impfquote_18bis59_voll,Impfquote_60plus_voll,Impfquote_gesamt_boost,Impfquote_12bis17_boost,Impfquote_18plus_boost,Impfquote_18bis59_boost,Impfquote_60plus_boost
2021-12-06,Deutschland,00,128435378,59931986,57436468,14570026,72.1,54.6,82.8,75.6,87.6,69.1,47.4,79.7,76.2,86.3,17.5,1.8,20.9,13.9,33.9
2021-12-06,Schleswig-Holstein,01,4770948,2211790,2144174,547650,76.0,67.8,88.0,82.0,90.5,73.7,61.0,85.6,82.8,90.7,18.8,0.7,22.4,13.4,38.4
2021-12-06,Hamburg,02,2999593,1434681,1390979,276976,77.4,55.7,89.7,85.0,89.0,75.1,50.6,87.3,87.1,87.7,15.0,2.0,17.9,12.5,31.3
2021-12-06,Niedersachsen,03,12535090,5931925,5667567,1359607,74.1,61.4,84.8,75.6,90.5,70.8,53.9,81.4,77.4,88.7,17.0,2.1,20.3,13.8,32.1
2021-12-06,Bremen,04,1192850,570768,548720,119525,83.9,56.9,96.9,93.8,95.2,80.7,52.0,93.3,93.2,93.6,17.6,0.7,21.0,12.4,38.4
2021-12-06,Nordrhein-Westfalen,05,29224748,13621626,12968227,3425305,76.0,61.2,87.3,79.9,91.0,72.3,54.4,83.3,80.3,89.2,19.1,1.9,22.8,15.6,36.9
2021-12-06,Hessen,06,9497692,4521348,4281841,938317,71.8,54.3,82.8,76.2,87.6,68.0,46.9,78.7,75.6,84.9,14.9,1.8,17.8,11.9,29.7
2021-12-06,Rheinland-Pfalz,07,6355211,3000929,2811919,704998,73.2,56.9,83.9,75.4,90.1,68.6,48.0,78.9,74.6,86.8,17.2,2.1,20.4,13.4,33.2
2021-12-06,Baden-Württemberg,08,16588251,7713055,7462973,1874326,69.5,50.6,80.2,73.3,86.2,67.2,43.5,78.0,74.7,84.8,16.9,1.9,20.2,13.9,33.1
2021-12-06,Bayern,09,19974777,9157188,8859633,2449877,69.7,55.0,80.0,73.6,85.5,67.4,45.9,77.9,74.7,84.2,18.6,1.9,22.2,15.2,36.5
2021-12-06,Saarland,10,1666704,770592,741792,202040,78.3,58.3,88.6,80.7,91.4,75.4,50.4,85.6,82.5,90.6,20.5,3.1,23.9,15.4,37.7
2021-12-06,Berlin,11,5843286,2665300,2557838,742431,72.7,54.0,84.0,76.9,90.2,69.8,47.6,80.9,77.4,89.1,20.3,2.1,24.2,14.9,46.0
2021-12-06,Brandenburg,12,3508427,1655444,1583654,378381,65.4,41.0,74.9,64.0,81.0,62.6,34.7,72.3,65.9,81.9,14.9,1.4,17.7,11.3,27.3
2021-12-06,Mecklenburg-Vorpommern,13,2413467,1132304,1085538,260151,70.3,43.0,80.4,71.6,86.3,67.4,34.4,77.5,71.6,86.1,16.2,1.5,19.0,11.7,29.6
2021-12-06,Sachsen,14,5323049,2483621,2374888,563740,61.2,34.1,70.6,61.5,79.2,58.5,29.7,67.8,59.9,79.7,13.9,1.6,16.4,10.0,26.0
2021-12-06,Sachsen-Anhalt,15,3145026,1477429,1428329,344998,67.8,38.7,77.3,66.9,83.4,65.5,31.6,75.1,67.8,85.2,15.8,1.8,18.5,11.2,28.6
2021-12-06,Thüringen,16,2993317,1387875,1340610,354541,65.5,39.1,75.0,65.5,82.4,63.2,34.1,72.6,65.3,83.1,16.7,0.9,19.7,11.7,31.1
2021-12-06,Bundesressorts,17,402942,196111,187786,27163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
