Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_voll,Impfungen_gesamt_boost,Impfquote_gesamt_min1,Impfquote_05bis17_min1,Impfquote_05bis11_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_voll,Impfquote_05bis17_voll,Impfquote_05bis11_voll,Impfquote_12bis17_voll,Impfquote_18plus_voll,Impfquote_18bis59_voll,Impfquote_60plus_voll,Impfquote_gesamt_boost,Impfquote_12bis17_boost,Impfquote_18plus_boost,Impfquote_18bis59_boost,Impfquote_60plus_boost
2022-04-01,Deutschland,00,172113530,63683890,63180030,48859560,76.6,41.9,21.7,65.4,85.9,79.5,88.9,76.0,39.1,18.7,62.9,85.6,83.9,88.8,58.8,29.8,68.3,62.6,78.9
2022-04-01,Schleswig-Holstein,01,6654549,2343050,2350555,2094725,80.5,54.4,30.0,81.6,90.2,84.9,91.4,80.8,51.5,28.4,77.4,90.9,89.7,92.9,72.0,42.6,78.1,71.5,89.7
2022-04-01,Hamburg,02,4082806,1540268,1538840,1112148,83.1,45.0,27.4,67.2,93.8,89.7,91.2,83.1,41.7,22.8,65.5,94.2,95.3,91.4,60.0,27.4,70.5,67.0,79.5
2022-04-01,Niedersachsen,03,17143217,6281749,6216882,5077402,78.5,47.3,26.5,70.7,87.4,79.0,91.5,77.7,44.1,22.9,67.8,86.9,84.8,90.8,63.4,38.2,73.6,68.8,82.3
2022-04-01,Bremen,04,1613486,614550,606708,440473,90.4,43.6,22.2,68.8,102.2,100.6,97.2,89.2,40.8,18.9,66.6,101.2,103.5,96.5,64.8,26.4,75.9,70.3,87.1
2022-04-01,Nordrhein-Westfalen,05,38768978,14422002,14149761,11007229,80.5,47.7,27.3,70.9,89.9,83.2,92.1,78.9,44.1,23.0,68.1,88.6,87.1,91.3,61.4,33.4,71.6,66.1,82.2
2022-04-01,Hessen,06,12838050,4832513,4696076,3561406,76.8,42.7,23.0,65.6,86.2,80.6,88.9,74.6,38.7,19.4,61.1,84.1,82.7,86.9,56.6,29.9,66.0,61.3,75.6
2022-04-01,Rheinland-Pfalz,07,8508454,3180099,3081481,2414216,77.6,43.6,23.1,67.4,86.7,79.1,91.3,75.2,40.6,20.5,63.8,84.3,81.8,88.8,58.9,32.5,68.3,63.0,78.0
2022-04-01,Baden-Württemberg,08,22302235,8213763,8234838,6335254,74.0,39.1,18.9,62.0,83.4,77.2,87.6,74.2,36.5,16.0,59.7,84.0,82.4,87.3,57.1,30.0,66.7,62.0,76.3
2022-04-01,Bayern,09,26431255,9728588,9825769,7381806,74.0,41.9,20.9,66.3,82.9,77.2,86.7,74.8,39.8,18.5,64.8,84.1,82.7,86.7,56.2,26.4,65.6,59.8,77.5
2022-04-01,Saarland,10,2220976,811602,809608,649296,82.5,42.4,18.4,69.7,91.6,84.7,92.4,82.3,39.8,16.1,66.6,91.7,91.0,92.8,66.0,34.2,75.5,70.2,84.0
2022-04-01,Berlin,11,7724489,2846282,2823479,2185087,77.7,42.4,25.2,64.9,87.3,80.7,91.6,77.1,40.0,22.6,62.9,87.0,84.8,91.9,59.6,29.7,69.8,63.9,83.6
2022-04-01,Brandenburg,12,4703700,1757406,1747426,1311738,69.4,29.1,10.6,51.9,78.2,68.4,82.2,69.0,26.9,8.4,49.7,78.4,74.4,84.4,51.8,19.1,60.5,52.8,72.0
2022-04-01,Mecklenburg-Vorpommern,13,3246904,1197904,1199049,915880,74.4,30.9,10.3,56.1,83.7,76.2,87.4,74.4,28.0,7.7,52.9,84.2,81.1,88.7,56.9,20.8,65.9,56.9,79.1
2022-04-01,Sachsen,14,7120531,2653250,2617999,1950789,65.4,23.5,7.4,43.9,74.5,66.6,81.1,64.5,22.3,6.3,42.5,73.7,67.6,82.7,48.1,14.9,56.3,46.8,70.3
2022-04-01,Sachsen-Anhalt,15,4242026,1569935,1596636,1183427,72.0,27.6,8.4,51.1,81.0,72.2,84.7,73.2,25.7,6.9,48.5,82.7,78.6,88.5,54.3,17.2,62.7,52.3,77.3
2022-04-01,Thüringen,16,3980853,1488902,1489934,1096538,70.2,28.9,11.2,51.0,79.1,70.9,84.3,70.3,28.1,10.2,50.2,79.2,74.4,86.2,51.7,18.7,59.9,50.0,74.2
2022-04-01,Bundesressorts,17,531021,202027,194989,142146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
