Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_voll,Impfungen_gesamt_boost,Impfquote_gesamt_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_voll,Impfquote_12bis17_voll,Impfquote_18plus_voll,Impfquote_18bis59_voll,Impfquote_60plus_voll
2021-10-21,Deutschland,00,110631314,57428018,54978603,1503201,69.1,44.9,79.8,71.7,86.6,66.1,39.7,76.7,72.3,85.0
2021-10-21,Schleswig-Holstein,01,4159226,2141489,2064904,81683,73.6,58.8,85.5,78.7,89.6,70.9,53.4,82.7,79.0,89.1
2021-10-21,Hamburg,02,2612415,1361073,1311630,26871,73.5,45.0,85.6,79.9,87.9,70.8,39.5,82.8,81.5,86.1
2021-10-21,Niedersachsen,03,10866023,5731139,5447691,97803,71.6,52.8,82.4,72.4,89.9,68.1,46.4,78.6,73.7,87.5
2021-10-21,Bremen,04,1051033,548791,527048,18607,80.7,49.7,93.5,89.3,94.1,77.5,44.4,90.0,88.9,92.1
2021-10-21,Nordrhein-Westfalen,05,25263545,13179964,12472254,368569,73.5,53.0,84.8,76.8,90.1,69.6,47.3,80.5,76.6,88.0
2021-10-21,Hessen,06,8314581,4330724,4105484,108023,68.8,45.3,79.7,72.4,86.6,65.2,39.4,75.8,71.9,83.7
2021-10-21,Rheinland-Pfalz,07,5532194,2897569,2705766,81959,70.7,47.6,81.4,72.3,89.4,66.0,39.6,76.4,71.3,85.6
2021-10-21,Baden-Württemberg,08,14295970,7360138,7142119,216856,66.3,41.1,77.0,69.3,85.2,64.3,37.0,75.0,70.8,83.5
2021-10-21,Bayern,09,16823246,8669190,8394679,207315,66.0,41.3,76.4,69.0,84.3,63.9,36.7,74.2,70.1,82.7
2021-10-21,Saarland,10,1430657,741936,715653,17029,75.4,48.8,85.7,76.8,90.6,72.7,42.5,82.9,78.7,89.7
2021-10-21,Berlin,11,4951255,2521187,2423828,117367,68.8,42.0,80.0,72.3,88.8,66.2,37.9,77.1,72.7,87.5
2021-10-21,Brandenburg,12,3022341,1581638,1516613,26487,62.5,32.0,72.0,60.2,79.9,59.9,27.1,69.6,62.4,80.4
2021-10-21,Mecklenburg-Vorpommern,13,2075747,1075399,1039705,20929,66.8,31.3,76.9,66.7,85.2,64.5,26.7,74.6,67.7,84.7
2021-10-21,Sachsen,14,4605919,2380513,2283476,37683,58.7,27.5,68.0,58.1,78.0,56.3,24.2,65.5,56.8,78.3
2021-10-21,Sachsen-Anhalt,15,2706473,1404128,1365603,37125,64.4,29.2,73.9,62.0,82.4,62.6,24.7,72.1,63.8,83.6
2021-10-21,Thüringen,16,2549680,1309740,1276880,38439,61.8,30.1,71.1,60.3,80.9,60.2,27.1,69.5,61.1,81.6
2021-10-21,Bundesressorts,17,371009,193400,185270,456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
