Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_00bis04_min1,Impfungen_gesamt_gi,Impfungen_gesamt_00bis04_gi,Impfungen_gesamt_boost1,Impfungen_gesamt_boost2,Impfungen_gesamt_boost3,Impfungen_gesamt_boost4,Impfquote_gesamt_min1,Impfquote_05bis17_min1,Impfquote_05bis11_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_gi,Impfquote_05bis17_gi,Impfquote_05bis11_gi,Impfquote_12bis17_gi,Impfquote_18plus_gi,Impfquote_18bis59_gi,Impfquote_60plus_gi,Impfquote_gesamt_boost1,Impfquote_12bis17_boost1,Impfquote_18plus_boost1,Impfquote_18bis59_boost1,Impfquote_60plus_boost1,Impfquote_gesamt_boost2,Impfquote_12bis17_boost2,Impfquote_18plus_boost2,Impfquote_18bis59_boost2,Impfquote_60plus_boost2
2023-02-02,Deutschland,00,191987311,64870039,2517,63555775,1505,52119400,12535507,1089070,111201,77.9,46.1,22.4,74.5,86.9,84.8,90.9,76.4,42.8,20.0,69.6,85.5,83.0,90.1,62.6,31.6,73.0,66.3,85.3,15.1,1.0,18.0,6.7,38.7
2023-02-02,Schleswig-Holstein,01,7500699,2356701,523,2327111,464,2057695,727938,102581,1160,80.7,60.6,30.7,94.2,87.8,85.1,92.3,79.6,57.6,29.8,88.6,87.0,84.4,91.4,70.4,48.6,80.8,74.8,91.1,24.9,1.7,29.7,11.2,61.5
2023-02-02,Hamburg,02,4688529,1607098,46,1565725,21,1244009,296800,35811,1746,86.7,52.4,29.7,80.1,97.1,96.7,98.0,84.5,47.0,24.3,75.4,95.1,94.1,97.8,67.1,29.5,78.9,73.3,92.8,16.0,1.3,19.2,8.4,45.8
2023-02-02,Niedersachsen,03,19407039,6405129,156,6229681,104,5386569,1516355,144927,3571,79.8,52.7,27.0,81.8,88.3,85.6,93.2,77.6,48.6,24.2,76.3,86.3,83.5,91.2,67.1,40.0,77.9,72.1,88.4,18.9,1.3,22.6,8.1,48.6
2023-02-02,Bremen,04,1823286,621521,5,597323,NA,456895,146196,16598,145,91.9,48.6,23.0,78.6,103.6,105.9,98.9,88.3,43.9,19.6,72.6,99.9,100.7,98.4,67.5,29.0,79.3,73.0,91.7,21.6,0.8,25.9,12.0,53.7
2023-02-02,Nordrhein-Westfalen,05,43824891,14659628,618,14248702,349,11833161,3258385,302513,81062,81.8,51.2,28.1,81.1,91.0,89.8,93.2,79.5,48.2,24.5,75.8,88.7,86.9,92.1,66.0,36.2,77.0,71.0,88.5,18.2,1.2,21.8,8.2,47.4
2023-02-02,Hessen,06,14477904,4967824,138,4772259,41,3853166,941621,102416,3332,78.9,48.4,24.1,76.0,88.0,86.2,91.4,75.8,43.2,21.0,68.6,85.0,82.9,89.2,61.2,31.5,71.6,65.2,84.1,15.0,1.1,17.9,7.3,38.8
2023-02-02,Rheinland-Pfalz,07,9555098,3242395,44,3104587,21,2615701,659246,49727,1954,79.0,48.2,23.6,76.7,87.8,84.7,93.2,75.6,44.2,21.5,70.6,84.3,81.2,89.8,63.7,34.0,74.0,67.6,85.3,16.1,1.1,19.1,6.6,41.2
2023-02-02,Baden-Württemberg,08,24727430,8421347,336,8290840,165,6831790,1341521,103758,6275,75.7,43.9,19.6,71.4,84.9,82.6,89.4,74.5,40.6,17.3,67.0,84.0,81.4,88.9,61.4,31.0,71.9,65.7,84.4,12.1,0.9,14.5,5.4,32.4
2023-02-02,Bayern,09,29008252,9910478,400,9899889,204,7806161,1570717,106933,4755,75.2,45.9,21.2,74.9,83.8,81.7,88.0,75.1,43.1,19.4,70.7,84.1,82.0,88.2,59.2,28.0,69.3,62.3,83.1,11.9,0.8,14.2,5.0,32.5
2023-02-02,Saarland,10,2453879,822972,13,809185,12,683089,163297,8538,428,83.8,46.8,18.8,78.9,92.7,91.8,94.0,82.4,43.7,17.0,73.9,91.4,89.9,93.7,69.5,34.5,79.8,73.7,89.3,16.6,1.0,19.5,6.6,39.6
