Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_voll,Impfungen_gesamt_boost,Impfquote_gesamt_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_voll,Impfquote_12bis17_voll,Impfquote_18plus_voll,Impfquote_18bis59_voll,Impfquote_60plus_voll,Impfquote_gesamt_boost,Impfquote_12bis17_boost,Impfquote_18plus_boost,Impfquote_18bis59_boost,Impfquote_60plus_boost
2021-12-03,Deutschland,00,126621790,59764976,57323690,13020427,71.9,54.0,82.6,75.3,87.5,68.9,47.1,79.6,76.0,86.3,15.7,1.6,18.7,11.9,31.5
2021-12-03,Schleswig-Holstein,01,4724272,2207569,2141429,507761,75.8,67.3,87.8,81.8,90.5,73.6,60.8,85.5,82.6,90.6,17.4,0.7,20.8,11.8,36.7
2021-12-03,Hamburg,02,2967482,1430172,1387141,252070,77.2,55.1,89.5,84.7,89.0,74.9,50.1,87.0,86.8,87.6,13.6,1.7,16.3,11.0,29.6
2021-12-03,Niedersachsen,03,12366534,5920386,5659122,1210023,74.0,61.0,84.7,75.4,90.5,70.7,53.7,81.3,77.2,88.7,15.1,1.8,18.0,11.5,30.0
2021-12-03,Bremen,04,1181839,568744,547877,111248,83.6,56.6,96.6,93.3,95.1,80.6,51.9,93.2,93.0,93.5,16.4,0.6,19.5,11.1,36.6
2021-12-03,Nordrhein-Westfalen,05,28811023,13591965,12948607,3058042,75.8,60.7,87.1,79.7,91.0,72.2,54.2,83.2,80.1,89.1,17.1,1.7,20.4,13.2,34.2
2021-12-03,Hessen,06,9381141,4509741,4274693,839717,71.7,53.8,82.6,76.0,87.5,67.9,46.6,78.6,75.4,84.9,13.3,1.5,15.9,10.2,27.5
2021-12-03,Rheinland-Pfalz,07,6259519,2992246,2807696,621452,73.0,56.2,83.7,75.1,90.1,68.5,47.8,78.8,74.5,86.7,15.2,1.8,18.0,11.1,30.5
2021-12-03,Baden-Württemberg,08,16287518,7687178,7446537,1613385,69.2,49.8,79.9,73.0,86.1,67.1,43.2,77.9,74.5,84.7,14.5,1.6,17.4,11.2,30.0
2021-12-03,Bayern,09,19665774,9127138,8834258,2194122,69.5,54.1,79.8,73.3,85.4,67.2,45.4,77.7,74.5,84.1,16.7,1.7,19.9,13.2,33.6
2021-12-03,Saarland,10,1640826,768722,740729,178929,78.1,57.8,88.4,80.5,91.3,75.3,50.3,85.5,82.3,90.6,18.2,2.3,21.2,12.7,34.9
2021-12-03,Berlin,11,5757151,2656840,2550467,671798,72.5,53.3,83.8,76.7,90.2,69.6,47.0,80.7,77.2,89.1,18.3,1.9,21.9,12.7,43.4
2021-12-03,Brandenburg,12,3465437,1649464,1580777,343779,65.2,40.4,74.7,63.6,80.9,62.5,34.5,72.1,65.7,81.8,13.6,1.3,16.1,10.0,25.3
2021-12-03,Mecklenburg-Vorpommern,13,2385173,1129052,1084030,236471,70.1,42.4,80.2,71.3,86.2,67.3,34.1,77.4,71.5,86.1,14.7,1.3,17.3,10.3,27.4
2021-12-03,Sachsen,14,5259841,2476445,2371027,511358,61.0,33.7,70.5,61.3,79.1,58.4,29.5,67.7,59.7,79.6,12.6,1.4,14.9,8.7,24.1
2021-12-03,Sachsen-Anhalt,15,3105799,1472702,1425470,313004,67.5,38.2,77.1,66.5,83.3,65.4,31.4,74.9,67.6,85.1,14.4,1.6,16.8,9.9,26.4
2021-12-03,Thüringen,16,2962154,1380617,1336111,332557,65.1,38.7,74.6,64.9,82.3,63.0,33.9,72.4,65.0,83.0,15.7,0.9,18.5,10.7,29.6
2021-12-03,Bundesressorts,17,400307,195995,187719,24711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
