Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_voll,Impfungen_gesamt_boost,Impfquote_gesamt_min1,Impfquote_05bis17_min1,Impfquote_05bis11_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_voll,Impfquote_05bis17_voll,Impfquote_05bis11_voll,Impfquote_12bis17_voll,Impfquote_18plus_voll,Impfquote_18bis59_voll,Impfquote_60plus_voll,Impfquote_gesamt_boost,Impfquote_12bis17_boost,Impfquote_18plus_boost,Impfquote_18bis59_boost,Impfquote_60plus_boost
2022-03-13,Deutschland,00,171023885,63573574,62962262,48096475,76.5,41.5,21.3,65.1,85.8,79.3,88.8,75.7,38.3,17.8,62.4,85.4,83.6,88.7,57.8,28.5,67.3,61.6,78.1
2022-03-13,Schleswig-Holstein,01,6584543,2339596,2342465,2036253,80.4,53.9,29.4,81.3,90.1,84.8,91.4,80.5,50.4,26.8,76.7,90.7,89.5,92.8,70.0,40.7,77.0,70.3,88.7
2022-03-13,Hamburg,02,4051788,1536364,1532033,1091780,82.9,44.6,27.0,66.8,93.6,89.5,91.1,82.7,40.9,21.7,65.0,93.8,94.9,91.3,58.9,26.2,69.3,65.6,78.5
2022-03-13,Niedersachsen,03,17030075,6270845,6192919,4999059,78.4,46.9,26.0,70.4,87.3,78.8,91.5,77.4,43.1,21.5,67.3,86.7,84.6,90.7,62.5,36.6,72.5,67.6,81.5
2022-03-13,Bremen,04,1603230,613109,604340,433972,90.1,43.2,21.8,68.3,102.0,100.4,97.1,88.9,40.1,18.0,66.1,100.9,103.1,96.3,63.8,25.2,74.8,69.2,86.1
2022-03-13,Nordrhein-Westfalen,05,38525551,14395726,14103175,10836155,80.3,47.2,26.7,70.6,89.8,83.1,92.1,78.7,43.3,22.0,67.6,88.4,86.9,91.2,60.5,31.9,70.5,64.9,81.4
2022-03-13,Hessen,06,12743686,4823149,4678534,3493906,76.6,42.3,22.5,65.3,86.1,80.4,88.8,74.3,37.9,18.3,60.6,83.9,82.5,86.8,55.5,28.4,64.9,60.1,74.5
2022-03-13,Rheinland-Pfalz,07,8455775,3174580,3068433,2380026,77.5,43.2,22.7,67.1,86.6,78.9,91.2,74.9,39.8,19.5,63.3,84.0,81.4,88.6,58.1,31.1,67.4,62.0,77.3
2022-03-13,Baden-Württemberg,08,22196066,8201612,8211118,6264599,73.9,38.8,18.7,61.8,83.3,77.1,87.6,74.0,35.9,15.4,59.4,83.9,82.2,87.2,56.4,29.0,66.0,61.2,75.7
2022-03-13,Bayern,09,26284555,9712440,9795617,7281284,73.9,41.6,20.6,66.0,82.8,77.1,86.6,74.5,39.2,17.7,64.3,83.9,82.5,86.7,55.4,25.3,64.8,58.8,76.8
2022-03-13,Saarland,10,2208845,810605,807047,640716,82.4,42.2,18.1,69.4,91.5,84.6,92.4,82.0,39.1,15.3,66.1,91.4,90.7,92.7,65.1,33.0,74.5,69.1,83.3
2022-03-13,Berlin,11,7677252,2840940,2814021,2152585,77.5,42.0,24.8,64.5,87.2,80.6,91.5,76.8,39.3,21.8,62.4,86.7,84.6,91.8,58.7,28.6,68.8,62.8,82.8
2022-03-13,Brandenburg,12,4673598,1754623,1741667,1290156,69.3,28.8,10.3,51.6,78.1,68.3,82.2,68.8,26.3,7.8,49.1,78.2,74.1,84.3,51.0,18.0,59.5,51.8,71.1
2022-03-13,Mecklenburg-Vorpommern,13,3224846,1195987,1194110,900668,74.2,30.6,10.0,55.8,83.6,76.1,87.4,74.1,27.2,7.0,52.1,83.9,80.7,88.6,55.9,19.4,64.9,55.7,78.2
2022-03-13,Sachsen,14,7069003,2648629,2608216,1913628,65.3,23.3,7.3,43.6,74.4,66.4,81.0,64.3,21.8,5.9,41.9,73.5,67.4,82.6,47.2,14.1,55.3,45.9,69.2
2022-03-13,Sachsen-Anhalt,15,4210724,1567183,1589761,1161743,71.9,27.4,8.1,50.8,80.9,72.0,84.6,72.9,25.0,6.3,47.7,82.4,78.2,88.3,53.3,16.1,61.6,51.1,76.3
2022-03-13,Thüringen,16,3955280,1486382,1484067,1079279,70.1,28.6,10.9,50.6,79.0,70.8,84.3,70.0,27.5,9.7,49.5,79.0,74.1,86.1,50.9,17.7,59.0,49.1,73.3
2022-03-13,Bundesressorts,17,529068,201804,194739,140666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
