Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_00bis04_min1,Impfungen_gesamt_gi,Impfungen_gesamt_00bis04_gi,Impfungen_gesamt_boost1,Impfungen_gesamt_boost2,Impfungen_gesamt_boost3,Impfungen_gesamt_boost4,Impfquote_gesamt_min1,Impfquote_05bis17_min1,Impfquote_05bis11_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_gi,Impfquote_05bis17_gi,Impfquote_05bis11_gi,Impfquote_12bis17_gi,Impfquote_18plus_gi,Impfquote_18bis59_gi,Impfquote_60plus_gi,Impfquote_gesamt_boost1,Impfquote_12bis17_boost1,Impfquote_18plus_boost1,Impfquote_18bis59_boost1,Impfquote_60plus_boost1,Impfquote_gesamt_boost2,Impfquote_12bis17_boost2,Impfquote_18plus_boost2,Impfquote_18bis59_boost2,Impfquote_60plus_boost2
2023-10-09,Deutschland,00,192654076,64884375,2805,63566524,1784,52151930,12726464,1416143,202004,78.0,46.1,22.4,74.5,87.0,84.8,90.9,76.4,42.9,20.0,69.6,85.5,83.0,90.1,62.7,31.7,73.1,66.4,85.4,15.3,1.1,18.3,6.9,39.2
2023-10-09,Schleswig-Holstein,01,7549336,2356962,530,2327371,472,2059365,740134,130057,7925,80.7,60.6,30.8,94.3,87.8,85.1,92.3,79.6,57.6,29.8,88.7,87.0,84.4,91.4,70.5,48.7,80.8,74.9,91.1,25.3,1.7,30.1,11.5,62.3
2023-10-09,Hamburg,02,4709069,1607420,54,1565894,24,1244887,302699,46460,4368,86.7,52.4,29.8,80.1,97.1,96.7,98.0,84.5,47.0,24.3,75.4,95.2,94.1,97.8,67.1,29.5,79.0,73.4,92.9,16.3,1.4,19.6,8.7,46.5
2023-10-09,Niedersachsen,03,19487793,6406162,175,6230166,119,5389120,1538291,191354,11873,79.8,52.7,27.0,81.8,88.3,85.6,93.2,77.6,48.6,24.2,76.3,86.3,83.5,91.2,67.1,40.0,77.9,72.1,88.4,19.2,1.3,22.9,8.3,49.2
2023-10-09,Bremen,04,1831103,621636,5,597381,NA,457171,148381,21055,871,91.9,48.6,23.0,78.6,103.6,105.9,98.9,88.3,43.9,19.6,72.7,99.9,100.7,98.4,67.6,29.0,79.3,73.1,91.8,21.9,0.8,26.3,12.3,54.3
2023-10-09,Nordrhein-Westfalen,05,44028317,14661791,709,14250238,417,11839231,3305631,403298,126591,81.8,51.2,28.1,81.1,91.0,89.8,93.3,79.5,48.2,24.5,75.8,88.7,86.9,92.1,66.1,36.2,77.1,71.0,88.5,18.4,1.2,22.1,8.4,48.0
2023-10-09,Hessen,06,14515922,4968813,169,4772803,50,3855146,955879,119299,6669,78.9,48.5,24.1,76.0,88.0,86.2,91.4,75.8,43.3,21.0,68.7,85.0,82.9,89.2,61.2,31.6,71.6,65.2,84.1,15.2,1.2,18.2,7.5,39.2
2023-10-09,Rheinland-Pfalz,07,9594407,3243848,49,3106239,30,2618270,671032,68127,5395,79.0,48.3,23.7,76.7,87.8,84.7,93.2,75.6,44.2,21.5,70.7,84.4,81.3,89.8,63.8,34.1,74.1,67.7,85.4,16.3,1.1,19.5,6.8,41.8
2023-10-09,Baden-Württemberg,08,24789812,8423807,367,8293339,218,6838527,1362203,128500,11499,75.7,43.9,19.6,71.4,84.9,82.6,89.5,74.5,40.6,17.3,67.0,84.0,81.5,88.9,61.5,31.0,72.0,65.7,84.5,12.2,1.0,14.7,5.5,32.8
2023-10-09,Bayern,09,29090933,9913291,438,9901798,278,7810087,1596304,147272,12815,75.2,45.9,21.2,74.9,83.8,81.7,88.0,75.1,43.1,19.5,70.7,84.1,82.1,88.2,59.3,28.0,69.3,62.3,83.1,12.1,0.8,14.5,5.2,32.9
2023-10-09,Saarland,10,2459876,823080,13,809220,12,683204,164921,12094,987,83.8,46.8,18.8,78.9,92.7,91.8,94.0,82.4,43.7,17.0,73.9,91.4,89.9,93.7,69.5,34.5,79.8,73.7,89.3,16.8,1.0,19.7,6.7,40.0
2023-10-09,Berlin,11,8715383,2903001,186,2870705,108,2360011,606797,69247,9461,78.9,45.5,26.2,71.1,88.5,84.5,97.5,78.1,42.7,24.2,66.8,87.8,83.7,97.5,64.2,31.0,75.2,68.3,91.2,16.5,1.3,19.7,8.7,45.3
2023-10-09,Brandenburg,12,5086941,1723489,21,1728087,12,1417416,294770,17073,1064,67.9,32.9,11.0,59.2,76.3,73.2,80.7,68.1,29.7,9.3,54.3,76.9,72.8,83.0,55.9,20.5,65.2,55.3,79.9,11.6,0.7,13.8,4.8,27.0
