Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_00bis04_min1,Impfungen_gesamt_gi,Impfungen_gesamt_00bis04_gi,Impfungen_gesamt_boost1,Impfungen_gesamt_boost2,Impfungen_gesamt_boost3,Impfungen_gesamt_boost4,Impfquote_gesamt_min1,Impfquote_05bis17_min1,Impfquote_05bis11_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_gi,Impfquote_05bis17_gi,Impfquote_05bis11_gi,Impfquote_12bis17_gi,Impfquote_18plus_gi,Impfquote_18bis59_gi,Impfquote_60plus_gi,Impfquote_gesamt_boost1,Impfquote_12bis17_boost1,Impfquote_18plus_boost1,Impfquote_18bis59_boost1,Impfquote_60plus_boost1,Impfquote_gesamt_boost2,Impfquote_12bis17_boost2,Impfquote_18plus_boost2,Impfquote_18bis59_boost2,Impfquote_60plus_boost2
2022-12-11,Deutschland,00,191007702,64827346,2097,63514037,1428,52044651,11952878,870381,92374,77.9,46.1,22.4,74.5,86.9,84.7,90.8,76.3,42.8,19.9,69.5,85.5,83.0,90.0,62.5,31.5,72.9,66.2,85.2,14.4,1.0,17.2,6.2,37.4
2022-12-11,Schleswig-Holstein,01,7445095,2356398,504,2326693,464,2055340,696850,81350,959,80.6,60.5,30.7,94.2,87.8,85.1,92.3,79.6,57.5,29.7,88.6,87.0,84.4,91.4,70.3,48.4,80.7,74.7,91.0,23.8,1.5,28.4,10.1,59.9
2022-12-11,Hamburg,02,4660037,1606721,37,1565303,20,1241738,280750,26935,1256,86.7,52.4,29.7,80.1,97.0,96.7,98.0,84.4,46.9,24.2,75.4,95.1,94.1,97.8,67.0,29.4,78.8,73.2,92.7,15.1,1.3,18.2,7.7,44.1
2022-12-11,Niedersachsen,03,19303534,6404163,120,6228934,100,5381232,1451507,114284,2634,79.8,52.7,26.9,81.8,88.3,85.6,93.2,77.6,48.6,24.2,76.3,86.3,83.5,91.2,67.0,39.9,77.8,72.0,88.3,18.1,1.2,21.7,7.5,47.1
2022-12-11,Bremen,04,1812376,621402,5,597174,NA,456270,139980,12823,119,91.9,48.6,22.9,78.5,103.5,105.9,98.9,88.3,43.9,19.6,72.6,99.9,100.7,98.4,67.4,28.9,79.2,72.9,91.7,20.7,0.8,24.8,11.1,52.3
2022-12-11,Nordrhein-Westfalen,05,43595105,14657706,498,14246093,336,11819339,3125453,237935,67198,81.8,51.2,28.1,81.1,91.0,89.8,93.2,79.5,48.2,24.5,75.7,88.7,86.9,92.0,65.9,36.1,76.9,70.9,88.4,17.4,1.1,20.9,7.6,46.1
2022-12-11,Hessen,06,14329945,4936095,96,4742510,37,3836226,892522,82408,2919,78.4,48.2,23.9,75.7,87.4,85.7,90.7,75.3,43.0,20.9,68.4,84.5,82.4,88.5,60.9,31.2,71.3,64.9,83.8,14.2,1.0,17.0,6.7,37.2
2022-12-11,Rheinland-Pfalz,07,9511567,3241967,33,3104109,18,2613372,629491,39642,1512,78.9,48.2,23.6,76.7,87.8,84.7,93.2,75.6,44.2,21.4,70.6,84.3,81.2,89.8,63.6,33.9,74.0,67.6,85.3,15.3,1.0,18.3,6.1,39.7
2022-12-11,Baden-Württemberg,08,24624248,8417781,273,8287173,140,6821524,1274353,86165,5416,75.7,43.9,19.5,71.4,84.9,82.5,89.4,74.5,40.6,17.3,67.0,83.9,81.4,88.9,61.3,30.9,71.8,65.6,84.2,11.5,0.9,13.7,5.0,31.1
2022-12-11,Bayern,09,28914166,9908977,357,9898449,190,7800002,1503389,90038,4032,75.2,45.9,21.2,74.8,83.8,81.7,88.0,75.1,43.1,19.4,70.7,84.1,82.0,88.2,59.2,27.9,69.2,62.3,83.0,11.4,0.7,13.6,4.7,31.4
2022-12-11,Saarland,10,2447133,822890,13,809120,12,682744,158559,7078,372,83.8,46.8,18.8,78.8,92.6,91.8,94.0,82.4,43.7,17.0,73.9,91.4,89.9,93.7,69.5,34.5,79.7,73.6,89.3,16.1,0.9,18.9,6.3,38.7
2022-12-11,Berlin,11,8618629,2900675,82,2869076,76,2350724,556372,40757,4957,78.9,45.5,26.1,71.0,88.4,84.5,97.4,78.0,42.6,24.1,66.7,87.8,83.6,97.5,63.9,30.8,74.9,68.0,91.0,15.1,1.1,18.1,7.5,42.6
2022-12-11,Brandenburg,12,5058157,1722963,16,1727758,8,1415666,276664,9757,315,67.9,32.9,11.0,59.1,76.2,73.2,80.7,68.1,29.7,9.3,54.3,76.9,72.8,83.0,55.8,20.5,65.2,55.2,79.8,10.9,0.7,12.9,4.3,25.6
2022-12-11,Mecklenburg-Vorpommern,13,3564211,1218669,16,1204057,NA,969085,204825,8790,236,75.6,34.1,10.7,62.2,84.8,81.0,90.1,74.7,30.9,8.8,57.3,84.2,79.8,90.3,60.1,22.1,69.7,59.8,83.7,12.7,0.9,15.0,4.2,30.1
2022-12-11,Sachsen,14,7635059,2680146,22,2629471,10,2045750,333307,18835,217,66.3,25.1,7.7,46.9,75.5,68.8,85.2,65.0,23.6,7.0,44.3,74.2,67.5,84.0,50.6,15.2,59.3,48.8,74.8,8.2,0.5,9.8,2.9,19.8
2022-12-11,Sachsen-Anhalt,15,4670840,1620123,12,1606756,9,1266878,240468,6438,63,74.7,31.0,8.8,57.4,83.9,78.8,90.7,74.1,28.6,7.8,53.2,83.4,78.1,90.8,58.4,18.5,67.6,56.2,83.2,11.1,0.8,13.0,3.5,26.0
