Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_voll,Impfungen_gesamt_boost,Impfquote_gesamt_min1,Impfquote_05bis17_min1,Impfquote_05bis11_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_voll,Impfquote_05bis17_voll,Impfquote_05bis11_voll,Impfquote_12bis17_voll,Impfquote_18plus_voll,Impfquote_18bis59_voll,Impfquote_60plus_voll,Impfquote_gesamt_boost,Impfquote_12bis17_boost,Impfquote_18plus_boost,Impfquote_18bis59_boost,Impfquote_60plus_boost
2022-02-25,Deutschland,00,169778587,63436057,62674583,47273212,76.3,41.1,20.8,64.9,85.6,79.1,88.7,75.4,37.1,16.2,61.6,85.1,83.3,88.5,56.8,27.2,66.3,60.4,77.3
2022-02-25,Schleswig-Holstein,01,6471110,2335057,2330924,1938877,80.2,53.3,28.5,81.0,90.0,84.7,91.3,80.1,48.5,24.2,75.6,90.5,89.2,92.7,66.6,38.0,75.6,68.8,87.6
2022-02-25,Hamburg,02,3999695,1527889,1517405,1062336,82.5,43.8,26.3,65.8,93.1,89.0,90.7,81.9,39.1,19.6,63.6,93.2,94.1,90.7,57.3,24.7,67.5,63.7,76.9
2022-02-25,Niedersachsen,03,16902031,6255663,6162333,4916640,78.2,46.4,25.2,70.2,87.2,78.7,91.4,77.0,41.4,19.0,66.5,86.5,84.3,90.6,61.4,35.0,71.4,66.3,80.7
2022-02-25,Bremen,04,1593505,611612,601351,428668,89.9,42.8,21.2,68.1,101.8,100.1,97.1,88.4,38.6,16.0,65.2,100.6,102.7,96.2,63.0,24.0,74.0,68.2,85.5
2022-02-25,Nordrhein-Westfalen,05,38256295,14367815,14043496,10653988,80.2,46.7,25.9,70.4,89.7,82.9,92.0,78.3,41.9,20.1,66.9,88.2,86.6,91.1,59.4,30.4,69.4,63.6,80.6
2022-02-25,Hessen,06,12643105,4810544,4652706,3431210,76.4,41.8,21.9,64.9,85.9,80.2,88.7,73.9,36.4,16.2,59.8,83.7,82.1,86.7,54.5,27.0,63.8,58.9,73.6
2022-02-25,Rheinland-Pfalz,07,8394727,3165264,3053614,2343035,77.2,42.8,22.0,66.8,86.4,78.7,91.1,74.5,38.3,17.3,62.5,83.8,81.1,88.5,57.2,29.9,66.4,60.8,76.5
2022-02-25,Baden-Württemberg,08,22080317,8186772,8180429,6193887,73.7,38.5,18.3,61.6,83.2,77.0,87.5,73.7,35.1,14.3,58.8,83.7,82.0,87.1,55.8,28.1,65.3,60.5,75.1
2022-02-25,Bayern,09,26134456,9696609,9757153,7185128,73.8,41.3,20.3,65.8,82.7,77.0,86.6,74.3,38.2,16.5,63.7,83.7,82.2,86.6,54.7,24.2,64.0,57.9,76.3
2022-02-25,Saarland,10,2194646,809142,803621,631387,82.2,41.9,17.7,69.2,91.3,84.4,92.3,81.7,37.9,13.7,65.3,91.2,90.3,92.6,64.2,31.7,73.5,67.8,82.6
2022-02-25,Berlin,11,7630024,2834688,2802915,2122532,77.4,41.6,24.4,64.3,87.1,80.4,91.4,76.5,38.3,20.6,61.7,86.5,84.3,91.7,57.9,27.6,67.9,61.7,82.2
2022-02-25,Brandenburg,12,4641897,1751745,1734775,1268171,69.2,28.5,10.0,51.4,78.0,68.2,82.2,68.5,25.6,7.1,48.4,78.0,73.8,84.2,50.1,17.1,58.5,50.8,70.3
2022-02-25,Mecklenburg-Vorpommern,13,3200664,1193131,1188516,884880,74.1,30.2,9.7,55.5,83.4,75.8,87.3,73.8,26.3,6.1,51.1,83.6,80.3,88.5,54.9,18.3,63.8,54.5,77.3
2022-02-25,Sachsen,14,7007600,2642145,2593242,1873657,65.1,23.0,7.0,43.3,74.2,66.2,80.9,63.9,21.0,5.1,41.1,73.2,66.9,82.4,46.2,13.3,54.1,44.8,68.0
2022-02-25,Sachsen-Anhalt,15,4174967,1563967,1581075,1137836,71.7,26.9,7.7,50.4,80.7,71.8,84.6,72.5,23.9,5.3,46.6,82.1,77.7,88.2,52.2,15.0,60.4,49.7,75.2
2022-02-25,Thüringen,16,3925628,1482310,1476466,1061187,69.9,28.3,10.5,50.2,78.8,70.5,84.2,69.6,26.6,8.9,48.6,78.7,73.6,85.9,50.1,16.8,58.1,48.1,72.4
2022-02-25,Bundesressorts,17,527920,201704,194562,139793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
