Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_voll,Impfungen_gesamt_boost,Impfquote_gesamt_min1,Impfquote_05bis17_min1,Impfquote_05bis11_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_voll,Impfquote_05bis17_voll,Impfquote_05bis11_voll,Impfquote_12bis17_voll,Impfquote_18plus_voll,Impfquote_18bis59_voll,Impfquote_60plus_voll,Impfquote_gesamt_boost,Impfquote_12bis17_boost,Impfquote_18plus_boost,Impfquote_18bis59_boost,Impfquote_60plus_boost
2022-02-13,Deutschland,00,168019190,63290584,62226445,46105414,76.1,40.5,19.9,64.4,85.5,79.0,88.7,74.8,35.2,13.6,60.5,84.7,82.8,88.4,55.4,25.2,64.8,58.7,76.2
2022-02-13,Schleswig-Holstein,01,6368717,2329887,2310950,1861590,80.0,52.2,27.0,80.5,90.0,84.6,91.3,79.4,44.7,18.6,73.9,90.2,88.9,92.6,64.0,34.8,73.9,66.9,86.1
2022-02-13,Hamburg,02,3898014,1510094,1490066,1005601,81.5,42.5,25.4,63.9,92.2,87.9,89.9,80.4,36.2,16.0,61.6,91.8,92.7,89.4,54.3,22.2,64.0,60.2,73.4
2022-02-13,Niedersachsen,03,16708611,6239874,6111277,4789954,78.0,45.5,23.9,69.7,87.1,78.5,91.3,76.4,38.6,14.7,65.4,86.1,83.8,90.4,59.8,32.3,69.7,64.3,79.4
2022-02-13,Bremen,04,1580037,610205,596944,420958,89.7,42.1,20.4,67.6,101.6,99.9,97.0,87.8,36.4,13.1,63.8,100.1,102.1,96.0,61.9,22.3,72.7,66.8,84.7
2022-02-13,Nordrhein-Westfalen,05,37870187,14336783,13953062,10388890,80.0,45.9,24.9,70.0,89.6,82.8,92.0,77.8,40.0,17.3,65.9,87.8,86.2,91.0,58.0,28.0,67.8,61.7,79.6
2022-02-13,Hessen,06,12518550,4803276,4620377,3346531,76.3,41.2,21.1,64.6,85.8,80.1,88.7,73.4,34.2,13.2,58.7,83.3,81.7,86.6,53.2,25.1,62.3,57.1,72.5
2022-02-13,Rheinland-Pfalz,07,8303554,3158220,3030441,2281654,77.1,42.0,21.0,66.4,86.3,78.5,91.1,73.9,36.0,14.0,61.4,83.4,80.7,88.4,55.7,27.5,64.8,58.9,75.5
2022-02-13,Baden-Württemberg,08,21900387,8171462,8128195,6081059,73.6,38.0,17.7,61.2,83.1,76.8,87.5,73.2,33.5,12.2,57.7,83.3,81.5,87.0,54.8,26.7,64.2,59.2,74.2
2022-02-13,Bayern,09,25896212,9677928,9692637,7029909,73.7,40.8,19.6,65.6,82.6,76.9,86.6,73.8,36.6,14.3,62.7,83.3,81.8,86.4,53.5,22.5,62.7,56.4,75.4
2022-02-13,Saarland,10,2177133,807924,798806,619868,82.1,41.4,17.1,68.9,91.3,84.3,92.3,81.2,36.2,11.5,64.1,90.8,89.8,92.4,63.0,29.6,72.3,66.3,81.8
2022-02-13,Berlin,11,7561269,2829439,2785988,2075845,77.2,41.1,23.8,64.0,87.0,80.3,91.4,76.0,36.7,18.6,60.7,86.2,83.9,91.6,56.7,26.1,66.4,60.1,81.2
2022-02-13,Brandenburg,12,4584451,1747284,1721110,1228753,69.0,27.9,9.3,50.8,77.9,68.0,82.1,68.0,24.3,5.8,47.1,77.5,73.2,84.0,48.5,15.5,56.8,48.9,68.7
2022-02-13,Mecklenburg-Vorpommern,13,3165303,1190455,1179269,861413,73.9,29.6,9.0,54.8,83.3,75.7,87.3,73.2,24.7,4.4,49.6,83.2,79.6,88.3,53.5,16.4,62.2,52.7,76.0
2022-02-13,Sachsen,14,6942534,2636910,2577073,1829945,65.0,22.6,6.6,42.9,74.1,66.1,80.9,63.5,20.2,4.4,40.2,72.8,66.4,82.2,45.1,12.0,52.9,43.5,66.9
2022-02-13,Sachsen-Anhalt,15,4129927,1560429,1569779,1107620,71.6,26.4,7.2,49.8,80.6,71.6,84.5,72.0,22.8,4.4,45.2,81.6,77.1,87.9,50.8,13.3,58.9,48.1,73.9
2022-02-13,Thüringen,16,3889131,1478924,1466373,1038100,69.8,27.7,9.9,49.7,78.7,70.4,84.2,69.2,25.6,8.1,47.4,78.3,73.1,85.7,49.0,15.6,56.9,46.8,71.2
2022-02-13,Bundesressorts,17,525173,201490,194098,137724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
