Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_voll,Impfungen_gesamt_boost,Impfquote_gesamt_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_voll,Impfquote_12bis17_voll,Impfquote_18plus_voll,Impfquote_18bis59_voll,Impfquote_60plus_voll,Impfquote_gesamt_boost,Impfquote_12bis17_boost,Impfquote_18plus_boost,Impfquote_18bis59_boost,Impfquote_60plus_boost
2021-11-21,Deutschland,00,117572238,58635434,56527575,5792095,70.5,50.2,81.2,73.5,87.1,68.0,44.9,78.6,74.7,85.8,7.0,0.6,8.3,4.1,16.2
2021-11-21,Schleswig-Holstein,01,4390653,2176855,2106558,238113,74.8,64.0,86.8,80.4,90.1,72.4,57.7,84.3,81.2,89.8,8.2,0.3,9.8,4.2,19.6
2021-11-21,Hamburg,02,2792600,1398799,1362482,124430,75.5,51.8,87.6,82.4,88.5,73.5,47.4,85.6,85.0,87.2,6.7,0.8,8.0,4.5,16.9
2021-11-21,Niedersachsen,03,11533690,5819818,5586574,543442,72.7,57.4,83.4,73.7,90.2,69.8,51.7,80.3,76.0,88.3,6.8,0.7,8.1,4.0,15.6
2021-11-21,Bremen,04,1118946,558221,541451,64180,82.1,54.4,94.8,91.1,94.6,79.6,49.8,92.2,91.7,93.1,9.4,0.4,11.3,5.3,23.4
2021-11-21,Nordrhein-Westfalen,05,26729580,13387508,12790875,1321808,74.7,57.4,85.9,78.2,90.6,71.4,52.3,82.3,78.9,88.7,7.4,0.7,8.8,4.5,17.1
2021-11-21,Hessen,06,8808283,4425765,4221237,397541,70.3,50.5,81.2,74.2,87.1,67.1,44.7,77.7,74.2,84.5,6.3,0.6,7.6,3.7,15.4
2021-11-21,Rheinland-Pfalz,07,5831909,2941003,2774321,273540,71.8,52.3,82.4,73.5,89.7,67.7,45.6,78.0,73.4,86.4,6.7,0.9,7.9,3.6,15.7
2021-11-21,Baden-Württemberg,08,15098032,7520618,7336997,682084,67.7,45.6,78.4,71.1,85.7,66.1,41.4,76.8,73.1,84.3,6.1,0.5,7.4,3.5,15.2
2021-11-21,Bayern,09,18086827,8934406,8688459,937668,68.0,49.1,78.3,71.5,84.9,66.1,42.6,76.5,73.0,83.7,7.1,0.6,8.5,4.7,16.3
2021-11-21,Saarland,10,1520579,754993,732218,78676,76.7,54.4,86.9,78.6,90.9,74.4,48.3,84.6,81.0,90.3,8.0,0.9,9.3,4.2,17.6
2021-11-21,Berlin,11,5362516,2600499,2514147,364935,71.0,49.3,82.2,74.8,89.5,68.6,44.5,79.7,75.9,88.6,10.0,0.9,11.9,4.7,28.7
2021-11-21,Brandenburg,12,3209816,1614471,1559666,141061,63.8,36.9,73.2,61.7,80.5,61.6,32.5,71.3,64.6,81.4,5.6,0.5,6.6,3.4,11.4
2021-11-21,Mecklenburg-Vorpommern,13,2208688,1099840,1068352,102863,68.3,37.5,78.4,68.7,85.8,66.3,31.6,76.4,70.1,85.6,6.4,0.4,7.5,3.6,13.2
2021-11-21,Sachsen,14,4881529,2429636,2341011,208365,59.9,31.2,69.2,59.7,78.6,57.7,27.8,67.0,58.7,79.2,5.1,0.5,6.1,2.7,11.1
2021-11-21,Sachsen-Anhalt,15,2864110,1433435,1402597,130306,65.7,34.3,75.2,63.8,82.8,64.3,29.3,73.8,66.1,84.6,6.0,0.6,7.0,3.3,12.0
2021-11-21,Thüringen,16,2757820,1345397,1314092,179014,63.5,35.7,72.8,62.5,81.6,62.0,31.7,71.3,63.4,82.5,8.4,0.4,9.9,4.8,17.3
2021-11-21,Bundesressorts,17,376660,194170,186538,4069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
