Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_voll,Impfungen_gesamt_boost,Impfquote_gesamt_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_voll,Impfquote_12bis17_voll,Impfquote_18plus_voll,Impfquote_18bis59_voll,Impfquote_60plus_voll,Impfquote_gesamt_boost,Impfquote_12bis17_boost,Impfquote_18plus_boost,Impfquote_18bis59_boost,Impfquote_60plus_boost
2021-11-16,Deutschland,00,115656735,58366685,56281229,4368783,70.2,49.1,80.9,73.1,87.0,67.7,44.2,78.3,74.3,85.7,5.3,0.5,6.3,2.8,12.7
2021-11-16,Schleswig-Holstein,01,4318245,2168503,2098997,181131,74.5,62.9,86.5,80.1,90.0,72.1,57.0,84.0,80.8,89.7,6.2,0.2,7.4,2.9,15.5
2021-11-16,Hamburg,02,2752014,1392050,1355593,96013,75.1,50.8,87.3,82.0,88.4,73.2,46.4,85.2,84.5,87.0,5.2,0.5,6.2,3.3,13.4
2021-11-16,Niedersachsen,03,11359260,5801325,5565683,407417,72.5,56.5,83.2,73.4,90.1,69.5,51.0,80.0,75.6,88.2,5.1,0.5,6.1,2.9,12.0
2021-11-16,Bremen,04,1102535,556293,539551,51413,81.8,53.4,94.6,90.7,94.5,79.3,49.0,91.9,91.4,92.9,7.6,0.3,9.0,4.3,18.7
2021-11-16,Nordrhein-Westfalen,05,26321277,13344274,12743278,1001716,74.4,56.6,85.7,77.9,90.5,71.1,51.7,82.0,78.6,88.6,5.6,0.6,6.7,3.2,13.4
2021-11-16,Hessen,06,8679141,4404782,4203986,305358,70.0,49.5,80.9,73.8,87.0,66.8,44.0,77.4,73.9,84.4,4.9,0.4,5.8,2.6,12.3
2021-11-16,Rheinland-Pfalz,07,5752627,2932354,2764126,212505,71.5,51.4,82.2,73.3,89.6,67.4,44.8,77.8,73.1,86.3,5.2,0.6,6.2,2.6,12.6
2021-11-16,Baden-Württemberg,08,14854818,7481876,7302392,507839,67.4,44.6,78.1,70.7,85.5,65.8,40.7,76.5,72.7,84.1,4.6,0.4,5.5,2.3,12.0
2021-11-16,Bayern,09,17715619,8870083,8634675,678497,67.5,47.1,77.9,70.9,84.7,65.7,41.7,76.1,72.5,83.4,5.2,0.4,6.2,3.1,12.3
2021-11-16,Saarland,10,1493887,751452,729658,57735,76.4,53.0,86.6,78.1,90.9,74.2,47.7,84.3,80.7,90.2,5.9,0.8,6.8,2.7,13.5
2021-11-16,Berlin,11,5262519,2585067,2502069,291696,70.6,47.7,81.8,74.3,89.4,68.3,43.7,79.3,75.4,88.5,8.0,0.6,9.5,3.1,24.4
2021-11-16,Brandenburg,12,3158196,1607734,1553561,101565,63.5,35.9,73.0,61.4,80.3,61.4,32.0,71.0,64.2,81.2,4.0,0.4,4.7,2.4,8.3
2021-11-16,Mecklenburg-Vorpommern,13,2169133,1094072,1063264,73699,67.9,36.2,78.0,68.2,85.6,66.0,30.8,76.1,69.7,85.4,4.6,0.3,5.4,2.4,9.8
2021-11-16,Sachsen,14,4825247,2421828,2335049,165657,59.7,30.7,69.0,59.4,78.5,57.6,27.5,66.8,58.5,79.1,4.1,0.4,4.8,1.9,9.2
2021-11-16,Sachsen-Anhalt,15,2819680,1426658,1396806,98131,65.4,33.3,74.9,63.3,82.7,64.1,28.7,73.5,65.8,84.4,4.5,0.4,5.3,2.3,9.3
2021-11-16,Thüringen,16,2698191,1334316,1306177,136330,62.9,34.4,72.3,61.8,81.4,61.6,30.7,70.9,62.9,82.4,6.4,0.3,7.6,3.4,13.6
2021-11-16,Bundesressorts,17,374346,194018,186364,2081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
