Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_05bis11_min1,Impfungen_gesamt_voll,Impfungen_gesamt_boost,Impfquote_gesamt_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_voll,Impfquote_12bis17_voll,Impfquote_18plus_voll,Impfquote_18bis59_voll,Impfquote_60plus_voll,Impfquote_gesamt_boost,Impfquote_12bis17_boost,Impfquote_18plus_boost,Impfquote_18bis59_boost,Impfquote_60plus_boost
2021-12-23,Deutschland,00,146465806,61395173,289603,58872087,29765775,73.8,59.1,84.2,77.3,88.2,70.8,51.7,81.5,78.5,87.1,35.8,4.6,42.6,33.8,59.1
2021-12-23,Schleswig-Holstein,01,5402679,2257492,8244,2188470,1090123,77.6,74.0,89.1,83.5,90.9,75.2,64.9,87.2,84.8,91.4,37.5,2.6,44.6,33.6,63.9
2021-12-23,Hamburg,02,3334387,1463681,6410,1419857,556897,79.0,59.5,91.0,86.5,89.5,76.6,54.4,88.9,89.2,88.2,30.1,4.0,35.9,29.2,52.9
2021-12-23,Niedersachsen,03,14521992,6053401,26409,5801308,3097841,75.6,65.2,86.0,77.1,91.0,72.5,58.0,83.1,79.7,89.4,38.7,5.8,46.1,38.1,60.7
2021-12-23,Bremen,04,1353892,589854,2465,562086,249129,86.7,61.2,99.5,97.1,96.4,82.6,55.2,95.5,95.9,94.5,36.6,2.2,43.7,33.9,63.7
2021-12-23,Nordrhein-Westfalen,05,33309596,13922132,84968,13246814,6942218,77.7,65.1,88.4,81.4,91.5,73.9,58.1,84.9,82.4,89.9,38.7,4.9,46.2,37.0,64.0
2021-12-23,Hessen,06,10799902,4633350,15457,4385214,2029927,73.6,58.6,84.3,78.2,88.2,69.7,50.9,80.4,77.8,85.6,32.3,4.5,38.5,30.6,54.4
2021-12-23,Rheinland-Pfalz,07,7292586,3067195,13522,2872165,1518625,74.8,61.2,85.1,77.0,90.6,70.1,52.0,80.4,76.6,87.3,37.1,4.9,44.0,35.1,60.1
2021-12-23,Baden-Württemberg,08,19160956,7922951,35893,7679470,4031728,71.4,55.7,81.7,75.1,86.9,69.2,47.8,80.0,77.3,85.7,36.3,5.6,43.4,35.7,58.9
2021-12-23,Bayern,09,22684504,9399351,54345,9135649,4650349,71.5,60.3,81.4,75.3,86.1,69.5,52.2,79.9,77.4,85.1,35.4,4.2,42.1,32.9,60.8
2021-12-23,Saarland,10,1912670,786686,2412,757617,417094,79.9,63.0,89.9,82.5,91.8,77.0,54.7,87.2,84.8,91.2,42.4,6.1,49.4,39.7,65.1
2021-12-23,Berlin,11,6542318,2738846,21924,2610754,1318124,74.7,58.4,85.5,78.6,90.8,71.3,52.1,82.4,79.2,89.8,36.0,4.7,42.9,33.1,65.7
2021-12-23,Brandenburg,12,3982832,1700091,4525,1624679,769793,67.2,45.4,76.5,66.1,81.6,64.2,38.4,73.9,68.2,82.6,30.4,3.4,36.0,27.0,49.5
2021-12-23,Mecklenburg-Vorpommern,13,2731747,1158753,1810,1114251,524121,71.9,48.4,81.9,73.6,86.8,69.2,38.9,79.3,74.2,86.9,32.5,3.5,38.2,27.5,53.8
2021-12-23,Sachsen,14,6041187,2554055,4213,2437025,1150658,63.0,37.7,72.4,63.7,80.1,60.1,32.8,69.5,62.0,80.5,28.4,3.4,33.5,24.2,47.4
2021-12-23,Sachsen-Anhalt,15,3544990,1514166,2352,1470102,668068,69.4,43.0,78.9,69.1,84.0,67.4,35.4,77.1,70.6,86.2,30.6,3.5,35.8,24.4,51.6
2021-12-23,Thüringen,16,3381437,1434598,4635,1377346,662680,67.7,43.6,77.0,68.2,83.4,65.0,37.9,74.4,67.8,83.9,31.3,2.3,36.8,26.4,51.6
2021-12-23,Bundesressorts,17,468131,198571,19,189280,88400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
