Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_voll,Impfungen_gesamt_boost,Impfquote_gesamt_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_voll,Impfquote_12bis17_voll,Impfquote_18plus_voll,Impfquote_18bis59_voll,Impfquote_60plus_voll
2021-10-03,Deutschland,00,108055827,56681808,53770718,797972,68.2,42.1,78.9,70.6,86.3,64.7,35.0,75.2,70.4,84.4
2021-10-03,Schleswig-Holstein,01,4071992,2120476,2029883,48759,72.8,56.6,84.6,77.6,89.3,69.7,49.8,81.2,77.1,88.5
2021-10-03,Hamburg,02,2535889,1334133,1273958,9652,72.0,40.8,84.1,78.1,87.5,68.8,33.4,80.7,78.9,85.4
2021-10-03,Niedersachsen,03,10645211,5669009,5346923,34755,70.8,49.8,81.7,71.5,89.6,66.8,41.8,77.4,72.1,87.0
2021-10-03,Bremen,04,1019747,538112,512627,10149,79.1,45.5,91.9,87.1,93.8,75.4,37.3,87.9,86.0,91.7
2021-10-03,Nordrhein-Westfalen,05,24705019,13038667,12203880,206415,72.7,50.4,84.1,75.8,89.9,68.1,42.4,79.0,74.7,87.4
2021-10-03,Hessen,06,8142607,4279352,4021640,66690,68.0,42.5,78.9,71.3,86.3,63.9,34.9,74.5,70.2,83.2
2021-10-03,Rheinland-Pfalz,07,5418222,2865215,2654701,47253,69.9,44.4,80.7,71.3,89.1,64.8,34.8,75.2,69.7,85.1
2021-10-03,Baden-Württemberg,08,13967446,7266631,6982436,130384,65.4,38.6,76.1,68.3,84.9,62.9,32.4,73.6,69.0,82.9
2021-10-03,Bayern,09,16376897,8528242,8185345,94368,64.9,38.2,75.3,67.6,83.9,62.3,31.4,72.6,68.0,82.1
2021-10-03,Saarland,10,1398309,731839,701055,7917,74.4,45.1,84.7,75.5,90.3,71.2,36.5,81.5,76.8,89.2
2021-10-03,Berlin,11,4793608,2476661,2363027,60641,67.6,38.5,78.8,71.1,88.0,64.5,33.2,75.4,70.7,86.5
2021-10-03,Brandenburg,12,2957028,1558948,1484177,13340,61.6,29.0,71.1,59.3,79.4,58.6,23.3,68.3,60.8,79.6
2021-10-03,Mecklenburg-Vorpommern,13,2029242,1060298,1016146,10653,65.8,28.4,76.0,65.5,84.9,63.1,22.1,73.2,65.7,84.0
2021-10-03,Sachsen,14,4501110,2348080,2230294,16546,57.9,25.5,67.2,57.0,77.7,55.0,20.2,64.2,55.1,77.6
2021-10-03,Sachsen-Anhalt,15,2643273,1385128,1334235,22233,63.5,26.3,73.0,60.9,82.1,61.2,20.1,70.7,61.9,82.9
2021-10-03,Thüringen,16,2480797,1288170,1245872,18037,60.8,27.3,70.1,58.9,80.5,58.8,23.0,68.0,59.1,80.8
2021-10-03,Bundesressorts,17,369430,192847,184519,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
