Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_05bis11_min1,Impfungen_gesamt_voll,Impfungen_gesamt_boost,Impfquote_gesamt_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_voll,Impfquote_12bis17_voll,Impfquote_18plus_voll,Impfquote_18bis59_voll,Impfquote_60plus_voll,Impfquote_gesamt_boost,Impfquote_12bis17_boost,Impfquote_18plus_boost,Impfquote_18bis59_boost,Impfquote_60plus_boost
2021-12-30,Deutschland,00,149345195,61670050,414615,59174944,32074297,74.2,59.8,84.4,77.5,88.3,71.2,52.6,81.9,79.0,87.2,38.6,5.8,45.8,37.4,61.7
2021-12-30,Schleswig-Holstein,01,5516276,2267026,14163,2197448,1185255,77.9,74.6,89.2,83.6,91.0,75.5,65.6,87.5,85.2,91.5,40.7,3.5,48.4,37.8,67.1
2021-12-30,Hamburg,02,3397017,1469455,9438,1425858,608105,79.3,60.2,91.1,86.7,89.5,77.0,55.1,89.2,89.6,88.3,32.8,4.7,39.2,32.7,55.6
2021-12-30,Niedersachsen,03,14836435,6074786,37690,5823689,3368798,75.9,65.6,86.1,77.2,91.0,72.8,58.6,83.4,80.0,89.5,42.1,7.2,50.0,42.4,64.1
2021-12-30,Bremen,04,1382311,593022,3645,565057,271570,87.2,62.0,99.8,97.5,96.5,83.1,55.9,95.9,96.5,94.7,39.9,2.6,47.6,37.9,67.4
2021-12-30,Nordrhein-Westfalen,05,33877177,13981007,118144,13300545,7398518,78.0,65.7,88.6,81.5,91.6,74.2,58.9,85.2,82.8,90.0,41.3,5.8,49.2,40.4,66.3
2021-12-30,Hessen,06,11008359,4658329,27557,4404280,2194901,74.0,59.3,84.5,78.4,88.3,70.0,51.6,80.7,78.2,85.7,34.9,5.4,41.6,33.7,57.3
2021-12-30,Rheinland-Pfalz,07,7424029,3076455,17706,2885102,1628032,75.1,61.8,85.2,77.2,90.7,70.4,53.0,80.7,77.0,87.4,39.7,5.8,47.1,38.6,62.6
2021-12-30,Baden-Württemberg,08,19633004,7967705,52493,7725657,4414305,71.8,56.6,82.0,75.5,87.0,69.6,49.0,80.5,77.8,85.8,39.8,8.5,47.3,40.1,61.9
2021-12-30,Bayern,09,23148344,9444681,74962,9196273,5009282,71.9,61.2,81.5,75.5,86.1,70.0,53.7,80.4,78.0,85.2,38.1,5.3,45.3,36.5,63.3
2021-12-30,Saarland,10,1951383,789484,3742,760678,450031,80.2,63.7,90.1,82.6,91.9,77.3,55.5,87.5,85.2,91.3,45.7,7.3,53.3,44.0,68.3
2021-12-30,Berlin,11,6667625,2755283,29815,2627868,1410539,75.2,59.1,85.7,78.9,90.9,71.7,52.9,82.9,79.8,90.0,38.5,6.1,45.8,36.4,67.8
2021-12-30,Brandenburg,12,4048132,1705301,5955,1632253,822500,67.4,46.1,76.7,66.3,81.7,64.5,39.3,74.2,68.6,82.7,32.5,4.0,38.4,29.7,51.6
2021-12-30,Mecklenburg-Vorpommern,13,2781321,1162043,2681,1120892,563826,72.1,49.2,82.0,73.8,86.9,69.6,40.2,79.8,74.8,87.0,35.0,4.1,41.1,30.5,56.5
2021-12-30,Sachsen,14,6142199,2565479,6502,2451251,1226223,63.2,38.5,72.6,64.0,80.2,60.4,33.4,69.8,62.5,80.7,30.2,3.7,35.7,26.4,49.6
2021-12-30,Sachsen-Anhalt,15,3621052,1520015,3143,1481907,726560,69.7,44.0,79.1,69.4,84.0,68.0,36.6,77.7,71.5,86.3,33.3,3.9,38.9,27.8,54.4
2021-12-30,Thüringen,16,3439453,1441077,6960,1386610,705120,68.0,44.2,77.2,68.4,83.5,65.4,39.0,74.9,68.5,84.1,33.3,2.5,39.1,28.9,53.7
2021-12-30,Bundesressorts,17,471078,198902,19,189576,90732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
