Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_voll,Impfungen_gesamt_boost,Impfquote_gesamt_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_voll,Impfquote_12bis17_voll,Impfquote_18plus_voll,Impfquote_18bis59_voll,Impfquote_60plus_voll,Impfquote_gesamt_boost,Impfquote_12bis17_boost,Impfquote_18plus_boost,Impfquote_18bis59_boost,Impfquote_60plus_boost
2021-11-01,Deutschland,00,112022911,57742992,55501328,2086605,69.4,46.3,80.2,72.2,86.7,66.7,41.7,77.3,73.1,85.3,2.5,0.2,3.0,1.2,6.3
2021-11-01,Schleswig-Holstein,01,4213383,2153465,2081354,108305,74.0,60.3,85.9,79.3,89.8,71.5,55.2,83.3,79.9,89.4,3.7,0.1,4.4,1.6,9.5
2021-11-01,Hamburg,02,2662409,1375003,1332556,44291,74.2,47.6,86.3,80.8,88.2,71.9,43.1,83.9,82.9,86.6,2.4,0.2,2.9,1.4,6.5
2021-11-01,Niedersachsen,03,10984870,5752202,5485545,159663,71.9,53.8,82.6,72.7,89.9,68.5,47.8,79.1,74.3,87.7,2.0,0.2,2.4,1.0,4.9
2021-11-01,Bremen,04,1066819,551794,532422,26537,81.1,51.4,93.9,89.9,94.2,78.3,46.0,90.8,90.0,92.6,3.9,0.1,4.7,2.3,9.4
2021-11-01,Nordrhein-Westfalen,05,25553833,13238749,12581770,494925,73.9,54.1,85.2,77.2,90.3,70.2,49.2,81.1,77.4,88.2,2.8,0.4,3.3,1.6,6.6
2021-11-01,Hessen,06,8420904,4355049,4147588,149869,69.2,46.7,80.1,72.8,86.7,65.9,41.4,76.5,72.7,84.1,2.4,0.2,2.9,1.1,6.3
2021-11-01,Rheinland-Pfalz,07,5593628,2909681,2730399,107903,71.0,48.9,81.7,72.6,89.5,66.6,41.9,77.0,72.0,85.9,2.6,0.4,3.1,1.1,6.8
2021-11-01,Baden-Württemberg,08,14464005,7402551,7209979,279406,66.7,42.3,77.4,69.8,85.3,64.9,38.7,75.6,71.6,83.8,2.5,0.2,3.0,1.0,7.1
2021-11-01,Bayern,09,17075351,8730410,8493656,305090,66.4,42.8,76.9,69.6,84.4,64.6,39.0,75.0,71.0,83.0,2.3,0.2,2.8,1.3,5.8
2021-11-01,Saarland,10,1444255,745033,720420,23168,75.7,50.2,86.0,77.2,90.7,73.2,44.2,83.4,79.4,89.8,2.4,0.2,2.8,0.8,5.9
2021-11-01,Berlin,11,5040148,2538612,2452080,162009,69.3,43.8,80.5,72.9,89.0,66.9,40.5,77.9,73.6,87.9,4.4,0.3,5.3,1.1,15.0
2021-11-01,Brandenburg,12,3062285,1592350,1533743,39583,62.9,33.4,72.4,60.7,80.1,60.6,29.5,70.2,63.2,80.8,1.6,0.2,1.9,1.0,3.1
2021-11-01,Mecklenburg-Vorpommern,13,2102738,1082510,1049528,31686,67.2,33.2,77.4,67.3,85.4,65.2,28.5,75.2,68.5,85.0,2.0,0.1,2.3,1.0,4.2
2021-11-01,Sachsen,14,4654360,2393310,2302367,54893,59.0,28.5,68.3,58.5,78.2,56.8,25.4,66.0,57.4,78.6,1.4,0.1,1.6,0.4,3.4
2021-11-01,Sachsen-Anhalt,15,2730452,1410711,1375149,45408,64.7,30.4,74.2,62.4,82.5,63.1,26.0,72.5,64.4,83.9,2.1,0.2,2.4,1.0,4.4
2021-11-01,Thüringen,16,2581701,1317969,1287164,53183,62.2,31.6,71.5,60.8,81.1,60.7,28.2,70.0,61.7,81.9,2.5,0.1,3.0,1.0,5.7
2021-11-01,Bundesressorts,17,371770,193593,185608,686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
