Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_voll,Impfungen_gesamt_boost,Impfquote_gesamt_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_voll,Impfquote_12bis17_voll,Impfquote_18plus_voll,Impfquote_18bis59_voll,Impfquote_60plus_voll,Impfquote_gesamt_boost,Impfquote_12bis17_boost,Impfquote_18plus_boost,Impfquote_18bis59_boost,Impfquote_60plus_boost
2021-11-22,Deutschland,00,117983985,58697074,56570199,6106025,70.6,50.4,81.3,73.6,87.1,68.0,45.0,78.6,74.8,85.9,7.3,0.7,8.8,4.4,16.9
2021-11-22,Schleswig-Holstein,01,4399751,2178190,2107297,245226,74.8,64.2,86.8,80.5,90.1,72.4,57.8,84.3,81.2,89.8,8.4,0.3,10.1,4.4,20.0
2021-11-22,Hamburg,02,2803078,1401315,1364649,131181,75.6,52.0,87.8,82.6,88.5,73.7,47.7,85.7,85.2,87.2,7.1,0.8,8.5,4.9,17.6
2021-11-22,Niedersachsen,03,11572798,5825008,5590260,574062,72.8,57.6,83.5,73.8,90.2,69.8,51.8,80.4,76.0,88.3,7.2,0.8,8.6,4.3,16.3
2021-11-22,Bremen,04,1123021,558942,541797,67254,82.2,54.5,95.0,91.3,94.6,79.7,49.9,92.2,91.8,93.1,9.9,0.4,11.8,5.7,24.3
2021-11-22,Nordrhein-Westfalen,05,26822238,13400687,12800701,1392643,74.8,57.6,86.0,78.3,90.6,71.4,52.4,82.3,79.0,88.7,7.8,0.8,9.3,4.8,17.9
2021-11-22,Hessen,06,8836052,4430348,4224211,418083,70.4,50.7,81.3,74.3,87.1,67.1,44.8,77.7,74.3,84.6,6.6,0.7,7.9,4.0,15.9
2021-11-22,Rheinland-Pfalz,07,5852654,2944440,2776721,289109,71.8,52.5,82.5,73.6,89.7,67.8,45.7,78.1,73.5,86.4,7.1,0.9,8.4,4.0,16.4
2021-11-22,Baden-Württemberg,08,15146529,7528769,7342556,717964,67.8,45.8,78.5,71.2,85.7,66.1,41.4,76.8,73.2,84.3,6.5,0.6,7.8,3.8,15.8
2021-11-22,Bayern,09,18159012,8943917,8695102,994475,68.1,49.3,78.4,71.6,84.9,66.2,42.8,76.6,73.1,83.7,7.6,0.6,9.0,5.1,17.0
2021-11-22,Saarland,10,1525706,755759,732655,82733,76.8,54.5,87.0,78.7,91.0,74.5,48.4,84.6,81.1,90.3,8.4,1.0,9.8,4.5,18.4
2021-11-22,Berlin,11,5383867,2603674,2516289,381236,71.1,49.5,82.3,74.9,89.6,68.7,44.6,79.8,75.9,88.7,10.4,0.9,12.4,5.1,29.5
2021-11-22,Brandenburg,12,3221680,1616123,1560762,150276,63.9,37.0,73.3,61.8,80.5,61.7,32.7,71.3,64.6,81.4,5.9,0.6,7.0,3.7,12.0
2021-11-22,Mecklenburg-Vorpommern,13,2218299,1101541,1069408,109879,68.4,37.8,78.5,68.8,85.8,66.4,31.8,76.5,70.2,85.6,6.8,0.5,8.0,4.0,14.0
2021-11-22,Sachsen,14,4898412,2431862,2342538,221569,59.9,31.3,69.3,59.7,78.6,57.7,27.9,67.0,58.8,79.2,5.5,0.6,6.5,2.9,11.7
2021-11-22,Sachsen-Anhalt,15,2879048,1435784,1404056,141524,65.8,34.6,75.3,64.0,82.8,64.4,29.4,73.9,66.2,84.6,6.5,0.7,7.6,3.7,13.0
2021-11-22,Thüringen,16,2764458,1346532,1314644,184048,63.5,35.9,72.9,62.6,81.6,62.0,31.7,71.3,63.5,82.5,8.7,0.4,10.2,5.0,17.7
2021-11-22,Bundesressorts,17,377382,194183,186553,4763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
