Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_voll,Impfungen_gesamt_boost,Impfquote_gesamt_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_voll,Impfquote_12bis17_voll,Impfquote_18plus_voll,Impfquote_18bis59_voll,Impfquote_60plus_voll,Impfquote_gesamt_boost,Impfquote_12bis17_boost,Impfquote_18plus_boost,Impfquote_18bis59_boost,Impfquote_60plus_boost
2021-11-03,Deutschland,00,112530363,57835987,55647310,2361925,69.6,46.7,80.3,72.4,86.8,66.9,42.2,77.5,73.3,85.4,2.8,0.3,3.4,1.4,7.2
2021-11-03,Schleswig-Holstein,01,4235382,2156492,2085856,122869,74.1,60.9,86.1,79.4,89.8,71.7,55.8,83.5,80.1,89.4,4.2,0.1,5.0,1.8,10.8
2021-11-03,Hamburg,02,2676220,1377457,1337075,51354,74.4,48.1,86.5,81.0,88.2,72.2,43.9,84.2,83.2,86.7,2.8,0.2,3.3,1.6,7.6
2021-11-03,Niedersachsen,03,11046604,5760517,5502797,196166,72.0,54.3,82.7,72.8,90.0,68.8,48.5,79.3,74.6,87.8,2.5,0.3,2.9,1.2,6.0
2021-11-03,Bremen,04,1072005,552530,533861,29666,81.2,51.8,94.0,90.0,94.3,78.5,46.7,91.0,90.2,92.6,4.4,0.2,5.2,2.6,10.6
2021-11-03,Nordrhein-Westfalen,05,25668421,13257960,12615627,557609,74.0,54.6,85.3,77.3,90.3,70.4,49.8,81.3,77.6,88.3,3.1,0.4,3.7,1.7,7.5
2021-11-03,Hessen,06,8461484,4362632,4158884,171944,69.3,47.1,80.2,73.0,86.7,66.1,42.0,76.7,72.9,84.1,2.7,0.2,3.3,1.3,7.2
2021-11-03,Rheinland-Pfalz,07,5616753,2913881,2737473,120164,71.1,49.4,81.8,72.7,89.5,66.8,42.6,77.1,72.2,86.0,2.9,0.4,3.5,1.3,7.5
2021-11-03,Baden-Württemberg,08,14504347,7411641,7222492,299040,66.8,42.6,77.4,69.9,85.4,65.0,39.0,75.7,71.7,83.8,2.7,0.2,3.2,1.1,7.5
2021-11-03,Bayern,09,17140313,8744663,8513063,337585,66.5,43.3,77.0,69.7,84.5,64.8,39.4,75.1,71.2,83.1,2.6,0.2,3.1,1.4,6.5
2021-11-03,Saarland,10,1450350,745894,722192,26699,75.8,50.6,86.1,77.3,90.7,73.4,44.9,83.6,79.6,89.9,2.7,0.2,3.2,1.0,6.7
2021-11-03,Berlin,11,5077910,2547989,2463393,180252,69.5,44.5,80.7,73.1,89.1,67.2,41.1,78.2,74.0,88.0,4.9,0.3,5.9,1.3,16.5
2021-11-03,Brandenburg,12,3077153,1595036,1538095,47556,63.0,33.8,72.5,60.8,80.2,60.8,30.1,70.4,63.4,80.9,1.9,0.2,2.2,1.2,3.8
2021-11-03,Mecklenburg-Vorpommern,13,2111425,1084207,1051643,36666,67.3,33.7,77.5,67.4,85.4,65.3,28.9,75.4,68.7,85.1,2.3,0.1,2.7,1.2,4.9
2021-11-03,Sachsen,14,4678533,2397571,2309557,67771,59.1,28.8,68.4,58.6,78.2,56.9,26.0,66.1,57.7,78.7,1.7,0.2,2.0,0.5,4.2
2021-11-03,Sachsen-Anhalt,15,2743702,1413556,1379440,51768,64.8,30.9,74.3,62.6,82.5,63.3,26.6,72.7,64.7,84.0,2.4,0.2,2.8,1.1,5.1
2021-11-03,Thüringen,16,2597758,1320303,1290178,64038,62.3,32.1,71.6,60.9,81.1,60.9,28.6,70.1,61.9,82.0,3.0,0.1,3.6,1.3,6.8
2021-11-03,Bundesressorts,17,372003,193658,185684,778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
