Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_voll,Impfungen_gesamt_boost,Impfquote_gesamt_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_voll,Impfquote_12bis17_voll,Impfquote_18plus_voll,Impfquote_18bis59_voll,Impfquote_60plus_voll,Impfquote_gesamt_boost,Impfquote_12bis17_boost,Impfquote_18plus_boost,Impfquote_18bis59_boost,Impfquote_60plus_boost
2021-11-29,Deutschland,00,122468863,59305574,56956469,9658740,71.3,52.5,82.1,74.6,87.3,68.5,46.1,79.1,75.4,86.1,11.6,1.1,13.8,8.2,24.5
2021-11-29,Schleswig-Holstein,01,4524318,2192930,2116847,346329,75.3,65.7,87.3,81.1,90.2,72.7,58.7,84.6,81.6,90.0,11.9,0.4,14.2,7.3,26.3
2021-11-29,Hamburg,02,2888679,1418615,1377979,191408,76.6,53.6,88.8,83.9,88.8,74.4,49.0,86.5,86.2,87.4,10.3,1.3,12.4,7.7,24.1
2021-11-29,Niedersachsen,03,11979784,5880487,5628094,891349,73.5,59.5,84.2,74.7,90.4,70.3,52.8,80.9,76.7,88.5,11.1,1.2,13.3,7.8,23.4
2021-11-29,Bremen,04,1153462,564270,545170,89608,83.0,55.4,95.8,92.4,94.8,80.2,51.0,92.8,92.5,93.3,13.2,0.5,15.7,8.3,30.9
2021-11-29,Nordrhein-Westfalen,05,27795773,13477113,12852512,2246315,75.2,59.3,86.4,78.8,90.6,71.7,53.4,82.6,79.4,88.8,12.5,1.2,15.0,9.0,26.5
2021-11-29,Hessen,06,9126361,4480341,4253123,633896,71.2,52.4,82.1,75.4,87.4,67.6,45.8,78.2,74.9,84.8,10.1,1.1,12.0,7.0,22.0
2021-11-29,Rheinland-Pfalz,07,6064102,2971051,2794210,459174,72.5,54.5,83.1,74.5,89.9,68.2,46.8,78.5,74.0,86.6,11.2,1.3,13.3,7.5,23.8
2021-11-29,Baden-Württemberg,08,15789444,7631369,7404113,1208225,68.7,48.3,79.4,72.4,85.9,66.7,42.4,77.5,74.0,84.5,10.9,1.1,13.0,7.8,23.7
2021-11-29,Bayern,09,18983000,9056725,8772118,1638838,68.9,52.2,79.2,72.7,85.2,66.8,44.1,77.2,73.8,83.9,12.5,1.1,14.9,9.4,26.0
2021-11-29,Saarland,10,1583479,763514,737206,129528,77.6,56.3,87.8,79.8,91.2,74.9,49.5,85.1,81.8,90.5,13.2,1.3,15.4,8.3,26.8
2021-11-29,Berlin,11,5590130,2637955,2535897,536048,72.0,51.7,83.3,76.1,90.0,69.2,45.9,80.3,76.6,88.9,14.6,1.5,17.5,9.0,37.2
2021-11-29,Brandenburg,12,3341374,1633342,1571176,244003,64.5,38.8,74.0,62.8,80.7,62.1,33.6,71.7,65.2,81.6,9.6,0.9,11.4,6.6,18.7
2021-11-29,Mecklenburg-Vorpommern,13,2304511,1118218,1078049,172145,69.4,40.4,79.5,70.4,86.0,66.9,33.2,77.0,71.0,85.9,10.7,0.7,12.6,7.0,20.7
2021-11-29,Sachsen,14,5086687,2457209,2358037,369879,60.6,32.8,70.0,60.6,78.9,58.1,28.8,67.4,59.3,79.4,9.1,0.8,10.8,5.8,18.2
2021-11-29,Sachsen-Anhalt,15,3001938,1459577,1416932,229931,66.9,36.9,76.4,65.6,83.1,65.0,30.6,74.5,67.1,84.9,10.5,1.1,12.3,6.9,19.9
2021-11-29,Thüringen,16,2869017,1368159,1328017,258830,64.5,37.6,74.0,64.1,82.0,62.6,32.9,72.0,64.4,82.8,12.2,0.6,14.4,7.8,23.8
2021-11-29,Bundesressorts,17,386804,194699,186989,13234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
