Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_voll,Impfungen_gesamt_boost,Impfquote_gesamt_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_voll,Impfquote_12bis17_voll,Impfquote_18plus_voll,Impfquote_18bis59_voll,Impfquote_60plus_voll
2021-09-23,Deutschland,00,106623426,56197198,53004938,543573,67.6,40.3,78.4,69.9,86.1,63.7,31.4,74.4,69.2,84.1
2021-09-23,Schleswig-Holstein,01,4015751,2106154,1999777,35456,72.4,55.0,84.1,76.9,89.2,68.7,44.4,80.2,75.7,88.2
2021-09-23,Hamburg,02,2491675,1316241,1248355,5911,71.1,38.3,83.1,76.9,87.2,67.4,29.0,79.3,77.1,84.9
2021-09-23,Niedersachsen,03,10525609,5625980,5276604,19972,70.3,48.0,81.2,70.8,89.5,65.9,37.7,76.6,71.1,86.8
2021-09-23,Bremen,04,1006042,533105,504933,8001,78.4,43.5,91.1,86.1,93.6,74.2,33.0,86.8,84.6,91.4
2021-09-23,Nordrhein-Westfalen,05,24342133,12931169,11998556,140868,72.1,48.6,83.5,75.1,89.7,66.9,37.4,78.0,73.3,87.1
2021-09-23,Hessen,06,8027854,4237749,3962479,47510,67.3,40.7,78.3,70.6,86.0,63.0,30.9,73.7,69.0,82.9
2021-09-23,Rheinland-Pfalz,07,5333881,2837140,2614661,26394,69.2,41.9,80.1,70.5,88.9,63.8,30.3,74.3,68.5,84.8
2021-09-23,Baden-Württemberg,08,13808534,7207913,6908207,95545,64.9,36.9,75.6,67.6,84.7,62.2,30.2,72.9,68.1,82.6
2021-09-23,Bayern,09,16165153,8449919,8070012,64871,64.3,36.2,74.7,66.9,83.7,61.4,28.5,71.8,66.9,81.7
2021-09-23,Saarland,10,1381659,725884,691851,5232,73.8,42.8,84.1,74.7,90.2,70.3,32.1,80.7,75.6,88.9
2021-09-23,Berlin,11,4722898,2457727,2331323,38945,67.1,36.8,78.2,70.5,87.8,63.6,29.8,74.6,69.6,86.2
2021-09-23,Brandenburg,12,2915632,1543857,1460614,8700,61.0,27.3,70.5,58.7,79.0,57.7,20.6,67.4,59.7,79.0
2021-09-23,Mecklenburg-Vorpommern,13,2004140,1052121,1001597,6895,65.3,27.0,75.5,64.8,84.7,62.2,19.7,72.2,64.5,83.5
2021-09-23,Sachsen,14,4448342,2328956,2201367,10180,57.4,24.3,66.7,56.4,77.4,54.3,18.1,63.4,54.2,77.1
2021-09-23,Sachsen-Anhalt,15,2612272,1373844,1318816,15917,63.0,24.7,72.5,60.2,81.9,60.5,18.0,70.0,60.9,82.6
2021-09-23,Thüringen,16,2453161,1276834,1231734,13027,60.2,25.9,69.6,58.2,80.3,58.1,21.4,67.3,58.2,80.4
2021-09-23,Bundesressorts,17,368690,192605,184052,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
