Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_voll,Impfungen_gesamt_boost,Impfquote_gesamt_min1,Impfquote_05bis17_min1,Impfquote_05bis11_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_voll,Impfquote_05bis17_voll,Impfquote_05bis11_voll,Impfquote_12bis17_voll,Impfquote_18plus_voll,Impfquote_18bis59_voll,Impfquote_60plus_voll,Impfquote_gesamt_boost,Impfquote_12bis17_boost,Impfquote_18plus_boost,Impfquote_18bis59_boost,Impfquote_60plus_boost
2022-03-02,Deutschland,00,170178310,63479876,62775453,47529008,76.3,41.3,21.0,65.0,85.7,79.2,88.8,75.5,37.6,16.8,61.9,85.2,83.4,88.6,57.2,27.7,66.6,60.8,77.5
2022-03-02,Schleswig-Holstein,01,6509371,2336530,2335789,1970812,80.3,53.5,28.8,81.1,90.1,84.7,91.3,80.2,49.2,25.3,76.0,90.6,89.4,92.8,67.7,39.2,76.1,69.3,88.0
2022-03-02,Hamburg,02,4023441,1531605,1524299,1075541,82.7,44.3,26.8,66.5,93.3,89.2,90.8,82.3,40.2,21.0,64.4,93.4,94.5,90.8,58.1,25.4,68.3,64.6,77.6
2022-03-02,Niedersachsen,03,16943564,6259326,6173220,4943648,78.2,46.6,25.5,70.2,87.2,78.7,91.4,77.1,42.0,19.9,66.8,86.6,84.4,90.6,61.8,35.5,71.8,66.8,80.9
2022-03-02,Bremen,04,1596963,612094,602566,430457,90.0,42.9,21.5,68.1,101.9,100.2,97.1,88.6,39.3,17.1,65.5,100.7,102.9,96.2,63.3,24.3,74.2,68.6,85.8
2022-03-02,Nordrhein-Westfalen,05,38327708,14375791,14061681,10699262,80.2,46.8,26.1,70.4,89.7,83.0,92.0,78.4,42.4,20.7,67.1,88.2,86.7,91.1,59.7,30.8,69.7,63.9,80.8
2022-03-02,Hessen,06,12684935,4816907,4663804,3455932,76.5,42.0,22.2,65.1,86.0,80.3,88.8,74.1,37.0,17.0,60.2,83.8,82.3,86.8,54.9,27.6,64.2,59.3,73.9
2022-03-02,Rheinland-Pfalz,07,8413081,3169479,3058059,2352753,77.3,42.9,22.2,66.9,86.5,78.8,91.2,74.6,38.7,17.9,62.8,83.8,81.2,88.6,57.4,30.3,66.7,61.1,76.7
2022-03-02,Baden-Württemberg,08,22114899,8190592,8190543,6214619,73.8,38.6,18.4,61.6,83.2,77.0,87.5,73.8,35.4,14.7,59.0,83.7,82.0,87.2,56.0,28.4,65.5,60.7,75.3
2022-03-02,Bayern,09,26178305,9700368,9769133,7213276,73.8,41.4,20.4,65.9,82.7,77.0,86.6,74.3,38.5,16.9,63.9,83.7,82.3,86.6,54.9,24.6,64.2,58.2,76.4
2022-03-02,Saarland,10,2198687,809722,804721,633752,82.3,42.0,17.8,69.2,91.4,84.5,92.3,81.8,38.3,14.3,65.6,91.3,90.4,92.6,64.4,32.1,73.8,68.2,82.8
2022-03-02,Berlin,11,7648031,2836597,2807275,2134305,77.4,41.7,24.6,64.4,87.1,80.5,91.4,76.6,38.7,21.1,62.0,86.6,84.4,91.8,58.2,28.0,68.2,62.1,82.4
2022-03-02,Brandenburg,12,4652110,1752569,1737217,1275134,69.2,28.6,10.1,51.5,78.0,68.2,82.2,68.6,25.9,7.4,48.7,78.0,73.9,84.3,50.4,17.4,58.8,51.1,70.6
2022-03-02,Mecklenburg-Vorpommern,13,3208065,1193968,1190394,889570,74.1,30.4,9.8,55.6,83.5,75.9,87.4,73.9,26.7,6.5,51.5,83.7,80.4,88.5,55.2,18.6,64.1,54.9,77.6
2022-03-02,Sachsen,14,7028226,2644013,2598913,1886752,65.2,23.1,7.1,43.4,74.3,66.3,81.0,64.1,21.3,5.4,41.4,73.3,67.1,82.5,46.5,13.6,54.5,45.2,68.4
2022-03-02,Sachsen-Anhalt,15,4186771,1565007,1584056,1145624,71.8,27.1,7.9,50.5,80.8,71.9,84.6,72.6,24.3,5.7,46.9,82.2,77.9,88.2,52.5,15.2,60.8,50.2,75.6
2022-03-02,Thüringen,16,3935711,1483573,1479147,1067361,70.0,28.4,10.7,50.3,78.9,70.6,84.3,69.8,26.9,9.1,48.9,78.8,73.8,86.0,50.3,17.0,58.4,48.4,72.7
2022-03-02,Bundesressorts,17,528442,201735,194636,140210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
