Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_voll,Impfungen_gesamt_boost,Impfquote_gesamt_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_voll,Impfquote_12bis17_voll,Impfquote_18plus_voll,Impfquote_18bis59_voll,Impfquote_60plus_voll
2021-10-04,Deutschland,00,108149361,56713234,53818063,817313,68.2,42.2,79.0,70.7,86.3,64.7,35.2,75.3,70.5,84.4
2021-10-04,Schleswig-Holstein,01,4076470,2121842,2032249,49735,72.9,56.7,84.7,77.7,89.4,69.8,49.9,81.3,77.2,88.5
2021-10-04,Hamburg,02,2540484,1336145,1275978,10588,72.1,40.9,84.2,78.3,87.5,68.9,33.5,80.8,79.0,85.4
2021-10-04,Niedersachsen,03,10650644,5671212,5349682,35506,70.9,49.9,81.7,71.5,89.7,66.8,41.9,77.4,72.2,87.0
2021-10-04,Bremen,04,1021142,538608,513380,10444,79.2,45.6,91.9,87.2,93.8,75.5,37.8,88.0,86.2,91.7
2021-10-04,Nordrhein-Westfalen,05,24730708,13046679,12217287,211742,72.8,50.6,84.1,75.9,89.9,68.2,42.7,79.1,74.8,87.4
2021-10-04,Hessen,06,8148231,4280969,4024625,67868,68.0,42.6,78.9,71.4,86.4,64.0,35.1,74.6,70.2,83.2
2021-10-04,Rheinland-Pfalz,07,5421061,2866036,2656099,47974,69.9,44.5,80.7,71.3,89.1,64.8,34.9,75.2,69.8,85.2
2021-10-04,Baden-Württemberg,08,13974193,7268999,6985615,131818,65.5,38.7,76.2,68.3,84.9,62.9,32.5,73.6,69.0,82.9
2021-10-04,Bayern,09,16393472,8534279,8193873,97388,64.9,38.3,75.4,67.7,83.9,62.4,31.6,72.7,68.1,82.1
2021-10-04,Saarland,10,1399589,732344,701696,8158,74.4,45.2,84.8,75.6,90.3,71.3,36.8,81.6,76.9,89.2
2021-10-04,Berlin,11,4801528,2478762,2366464,63235,67.7,38.6,78.8,71.1,88.0,64.6,33.5,75.5,70.8,86.5
2021-10-04,Brandenburg,12,2959292,1559721,1485312,13861,61.6,29.2,71.1,59.3,79.4,58.7,23.5,68.3,60.8,79.7
2021-10-04,Mecklenburg-Vorpommern,13,2030659,1060917,1016917,10812,65.9,28.5,76.1,65.5,84.9,63.1,22.2,73.2,65.8,84.0
2021-10-04,Sachsen,14,4504563,2349371,2232075,17022,57.9,25.6,67.2,57.1,77.7,55.0,20.4,64.2,55.2,77.6
2021-10-04,Sachsen-Anhalt,15,2645214,1385772,1335412,22473,63.5,26.4,73.1,60.9,82.1,61.2,20.3,70.7,62.0,82.9
2021-10-04,Thüringen,16,2482612,1288713,1246846,18492,60.8,27.3,70.1,59.0,80.5,58.8,23.1,68.1,59.1,80.8
2021-10-04,Bundesressorts,17,369499,192865,184553,197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
