Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_05bis11_min1,Impfungen_gesamt_voll,Impfungen_gesamt_boost,Impfquote_gesamt_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_voll,Impfquote_12bis17_voll,Impfquote_18plus_voll,Impfquote_18bis59_voll,Impfquote_60plus_voll,Impfquote_gesamt_boost,Impfquote_12bis17_boost,Impfquote_18plus_boost,Impfquote_18bis59_boost,Impfquote_60plus_boost
2022-01-12,Deutschland,00,156257670,62225649,631757,60141697,37476517,74.8,61.4,84.8,78.0,88.4,72.3,55.5,82.9,80.3,87.6,45.1,10.9,53.3,45.5,67.8
2022-01-12,Schleswig-Holstein,01,5819902,2286345,24476,2233702,1433369,78.5,76.4,89.4,83.9,91.1,76.7,68.5,88.5,86.5,91.9,49.2,9.1,58.2,48.5,75.3
2022-01-12,Hamburg,02,3581804,1483822,17817,1441758,763259,80.1,61.4,91.4,87.0,89.7,77.8,57.4,90.0,90.5,88.7,41.2,8.0,49.1,43.5,63.2
2022-01-12,Niedersachsen,03,15567703,6123895,60569,5909181,3966024,76.5,67.0,86.4,77.6,91.1,73.8,61.1,84.3,81.3,89.8,49.6,13.2,58.6,51.6,71.5
2022-01-12,Bremen,04,1463511,599568,5116,575869,335815,88.2,64.0,100.6,98.5,96.7,84.7,58.5,97.5,98.6,95.2,49.4,6.5,58.7,50.3,75.7
2022-01-12,Nordrhein-Westfalen,05,35344663,14112778,182242,13507850,8529713,78.7,67.3,88.9,82.0,91.7,75.4,61.7,86.1,84.0,90.3,47.6,12.2,56.4,48.2,72.2
2022-01-12,Hessen,06,11534084,4706460,45444,4468554,2609427,74.8,61.0,85.0,79.0,88.4,71.0,53.9,81.6,79.4,86.0,41.5,8.5,49.3,42.1,63.6
2022-01-12,Rheinland-Pfalz,07,7791955,3105831,29401,2935148,1917420,75.8,63.4,85.7,77.7,90.8,71.6,56.4,81.8,78.5,87.8,46.8,11.5,55.2,47.7,68.7
2022-01-12,Baden-Württemberg,08,20494876,8037735,75022,7842727,5091331,72.4,58.4,82.4,76.0,87.2,70.6,51.9,81.4,79.0,86.2,45.9,15.0,54.2,48.1,66.7
2022-01-12,Bayern,09,24101117,9519847,105845,9353336,5730685,72.4,62.8,81.8,75.9,86.3,71.2,57.0,81.4,79.2,85.6,43.6,10.0,51.6,43.7,67.8
2022-01-12,Saarland,10,2052294,796396,5976,772993,531931,80.9,65.7,90.5,83.3,92.0,78.6,58.9,88.7,86.8,91.7,54.1,15.7,62.6,54.6,75.5
2022-01-12,Berlin,11,7003919,2782832,41120,2682602,1665472,75.9,60.8,86.1,79.4,91.0,73.2,55.9,84.0,81.2,90.4,45.5,12.4,53.8,45.4,73.5
2022-01-12,Brandenburg,12,4254939,1720268,9431,1665337,981583,68.0,47.6,77.1,66.9,81.8,65.8,42.6,75.5,70.4,83.2,38.8,6.5,45.7,37.0,58.9
2022-01-12,Mecklenburg-Vorpommern,13,2931754,1171362,4344,1142738,683271,72.7,50.9,82.5,74.5,87.0,70.9,44.0,81.1,76.7,87.5,42.4,6.5,49.7,39.0,65.2
2022-01-12,Sachsen,14,6436419,2591432,10544,2495718,1450287,63.9,40.0,73.1,64.8,80.5,61.5,35.8,70.9,64.0,81.3,35.7,5.2,42.2,32.5,56.5
2022-01-12,Sachsen-Anhalt,15,3768446,1531392,4783,1507124,837557,70.2,45.5,79.5,70.1,84.2,69.1,39.1,78.8,73.1,86.8,38.4,5.2,44.8,33.3,60.8
2022-01-12,Thüringen,16,3616566,1455170,9608,1415911,839181,68.6,46.2,77.8,69.1,83.8,66.8,42.2,76.1,70.2,84.7,39.6,7.2,46.3,36.1,60.9
2022-01-12,Bundesressorts,17,493718,200516,19,191149,110192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
