Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_voll,Impfungen_gesamt_boost,Impfquote_gesamt_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_voll,Impfquote_12bis17_voll,Impfquote_18plus_voll,Impfquote_18bis59_voll,Impfquote_60plus_voll,Impfquote_gesamt_boost,Impfquote_12bis17_boost,Impfquote_18plus_boost,Impfquote_18bis59_boost,Impfquote_60plus_boost
2021-11-15,Deutschland,00,115191760,58302768,56211984,4032554,70.1,48.8,80.9,73.0,86.9,67.6,44.0,78.2,74.2,85.7,4.8,0.4,5.8,2.6,11.8
2021-11-15,Schleswig-Holstein,01,4317645,2168173,2098907,180928,74.5,62.8,86.5,80.0,90.0,72.1,57.0,84.0,80.8,89.7,6.2,0.2,7.4,2.9,15.5
2021-11-15,Hamburg,02,2743079,1390820,1354118,89680,75.1,50.5,87.2,81.9,88.4,73.1,46.2,85.1,84.4,87.0,4.8,0.5,5.8,3.1,12.7
2021-11-15,Niedersachsen,03,11315096,5796554,5558960,374484,72.4,56.3,83.1,73.4,90.1,69.5,50.8,80.0,75.5,88.1,4.7,0.5,5.6,2.6,11.0
2021-11-15,Bremen,04,1098787,555792,539139,48525,81.7,53.3,94.5,90.6,94.4,79.3,48.9,91.8,91.3,92.9,7.1,0.3,8.5,4.0,17.6
2021-11-15,Nordrhein-Westfalen,05,26193069,13330563,12725199,904641,74.4,56.2,85.6,77.8,90.5,71.0,51.4,81.9,78.5,88.5,5.0,0.5,6.0,2.9,12.1
2021-11-15,Hessen,06,8647710,4399151,4198837,284241,69.9,49.2,80.8,73.7,86.9,66.7,43.8,77.3,73.8,84.4,4.5,0.4,5.4,2.4,11.5
2021-11-15,Rheinland-Pfalz,07,5735047,2930538,2761825,198948,71.5,51.2,82.2,73.2,89.6,67.4,44.6,77.7,73.0,86.2,4.9,0.6,5.8,2.4,11.9
2021-11-15,Baden-Württemberg,08,14806843,7474229,7293639,475510,67.3,44.4,78.0,70.6,85.5,65.7,40.5,76.4,72.6,84.1,4.3,0.4,5.1,2.1,11.3
2021-11-15,Bayern,09,17634829,8855990,8622544,622816,67.4,46.6,77.8,70.8,84.7,65.6,41.5,76.0,72.3,83.4,4.7,0.4,5.7,2.9,11.4
2021-11-15,Saarland,10,1487264,750794,728985,52391,76.3,52.7,86.5,78.0,90.8,74.1,47.5,84.2,80.6,90.1,5.3,0.6,6.2,2.4,12.4
2021-11-15,Berlin,11,5238910,2580652,2498150,276057,70.4,47.3,81.6,74.2,89.4,68.2,43.4,79.2,75.3,88.4,7.5,0.6,9.0,2.9,23.3
2021-11-15,Brandenburg,12,3144440,1605872,1551572,91513,63.4,35.6,72.9,61.3,80.3,61.3,31.7,70.9,64.1,81.2,3.6,0.4,4.3,2.2,7.5
2021-11-15,Mecklenburg-Vorpommern,13,2161466,1093164,1062278,67853,67.9,36.0,78.0,68.1,85.6,65.9,30.7,76.0,69.6,85.4,4.2,0.3,5.0,2.2,9.0
2021-11-15,Sachsen,14,4801821,2418708,2332375,147919,59.6,30.4,69.0,59.3,78.5,57.5,27.4,66.7,58.4,79.1,3.6,0.4,4.3,1.6,8.3
2021-11-15,Sachsen-Anhalt,15,2807789,1424894,1394966,89778,65.3,33.0,74.8,63.2,82.7,64.0,28.5,73.5,65.7,84.3,4.1,0.4,4.8,2.1,8.6
2021-11-15,Thüringen,16,2684068,1332909,1304189,125522,62.9,34.2,72.2,61.7,81.3,61.5,30.4,70.8,62.8,82.3,5.9,0.3,7.0,3.1,12.6
2021-11-15,Bundesressorts,17,373897,193965,186301,1748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
