Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_voll,Impfungen_gesamt_boost,Impfquote_gesamt_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_voll,Impfquote_12bis17_voll,Impfquote_18plus_voll,Impfquote_18bis59_voll,Impfquote_60plus_voll,Impfquote_gesamt_boost,Impfquote_12bis17_boost,Impfquote_18plus_boost,Impfquote_18bis59_boost,Impfquote_60plus_boost
2021-11-18,Deutschland,00,116764363,58507255,56426411,5199713,70.4,49.8,81.1,73.3,87.0,67.9,44.7,78.5,74.6,85.8,6.3,0.6,7.5,3.5,14.9
2021-11-18,Schleswig-Holstein,01,4369956,2173813,2104787,221898,74.7,63.7,86.7,80.3,90.0,72.3,57.6,84.2,81.1,89.8,7.6,0.2,9.1,3.8,18.5
2021-11-18,Hamburg,02,2774377,1395318,1359199,111982,75.3,51.3,87.4,82.2,88.4,73.4,47.1,85.4,84.7,87.1,6.0,0.6,7.2,3.9,15.5
2021-11-18,Niedersachsen,03,11472921,5813325,5580035,495326,72.6,57.2,83.3,73.6,90.2,69.7,51.5,80.2,75.8,88.3,6.2,0.6,7.4,3.5,14.4
2021-11-18,Bremen,04,1112074,557451,540743,58702,82.0,54.1,94.7,90.9,94.5,79.5,49.5,92.1,91.6,93.0,8.6,0.4,10.3,4.8,21.4
2021-11-18,Nordrhein-Westfalen,05,26568523,13368105,12774034,1195640,74.6,57.1,85.8,78.1,90.5,71.3,52.1,82.2,78.8,88.7,6.7,0.7,8.0,3.9,15.8
2021-11-18,Hessen,06,8756544,4416351,4215030,360765,70.2,50.1,81.0,74.0,87.0,67.0,44.4,77.6,74.1,84.5,5.7,0.6,6.9,3.1,14.3
2021-11-18,Rheinland-Pfalz,07,5799358,2936994,2770546,248415,71.7,51.9,82.3,73.4,89.7,67.6,45.3,77.9,73.3,86.3,6.1,0.7,7.2,3.1,14.6
2021-11-18,Baden-Württemberg,08,14979352,7500251,7321819,596179,67.6,45.1,78.2,70.9,85.6,65.9,41.1,76.6,72.9,84.2,5.4,0.5,6.4,2.8,13.8
2021-11-18,Bayern,09,17911183,8900689,8660120,820192,67.7,48.1,78.1,71.2,84.8,65.9,42.1,76.3,72.7,83.5,6.2,0.5,7.4,3.9,14.6
2021-11-18,Saarland,10,1508624,752906,731084,69710,76.5,53.7,86.7,78.2,90.9,74.3,48.0,84.4,80.9,90.2,7.1,0.9,8.3,3.5,15.9
2021-11-18,Berlin,11,5316716,2593372,2509010,331159,70.8,48.8,82.0,74.6,89.5,68.5,44.1,79.6,75.7,88.6,9.0,0.8,10.8,3.9,27.0
2021-11-18,Brandenburg,12,3191175,1612039,1557686,126487,63.7,36.5,73.1,61.6,80.5,61.5,32.4,71.2,64.4,81.3,5.0,0.5,5.9,3.0,10.3
2021-11-18,Mecklenburg-Vorpommern,13,2194961,1097412,1066771,92911,68.1,37.0,78.2,68.4,85.7,66.2,31.3,76.3,70.0,85.6,5.8,0.4,6.8,3.1,12.1
2021-11-18,Sachsen,14,4852102,2425397,2338331,185738,59.8,30.9,69.1,59.5,78.6,57.6,27.7,66.9,58.6,79.2,4.6,0.5,5.4,2.2,10.2
2021-11-18,Sachsen-Anhalt,15,2849644,1431117,1400973,119660,65.6,34.1,75.1,63.6,82.8,64.2,29.1,73.7,66.0,84.5,5.5,0.6,6.4,2.9,11.3
2021-11-18,Thüringen,16,2730923,1338582,1309739,161539,63.1,35.0,72.5,62.0,81.5,61.8,31.2,71.1,63.1,82.5,7.6,0.4,9.0,4.1,15.9
2021-11-18,Bundesressorts,17,375930,194133,186504,3410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
