Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_voll,Impfungen_gesamt_boost,Impfquote_gesamt_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_voll,Impfquote_12bis17_voll,Impfquote_18plus_voll,Impfquote_18bis59_voll,Impfquote_60plus_voll
2021-10-27,Deutschland,00,111396022,57609928,55276225,1805927,69.3,45.7,80.1,72.0,86.7,66.5,40.9,77.0,72.7,85.1
2021-10-27,Schleswig-Holstein,01,4191042,2147992,2074947,97397,73.8,59.8,85.7,79.0,89.7,71.3,54.6,83.1,79.6,89.2
2021-10-27,Hamburg,02,2641953,1370024,1324806,35617,74.0,46.5,86.1,80.5,88.1,71.5,42.1,83.5,82.3,86.4
2021-10-27,Niedersachsen,03,10929615,5743119,5468649,129693,71.8,53.3,82.5,72.6,89.9,68.3,47.2,78.8,74.1,87.6
2021-10-27,Bremen,04,1057892,550498,529638,21488,80.9,50.6,93.7,89.6,94.2,77.9,45.4,90.4,89.5,92.2
2021-10-27,Nordrhein-Westfalen,05,25430496,13213447,12537298,439618,73.7,53.6,85.0,77.1,90.2,69.9,48.5,80.8,77.1,88.1
2021-10-27,Hessen,06,8368698,4344664,4127240,127491,69.0,46.1,79.9,72.6,86.7,65.6,40.6,76.2,72.3,83.8
2021-10-27,Rheinland-Pfalz,07,5568530,2905391,2721009,96141,70.9,48.4,81.6,72.5,89.4,66.4,41.1,76.7,71.8,85.8
2021-10-27,Baden-Württemberg,08,14389803,7384458,7181414,249919,66.5,41.7,77.2,69.6,85.3,64.7,38.0,75.3,71.3,83.6
2021-10-27,Bayern,09,16965789,8705806,8451845,259622,66.3,42.2,76.7,69.4,84.4,64.3,38.1,74.6,70.6,82.8
2021-10-27,Saarland,10,1438946,744039,718738,20445,75.6,49.7,85.9,77.1,90.7,73.0,43.5,83.2,79.2,89.8
2021-10-27,Berlin,11,4994697,2530340,2438044,138243,69.1,42.9,80.3,72.6,88.9,66.5,39.3,77.5,73.2,87.6
2021-10-27,Brandenburg,12,3044504,1588562,1526458,32437,62.8,32.8,72.3,60.6,80.1,60.3,28.3,70.0,62.9,80.7
2021-10-27,Mecklenburg-Vorpommern,13,2090213,1079304,1045227,26388,67.0,32.3,77.2,67.0,85.3,64.9,27.7,75.0,68.2,84.8
2021-10-27,Sachsen,14,4630037,2387595,2293541,44920,58.9,28.0,68.2,58.3,78.1,56.5,24.8,65.7,57.2,78.5
2021-10-27,Sachsen-Anhalt,15,2718867,1407522,1370561,41464,64.5,29.8,74.0,62.2,82.4,62.9,25.4,72.3,64.1,83.8
2021-10-27,Thüringen,16,2563567,1313667,1281379,44485,62.0,30.8,71.3,60.5,81.0,60.4,27.6,69.7,61.4,81.6
2021-10-27,Bundesressorts,17,371373,193500,185431,559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
