Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_00bis04_min1,Impfungen_gesamt_gi,Impfungen_gesamt_00bis04_gi,Impfungen_gesamt_boost1,Impfungen_gesamt_boost2,Impfungen_gesamt_boost3,Impfungen_gesamt_boost4,Impfquote_gesamt_min1,Impfquote_05bis17_min1,Impfquote_05bis11_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_gi,Impfquote_05bis17_gi,Impfquote_05bis11_gi,Impfquote_12bis17_gi,Impfquote_18plus_gi,Impfquote_18bis59_gi,Impfquote_60plus_gi,Impfquote_gesamt_boost1,Impfquote_12bis17_boost1,Impfquote_18plus_boost1,Impfquote_18bis59_boost1,Impfquote_60plus_boost1,Impfquote_gesamt_boost2,Impfquote_12bis17_boost2,Impfquote_18plus_boost2,Impfquote_18bis59_boost2,Impfquote_60plus_boost2
2023-11-27,Deutschland,00,195348858,64924884,3000,63574044,1982,52188488,13205100,3147378,602323,78.0,46.1,22.4,74.5,87.0,84.8,91.1,76.4,42.9,20.0,69.6,85.5,83.0,90.1,62.7,31.7,73.1,66.4,85.5,15.9,1.1,18.9,7.1,40.7
2023-11-27,Schleswig-Holstein,01,7689665,2357286,530,2327462,474,2060648,759710,224664,32373,80.7,60.6,30.8,94.3,87.8,85.1,92.3,79.7,57.6,29.8,88.7,87.0,84.4,91.4,70.5,48.7,80.9,74.9,91.2,26.0,1.8,30.9,11.9,63.8
2023-11-27,Hamburg,02,4773727,1608368,54,1565991,30,1245758,312864,89754,13651,86.8,52.4,29.8,80.1,97.1,96.7,98.2,84.5,47.0,24.3,75.4,95.2,94.1,97.8,67.2,29.5,79.0,73.4,93.0,16.9,1.5,20.2,9.0,48.0
2023-11-27,Niedersachsen,03,19804460,6410172,211,6230645,136,5392574,1589766,411169,49306,79.9,52.7,27.0,81.8,88.4,85.6,93.3,77.6,48.6,24.2,76.3,86.3,83.5,91.2,67.2,40.0,78.0,72.1,88.5,19.8,1.4,23.7,8.6,50.8
2023-11-27,Bremen,04,1855340,622325,5,597446,NA,457382,151958,37389,4232,92.0,48.6,23.0,78.6,103.7,105.9,99.2,88.3,43.9,19.6,72.7,99.9,100.7,98.4,67.6,29.0,79.3,73.1,91.8,22.5,0.8,26.9,12.5,55.8
2023-11-27,Nordrhein-Westfalen,05,44827619,14669705,754,14252124,438,11850204,3415652,878261,320134,81.8,51.2,28.1,81.1,91.1,89.9,93.4,79.5,48.2,24.5,75.8,88.7,86.9,92.1,66.1,36.2,77.1,71.0,88.7,19.1,1.3,22.8,8.7,49.5
2023-11-27,Hessen,06,14686176,4971827,173,4773118,50,3857363,984759,230868,30928,79.0,48.5,24.1,76.0,88.1,86.2,91.5,75.8,43.3,21.0,68.7,85.0,82.9,89.2,61.3,31.6,71.6,65.2,84.2,15.6,1.2,18.7,7.7,40.4
2023-11-27,Rheinland-Pfalz,07,9739167,3247867,61,3107425,35,2619943,696843,164790,20803,79.1,48.3,23.7,76.7,87.9,84.7,93.5,75.7,44.2,21.5,70.7,84.4,81.3,89.8,63.8,34.1,74.2,67.7,85.5,17.0,1.1,20.2,7.1,43.3
2023-11-27,Baden-Württemberg,08,25080932,8430703,382,8294790,279,6842921,1426142,316786,37653,75.8,43.9,19.6,71.4,85.0,82.6,89.6,74.6,40.6,17.3,67.0,84.0,81.5,89.0,61.5,31.0,72.0,65.7,84.6,12.8,1.0,15.4,5.7,34.5
2023-11-27,Bayern,09,29450804,9918986,484,9902851,324,7815915,1678990,380039,44655,75.3,45.9,21.2,74.9,83.9,81.7,88.2,75.2,43.1,19.5,70.7,84.1,82.1,88.2,59.3,28.0,69.4,62.4,83.2,12.7,0.9,15.2,5.4,34.6
