Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_voll,Impfungen_gesamt_boost,Impfquote_gesamt_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_voll,Impfquote_12bis17_voll,Impfquote_18plus_voll,Impfquote_18bis59_voll,Impfquote_60plus_voll
2021-09-22,Deutschland,00,106349666,56104699,52868389,486579,67.5,39.9,78.3,69.8,86.0,63.6,30.8,74.2,69.0,84.0
2021-09-22,Schleswig-Holstein,01,4000887,2102770,1991585,31830,72.2,54.6,84.0,76.7,89.1,68.4,42.9,80.0,75.4,88.1
2021-09-22,Hamburg,02,2486436,1314245,1245281,5465,70.9,37.8,83.0,76.8,87.2,67.2,28.3,79.2,76.9,84.8
2021-09-22,Niedersachsen,03,10498322,5616289,5259920,17033,70.2,47.5,81.0,70.7,89.5,65.7,36.9,76.4,70.8,86.7
2021-09-22,Bremen,04,1004089,532318,504087,7546,78.3,43.2,91.0,85.9,93.6,74.1,32.6,86.7,84.4,91.3
2021-09-22,Nordrhein-Westfalen,05,24279044,12913679,11964444,127633,72.0,48.3,83.4,74.9,89.7,66.7,36.6,77.8,73.0,87.0
2021-09-22,Hessen,06,8008063,4230685,3952672,43580,67.2,40.4,78.1,70.4,86.0,62.8,30.2,73.5,68.9,82.8
2021-09-22,Rheinland-Pfalz,07,5309679,2830230,2605295,17464,69.1,41.3,79.9,70.2,88.9,63.6,29.3,74.1,68.2,84.8
2021-09-22,Baden-Württemberg,08,13777899,7195605,6895801,88185,64.8,36.5,75.5,67.5,84.7,62.1,29.9,72.8,68.0,82.6
2021-09-22,Bayern,09,16130758,8436070,8053678,59016,64.2,35.9,74.6,66.8,83.7,61.3,28.2,71.6,66.7,81.7
2021-09-22,Saarland,10,1379140,724969,690512,4817,73.7,42.4,84.0,74.6,90.2,70.2,31.5,80.6,75.4,88.8
2021-09-22,Berlin,11,4711267,2454617,2325959,35490,67.0,36.5,78.2,70.4,87.8,63.5,29.3,74.4,69.4,86.1
2021-09-22,Brandenburg,12,2907070,1540820,1455605,7523,60.9,26.9,70.4,58.5,79.0,57.5,19.9,67.2,59.4,78.9
2021-09-22,Mecklenburg-Vorpommern,13,1998260,1050140,998354,5914,65.2,26.6,75.4,64.7,84.7,62.0,19.2,72.0,64.2,83.4
2021-09-22,Sachsen,14,4437514,2324145,2196130,8939,57.3,23.9,66.6,56.3,77.4,54.1,17.8,63.3,54.1,77.0
2021-09-22,Sachsen-Anhalt,15,2604515,1370848,1315381,14086,62.9,24.3,72.4,60.0,81.9,60.3,17.6,69.8,60.7,82.5
2021-09-22,Thüringen,16,2448352,1274819,1229753,11953,60.1,25.6,69.5,58.1,80.3,58.0,21.2,67.2,58.0,80.3
2021-09-22,Bundesressorts,17,368371,192450,183932,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
