Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_voll,Impfungen_gesamt_boost,Impfquote_gesamt_min1,Impfquote_05bis17_min1,Impfquote_05bis11_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_voll,Impfquote_05bis17_voll,Impfquote_05bis11_voll,Impfquote_12bis17_voll,Impfquote_18plus_voll,Impfquote_18bis59_voll,Impfquote_60plus_voll,Impfquote_gesamt_boost,Impfquote_12bis17_boost,Impfquote_18plus_boost,Impfquote_18bis59_boost,Impfquote_60plus_boost
2022-04-20,Deutschland,00,172594234,63736650,63276424,49191749,76.6,42.1,22.0,65.6,85.9,79.5,88.9,76.1,39.4,19.1,63.1,85.7,84.0,88.8,59.2,30.4,68.7,63.1,79.3
2022-04-20,Schleswig-Holstein,01,6669456,2344105,2353098,2106035,80.5,54.5,30.2,81.7,90.2,84.9,91.4,80.8,51.8,28.7,77.6,90.9,89.8,93.0,72.4,43.4,78.5,72.0,90.0
2022-04-20,Hamburg,02,4102849,1543923,1542197,1125221,83.3,46.0,29.0,67.5,93.9,89.8,91.3,83.3,42.1,23.1,65.9,94.3,95.5,91.5,60.7,28.1,71.3,67.9,80.1
2022-04-20,Niedersachsen,03,17185530,6286037,6225588,5106745,78.5,47.5,26.7,70.8,87.5,79.0,91.5,77.8,44.4,23.3,68.0,87.0,84.9,90.8,63.8,38.9,74.0,69.2,82.7
2022-04-20,Bremen,04,1618620,615056,607733,444077,90.4,43.8,22.3,69.1,102.3,100.7,97.2,89.4,41.1,19.2,66.9,101.3,103.7,96.5,65.3,27.0,76.5,71.0,87.7
2022-04-20,Nordrhein-Westfalen,05,38881318,14433791,14170704,11087080,80.5,47.8,27.5,71.1,89.9,83.3,92.1,79.1,44.4,23.5,68.3,88.7,87.3,91.4,61.9,34.1,72.1,66.6,82.7
2022-04-20,Hessen,06,12874796,4836385,4703084,3587290,76.9,42.9,23.3,65.7,86.2,80.6,88.9,74.7,39.0,19.8,61.4,84.2,82.8,87.0,57.0,30.6,66.5,61.7,76.1
2022-04-20,Rheinland-Pfalz,07,8530486,3182306,3085303,2430274,77.6,43.8,23.3,67.5,86.7,79.1,91.3,75.3,40.9,20.9,64.0,84.3,81.9,88.8,59.3,33.1,68.8,63.4,78.4
2022-04-20,Baden-Württemberg,08,22356543,8221798,8249019,6367448,74.0,39.2,19.2,62.1,83.4,77.3,87.7,74.3,36.8,16.6,59.9,84.1,82.5,87.4,57.3,30.4,67.0,62.3,76.6
2022-04-20,Bayern,09,26494293,9734154,9839466,7425617,74.1,42.0,21.1,66.5,82.9,77.3,86.7,74.9,40.1,18.8,65.0,84.1,82.8,86.8,56.5,27.0,66.0,60.2,77.8
2022-04-20,Saarland,10,2225841,811963,810464,652945,82.5,42.5,18.5,69.8,91.6,84.8,92.4,82.4,40.0,16.3,66.8,91.7,91.1,92.8,66.4,34.9,75.9,70.7,84.3
2022-04-20,Berlin,11,7758971,2852171,2829865,2207328,77.8,42.5,25.4,65.1,87.5,81.0,91.6,77.2,40.3,23.0,63.2,87.1,85.0,92.1,60.2,30.3,70.5,64.6,84.1
2022-04-20,Brandenburg,12,4716431,1758350,1749760,1321193,69.5,29.2,10.7,52.0,78.2,68.5,82.2,69.1,27.1,8.6,49.9,78.5,74.5,84.5,52.2,19.5,60.9,53.3,72.4
2022-04-20,Mecklenburg-Vorpommern,13,3257579,1198765,1200951,923805,74.4,31.0,10.4,56.3,83.8,76.3,87.5,74.6,28.3,8.0,53.1,84.3,81.2,88.8,57.4,21.3,66.4,57.4,79.6
2022-04-20,Sachsen,14,7143063,2655037,2622482,1967077,65.4,23.6,7.5,44.0,74.5,66.6,81.1,64.6,22.5,6.4,42.8,73.8,67.8,82.8,48.5,15.3,56.8,47.2,70.9
2022-04-20,Sachsen-Anhalt,15,4255669,1570929,1599418,1193305,72.0,27.7,8.5,51.2,81.1,72.2,84.7,73.3,25.9,7.1,48.9,82.8,78.7,88.6,54.7,17.7,63.2,52.8,77.8
2022-04-20,Thüringen,16,3991139,1489803,1492227,1103659,70.3,29.0,11.2,51.1,79.1,71.0,84.4,70.4,28.3,10.5,50.4,79.3,74.5,86.3,52.1,19.0,60.3,50.4,74.6
2022-04-20,Bundesressorts,17,531650,202077,195065,142650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
