Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_voll,Impfungen_gesamt_boost,Impfquote_gesamt_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_voll,Impfquote_12bis17_voll,Impfquote_18plus_voll,Impfquote_18bis59_voll,Impfquote_60plus_voll,Impfquote_gesamt_boost,Impfquote_12bis17_boost,Impfquote_18plus_boost,Impfquote_18bis59_boost,Impfquote_60plus_boost
2021-11-12,Deutschland,00,114800236,58223200,56140117,3785019,70.0,48.5,80.8,72.9,86.9,67.5,43.8,78.1,74.1,85.6,4.6,0.4,5.4,2.4,11.2
2021-11-12,Schleswig-Holstein,01,4310359,2166456,2097909,176259,74.4,62.6,86.4,80.0,89.9,72.1,56.9,84.0,80.8,89.7,6.1,0.2,7.2,2.8,15.1
2021-11-12,Hamburg,02,2733421,1388884,1351692,83986,75.0,50.1,87.1,81.7,88.4,73.0,45.8,85.0,84.2,87.0,4.5,0.5,5.4,2.8,12.0
2021-11-12,Niedersachsen,03,11285029,5792359,5554133,353184,72.4,56.0,83.1,73.3,90.1,69.4,50.6,79.9,75.4,88.1,4.4,0.4,5.3,2.4,10.5
2021-11-12,Bremen,04,1094995,555327,538652,45605,81.7,53.1,94.4,90.5,94.4,79.2,48.7,91.8,91.2,92.9,6.7,0.3,8.0,3.7,16.7
2021-11-12,Nordrhein-Westfalen,05,26129264,13321363,12714036,860540,74.3,56.1,85.6,77.8,90.4,70.9,51.3,81.8,78.4,88.5,4.8,0.5,5.7,2.7,11.6
2021-11-12,Hessen,06,8620508,4392492,4193978,268114,69.8,48.8,80.7,73.6,86.9,66.6,43.5,77.2,73.7,84.4,4.3,0.4,5.1,2.1,11.0
2021-11-12,Rheinland-Pfalz,07,5719979,2928391,2759112,188445,71.5,51.0,82.1,73.2,89.6,67.3,44.4,77.6,72.9,86.2,4.6,0.6,5.5,2.2,11.4
2021-11-12,Baden-Württemberg,08,14752654,7462819,7284181,440562,67.2,44.0,77.9,70.5,85.5,65.6,40.3,76.3,72.5,84.1,4.0,0.4,4.8,1.8,10.7
2021-11-12,Bayern,09,17549338,8835188,8606284,572322,67.2,46.0,77.6,70.6,84.7,65.5,41.2,75.8,72.2,83.4,4.4,0.4,5.2,2.5,10.6
2021-11-12,Saarland,10,1481795,749930,728269,48392,76.2,52.3,86.4,77.9,90.8,74.0,47.3,84.2,80.5,90.1,4.9,0.6,5.7,2.1,11.6
2021-11-12,Berlin,11,5201142,2569763,2488735,258177,70.1,46.7,81.3,73.8,89.3,67.9,43.0,79.0,74.9,88.4,7.0,0.5,8.4,2.5,22.3
2021-11-12,Brandenburg,12,3136388,1604639,1550273,85893,63.4,35.4,72.9,61.3,80.3,61.2,31.5,70.9,64.1,81.2,3.4,0.4,4.0,2.0,7.0
2021-11-12,Mecklenburg-Vorpommern,13,2155686,1092297,1061291,63816,67.8,35.8,77.9,68.0,85.6,65.9,30.5,76.0,69.5,85.4,4.0,0.3,4.7,2.0,8.5
2021-11-12,Sachsen,14,4784928,2415676,2330045,136277,59.5,30.2,68.9,59.2,78.4,57.4,27.2,66.7,58.3,79.0,3.4,0.3,4.0,1.4,7.8
2021-11-12,Sachsen-Anhalt,15,2799011,1423269,1393061,84435,65.3,32.7,74.7,63.1,82.7,63.9,28.3,73.4,65.5,84.3,3.9,0.4,4.5,1.9,8.1
2021-11-12,Thüringen,16,2672035,1330395,1302196,117413,62.7,33.8,72.1,61.5,81.3,61.4,30.2,70.7,62.7,82.3,5.5,0.3,6.5,2.8,11.9
2021-11-12,Bundesressorts,17,373704,193952,186270,1599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
