Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_voll,Impfungen_gesamt_boost,Impfquote_gesamt_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_voll,Impfquote_12bis17_voll,Impfquote_18plus_voll,Impfquote_18bis59_voll,Impfquote_60plus_voll,Impfquote_gesamt_boost,Impfquote_12bis17_boost,Impfquote_18plus_boost,Impfquote_18bis59_boost,Impfquote_60plus_boost
2021-11-17,Deutschland,00,116200713,58434229,56351352,4779383,70.3,49.4,81.0,73.2,87.0,67.8,44.4,78.4,74.4,85.7,5.7,0.5,6.9,3.2,13.8
2021-11-17,Schleswig-Holstein,01,4352420,2171771,2102856,208237,74.6,63.4,86.6,80.2,90.0,72.2,57.4,84.2,81.0,89.7,7.2,0.2,8.5,3.4,17.5
2021-11-17,Hamburg,02,2761529,1393333,1357205,102834,75.2,51.0,87.3,82.0,88.4,73.3,46.7,85.3,84.6,87.1,5.6,0.5,6.6,3.6,14.3
2021-11-17,Niedersachsen,03,11416483,5806984,5572604,452272,72.6,56.8,83.3,73.5,90.1,69.6,51.3,80.1,75.7,88.2,5.7,0.6,6.7,3.2,13.3
2021-11-17,Bremen,04,1107126,556873,540115,54909,81.9,53.9,94.6,90.8,94.5,79.4,49.3,92.0,91.5,93.0,8.1,0.4,9.6,4.5,20.0
2021-11-17,Nordrhein-Westfalen,05,26443334,13355418,12757849,1098596,74.5,56.8,85.8,78.0,90.5,71.2,51.9,82.1,78.7,88.6,6.1,0.6,7.3,3.6,14.6
2021-11-17,Hessen,06,8716096,4410232,4209119,332041,70.1,49.8,80.9,73.9,87.0,66.9,44.2,77.5,74.0,84.5,5.3,0.5,6.3,2.8,13.3
2021-11-17,Rheinland-Pfalz,07,5779354,2934974,2767666,233257,71.6,51.6,82.3,73.3,89.7,67.5,45.1,77.8,73.2,86.3,5.7,0.7,6.8,2.9,13.7
2021-11-17,Baden-Württemberg,08,14917085,7491387,7312194,551560,67.5,44.8,78.2,70.8,85.6,65.9,40.9,76.6,72.8,84.2,5.0,0.4,6.0,2.6,12.9
2021-11-17,Bayern,09,17811300,8886153,8647345,746645,67.6,47.6,78.0,71.0,84.8,65.8,41.9,76.2,72.6,83.5,5.7,0.5,6.8,3.5,13.4
2021-11-17,Saarland,10,1501036,752143,730354,63558,76.4,53.3,86.7,78.2,90.9,74.2,47.8,84.4,80.8,90.2,6.5,0.8,7.5,3.1,14.6
2021-11-17,Berlin,11,5288418,2588893,2505374,310726,70.7,48.0,81.9,74.5,89.5,68.4,43.8,79.4,75.6,88.5,8.5,0.7,10.1,3.5,25.7
2021-11-17,Brandenburg,12,3174342,1609904,1555604,113677,63.6,36.3,73.1,61.5,80.4,61.5,32.1,71.1,64.4,81.3,4.5,0.5,5.3,2.7,9.3
2021-11-17,Mecklenburg-Vorpommern,13,2182312,1095661,1065032,83634,68.0,36.5,78.1,68.3,85.7,66.1,31.0,76.2,69.9,85.5,5.2,0.3,6.1,2.8,10.9
2021-11-17,Sachsen,14,4828576,2422111,2335460,168296,59.7,30.7,69.1,59.4,78.5,57.6,27.5,66.8,58.5,79.1,4.1,0.4,4.9,1.9,9.4
2021-11-17,Sachsen-Anhalt,15,2833462,1428582,1398546,108333,65.5,33.6,74.9,63.5,82.8,64.1,28.8,73.6,65.9,84.4,5.0,0.5,5.8,2.6,10.3
2021-11-17,Thüringen,16,2712756,1335763,1307633,148050,63.0,34.6,72.3,61.9,81.4,61.7,30.9,71.0,63.0,82.4,7.0,0.3,8.2,3.7,14.7
2021-11-17,Bundesressorts,17,375084,194047,186396,2758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
