Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_voll,Impfungen_gesamt_boost,Impfquote_gesamt_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_voll,Impfquote_12bis17_voll,Impfquote_18plus_voll,Impfquote_18bis59_voll,Impfquote_60plus_voll
2021-10-24,Deutschland,00,110840177,57486710,55068845,1570201,69.1,45.2,79.9,71.8,86.6,66.2,40.1,76.8,72.4,85.0
2021-10-24,Schleswig-Holstein,01,4166260,2143207,2067595,84433,73.6,59.1,85.5,78.8,89.6,71.0,53.8,82.8,79.2,89.1
2021-10-24,Hamburg,02,2621653,1363939,1316206,29311,73.6,45.5,85.8,80.1,88.0,71.1,40.5,83.0,81.8,86.2
2021-10-24,Niedersachsen,03,10880433,5734660,5452965,103905,71.7,52.9,82.4,72.4,89.9,68.1,46.6,78.6,73.8,87.5
2021-10-24,Bremen,04,1052980,549230,527762,19474,80.8,49.9,93.5,89.4,94.2,77.6,44.6,90.1,89.1,92.1
2021-10-24,Nordrhein-Westfalen,05,25296175,13187033,12485702,381249,73.6,53.1,84.9,76.9,90.2,69.7,47.6,80.6,76.7,88.0
2021-10-24,Hessen,06,8327920,4335220,4111045,111691,68.9,45.6,79.8,72.4,86.6,65.3,39.7,75.9,72.0,83.7
2021-10-24,Rheinland-Pfalz,07,5540864,2900005,2709686,84722,70.8,47.9,81.5,72.3,89.4,66.1,40.0,76.5,71.4,85.7
2021-10-24,Baden-Württemberg,08,14325819,7368771,7155738,225875,66.4,41.3,77.1,69.4,85.2,64.4,37.4,75.1,71.0,83.5
2021-10-24,Bayern,09,16876740,8685116,8419917,221423,66.1,41.7,76.5,69.2,84.3,64.1,37.3,74.4,70.3,82.7
2021-10-24,Saarland,10,1433059,742694,716620,17833,75.5,49.0,85.8,76.9,90.6,72.8,42.8,83.0,78.9,89.7
2021-10-24,Berlin,11,4963196,2524110,2428055,122281,68.9,42.3,80.1,72.4,88.8,66.3,38.3,77.2,72.8,87.5
2021-10-24,Brandenburg,12,3025947,1582801,1518128,27549,62.5,32.1,72.0,60.3,79.9,60.0,27.3,69.6,62.5,80.4
2021-10-24,Mecklenburg-Vorpommern,13,2079623,1076639,1041267,22159,66.8,31.7,77.0,66.8,85.3,64.6,27.0,74.7,67.9,84.7
2021-10-24,Sachsen,14,4613063,2382986,2286623,39272,58.7,27.7,68.1,58.2,78.1,56.4,24.4,65.6,56.9,78.4
2021-10-24,Sachsen-Anhalt,15,2710142,1405227,1367263,38135,64.4,29.4,73.9,62.0,82.4,62.7,24.9,72.2,63.9,83.7
2021-10-24,Thüringen,16,2555220,1311654,1278981,40399,61.9,30.4,71.2,60.4,81.0,60.3,27.3,69.6,61.2,81.6
2021-10-24,Bundesressorts,17,371083,193418,185292,490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
