Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_voll,Impfungen_gesamt_boost,Impfquote_gesamt_min1,Impfquote_05bis17_min1,Impfquote_05bis11_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_voll,Impfquote_05bis17_voll,Impfquote_05bis11_voll,Impfquote_12bis17_voll,Impfquote_18plus_voll,Impfquote_18bis59_voll,Impfquote_60plus_voll,Impfquote_gesamt_boost,Impfquote_12bis17_boost,Impfquote_18plus_boost,Impfquote_18bis59_boost,Impfquote_60plus_boost
2022-03-27,Deutschland,00,171828850,63654559,63120514,48663335,76.5,41.8,21.6,65.4,85.9,79.4,88.8,75.9,38.9,18.5,62.7,85.5,83.8,88.7,58.5,29.5,68.0,62.3,78.7
2022-03-27,Schleswig-Holstein,01,6645148,2342235,2348742,2087951,80.5,54.3,29.8,81.5,90.2,84.9,91.4,80.7,51.3,28.0,77.3,90.8,89.7,92.9,71.7,42.2,77.8,71.2,89.4
2022-03-27,Hamburg,02,4073189,1539229,1536749,1105636,83.1,44.9,27.2,67.1,93.7,89.6,91.2,83.0,41.4,22.4,65.4,94.1,95.1,91.4,59.7,27.0,70.1,66.5,79.2
2022-03-27,Niedersachsen,03,17110171,6278663,6208767,5055518,78.4,47.2,26.3,70.6,87.4,78.9,91.5,77.6,43.8,22.6,67.7,86.8,84.7,90.7,63.2,37.7,73.3,68.5,82.1
2022-03-27,Bremen,04,1610525,614189,606066,438511,90.3,43.5,22.1,68.7,102.2,100.6,97.2,89.1,40.7,18.7,66.5,101.1,103.4,96.4,64.5,26.1,75.6,70.0,86.8
2022-03-27,Nordrhein-Westfalen,05,38705718,14414711,14136876,10963960,80.4,47.6,27.1,70.8,89.8,83.2,92.1,78.9,43.9,22.8,68.0,88.5,87.1,91.3,61.2,33.0,71.3,65.8,82.0
2022-03-27,Hessen,06,12810023,4829371,4690749,3541830,76.7,42.6,22.9,65.5,86.1,80.5,88.9,74.5,38.5,19.2,61.0,84.1,82.7,86.9,56.3,29.5,65.7,61.0,75.2
2022-03-27,Rheinland-Pfalz,07,8494769,3178766,3078442,2404895,77.6,43.5,23.0,67.3,86.7,79.0,91.3,75.1,40.4,20.3,63.7,84.2,81.7,88.7,58.7,32.2,68.1,62.7,77.8
2022-03-27,Baden-Württemberg,08,22275927,8211039,8229264,6317199,74.0,39.0,18.9,61.9,83.4,77.2,87.6,74.1,36.4,15.9,59.7,84.0,82.4,87.3,56.9,29.7,66.5,61.8,76.1
2022-03-27,Bayern,09,26393262,9724854,9818095,7355196,74.0,41.8,20.9,66.3,82.9,77.2,86.7,74.7,39.7,18.3,64.7,84.0,82.7,86.7,56.0,26.1,65.4,59.5,77.3
2022-03-27,Saarland,10,2218203,811325,809037,647368,82.5,42.4,18.3,69.6,91.5,84.7,92.4,82.2,39.6,15.9,66.5,91.6,90.9,92.8,65.8,33.9,75.3,70.0,83.9
2022-03-27,Berlin,11,7711678,2844915,2821027,2176090,77.6,42.3,25.1,64.8,87.3,80.7,91.5,77.0,39.8,22.4,62.8,86.9,84.8,91.9,59.4,29.4,69.5,63.6,83.4
2022-03-27,Brandenburg,12,4696099,1756701,1745911,1306350,69.4,29.0,10.5,51.8,78.2,68.4,82.2,69.0,26.8,8.3,49.5,78.3,74.3,84.4,51.6,18.8,60.2,52.6,71.8
2022-03-27,Mecklenburg-Vorpommern,13,3240145,1197294,1197470,911306,74.3,30.8,10.2,56.0,83.7,76.2,87.4,74.3,27.8,7.5,52.6,84.1,80.9,88.7,56.6,20.4,65.6,56.5,78.8
2022-03-27,Sachsen,14,7104570,2651794,2614879,1939390,65.4,23.5,7.4,43.8,74.4,66.5,81.0,64.5,22.1,6.1,42.3,73.6,67.6,82.7,47.8,14.7,56.0,46.6,69.9
2022-03-27,Sachsen-Anhalt,15,4233891,1569139,1594783,1177937,72.0,27.6,8.3,51.0,81.0,72.1,84.7,73.1,25.5,6.8,48.3,82.6,78.5,88.4,54.0,16.9,62.5,52.0,77.1
2022-03-27,Thüringen,16,3974797,1488335,1488714,1092264,70.2,28.8,11.1,50.9,79.1,70.9,84.3,70.2,27.9,10.1,50.1,79.2,74.3,86.2,51.5,18.5,59.7,49.8,73.9
2022-03-27,Bundesressorts,17,530735,201999,194943,141934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
